"";"test";"2012";"2013";"2014";"2015";"2016"
"1635";"PEG.low";29,35;31,389999;40,310001;36,799999;40,720001
"1636";"PEG.close";30,6;32,040001;41,41;38,689999;43,880001
"1637";"PEG.adjclose";24,592684;26,938549;36,27121;35,203812;41,473278
"1638";"PEG.volume";49816300;79750800;77263700;64436800;54393400
"1639";"PEP.open";70,32;84,43;98,559998;100,110001;99,889999
"1640";"PEP.high";70,889999;84,519997;100,57;101,699997;106,529999
"1641";"PEP.low";67,389999;79,959999;92,43;96,809998;98,5
"1642";"PEP.close";68,43;82,940002;94,559998;99,919998;104,629997
"1643";"PEP.adjclose";58,515339;73,005142;85,63089;93,080856;101,037781
"1644";"PEP.volume";98276000;99693900;94377400;92168800;85750400
"1645";"PFE.open";25,040001;31,610001;30,879999;33;32,25
"1646";"PFE.high";25,790001;31,93;33,119999;33,830002;33,299999
"1647";"PFE.low";24,629999;29,950001;30,58;31,84;30,51
"1648";"PFE.close";25,08;30,629999;31,15;32,279999;31,700001
"1649";"PFE.adjclose";20,839966;26,301329;27,689106;29,651691;30,220158
"1650";"PFE.volume";597201100;528149100;533277200;738234000;570151700
"1651";"PFG.open";27,280001;50,860001;52,830002;51,77;57,75
"1652";"PFG.high";28,709999;50,91;54,189999;52,18;61,34
"1653";"PFG.low";27,16;47,279999;48,950001;43,639999;57,389999
"1654";"PFG.close";28,52;49,310001;51,939999;44,98;57,860001
"1655";"PFG.adjclose";24,328873;43,217762;46,638988;41,562206;55,329556
"1656";"PFG.volume";32422700;28571500;27802100;36815300;31608900
"1657";"PG.open";69,839996;84,040001;90,169998;74,870003;82,209999
"1658";"PG.high";70,989998;84,940002;93,889999;81,230003;85,739998
"1659";"PG.low";66,830002;80,480003;88,379997;74,870003;81,18
"1660";"PG.close";67,889999;81,410004;91,089996;79,410004;84,080002
"1661";"PG.adjclose";57,587803;71,203873;82,184555;73,990501;80,914696
"1662";"PG.volume";181564600;162155800;142076100;207324100;171190200
"1663";"PGR.open";21,4;28,49;27,16;30,700001;33,279999
"1664";"PGR.high";21,77;28,540001;27,48;32,57;35,950001
"1665";"PGR.low";20,690001;25,92;25,440001;30,15;33,279999
"1666";"PGR.close";21,1;27,27;26,99;31,799999;35,5
"1667";"PGR.adjclose";18,573355;24,305828;24,544079;29,7034;34,129498
"1668";"PGR.volume";98701100;60497600;86447700;69637300;67570500
"1669";"PH.open";82,75;117,82;129,190002;104,779999;140,029999
"1670";"PH.high";87,040001;129,770004;132,080002;105,230003;145,440002
"1671";"PH.low";80,150002;114,32;120,540001;93,550003;139,490005
"1672";"PH.close";85,059998;128,639999;128,949997;96,980003;140
"1673";"PH.adjclose";76,99826;118,52359;120,872993;92,989052;137,22702
"1674";"PH.volume";22470900;19340100;24689300;26819800;22017000
"1675";"PLD.open";34,139999;37,919998;42,189999;42,91;50,689999
"1676";"PLD.high";36,799999;38,080002;44,049999;43,689999;53,509998
"1677";"PLD.low";33,549999;35,709999;40,900002;40,470001;49,580002
"1678";"PLD.close";36,490002;36,950001;43,029999;42,919998;52,389999
"1679";"PLD.adjclose";30,472054;31,788258;38,230507;39,534588;50,040184
"1680";"PLD.volume";53039700;50158800;59455000;63302300;53205500
"1681";"PM.open";90,010002;85,330002;86,370003;87,440002;87,849998
"1682";"PM.high";90,489998;87,339996;87,68;90,269997;92,629997
"1683";"PM.low";82,440002;83,809998;81,160004;85,739998;86,779999
"1684";"PM.close";83,639999;87,129997;81,449997;87,910004;91,489998
"1685";"PM.adjclose";66,018852;71,592026;70,001755;79,391991;86,220581
"1686";"PM.volume";106731900;99812100;101407600;91883400;91662400
"1687";"PNC.open";56,380001;76,849998;87,370003;96,160004;111,230003
"1688";"PNC.high";59,880001;78,360001;93,449997;97,5;118,57
"1689";"PNC.low";54,34;73,919998;86,080002;91,449997;110,68
"1690";"PNC.close";58,310001;77,580002;91,230003;95,309998;116,959999
"1691";"PNC.adjclose";51,425148;70,170624;84,41658;90,159752;113,431557
"1692";"PNC.volume";77547300;42327600;56171000;47992100;57987400
"1693";"PPG.open";62,494999;92,169998;108,730003;106,389999;96,419998
"1694";"PPG.high";68,394997;95,035004;116,834999;106,870003;100,169998
"1695";"PPG.low";59,375;90,160004;108,019997;96,25;93,800003
"1696";"PPG.close";67,675003;94,830002;115,574997;98,82;94,760002
"1697";"PPG.adjclose";60,506157;87,454697;109,463379;95,39743;92,919052
"1698";"PPG.volume";73891600;31953800;36427800;26961200;32661000
"1699";"PPL.open";27,345905;28,603292;33,04607;34,200001;33,279999
"1700";"PPL.high";27,513557;28,743004;35,523594;34,48;34,900002
"1701";"PPL.low";26,116457;26,964031;31,770054;32,360001;32,689999
"1702";"PPL.close";26,665981;28,025826;33,837765;34,130001;34,049999
"1703";"PPL.adjclose";20,545557;22,756237;28,850796;30,542019;31,791876
"1704";"PPL.volume";82939700;82153300;91501200;95289600;83938200
"1705";"PRU.open";52,400002;88,93;84,870003;87;101,370003
"1706";"PRU.high";54,5;92,68;92,25;87,949997;108,290001
"1707";"PRU.low";50,889999;86,949997;83,620003;79,169998;100,739998
"1708";"PRU.close";53,330002;92,220001;90,459999;81,410004;104,059998
"1709";"PRU.adjclose";45,845695;81,220665;81,742455;75,724808;100,336319
"1710";"PRU.volume";63723400;39881900;64488600;51175700;46438700
"1711";"PSX.open";52,650002;70;73;92,330002;83,919998
"1712";"PSX.high";54,32;77,290001;75,260002;93;88,870003
"1713";"PSX.low";50,27;68,330002;64,019997;79,470001;83,599998
"1714";"PSX.close";53,099998;77,129997;71,699997;81,800003;86,410004
"1715";"PSX.adjclose";46,020889;68,26458;65,0131;76,162086;83,002007
"1716";"PSX.volume";92107200;69932200;102659600;70449200;39870700
"1717";"PX.open";107,690002;126,110001;127,910004;112,25;120,580002
"1718";"PX.high";110,690002;130,580002;132,949997;112,360001;124,480003
"1719";"PX.low";104,980003;122,339996;121,959999;101,300003;116,129997
"1720";"PX.close";109,449997;130,029999;129,559998;102,400002;117,190002
"1721";"PX.adjclose";96,510971;117,070503;118,958237;96,251595;113,126221
"1722";"PX.volume";19818200;19789000;22938100;33371600;29819200
"1723";"PXD.open";107,739998;178;142,139999;145,979996;193,970001
"1724";"PXD.high";109,769997;190,800003;154,399994;149,699997;195
"1725";"PXD.low";101,089996;174,350006;127,309998;114,400002;179,300003
"1726";"PXD.close";106,589996;184,070007;148,850006;125,379997;180,070007
"1727";"PXD.adjclose";106,219818;183,530304;148,477066;125,137268;179,815353
"1728";"PXD.volume";22717700;32049200;60217400;62153000;31206700
"1729";"QCOM.open";63,91;73,529999;72,459999;48,75;67,720001
"1730";"QCOM.high";64,720001;74,32;75,720001;53,439999;70,239998
"1731";"QCOM.low";59,439999;71,68;69,589996;45,93;63,779999
"1732";"QCOM.close";61,860001;74,25;74,330002;49,990002;65,199997
"1733";"QCOM.adjclose";52,842022;64,913475;66,378365;46,044819;62,202274
"1734";"QCOM.volume";249965500;173783100;200659800;350914600;156763600
"1735";"RCL.open";35,580002;43,959999;73,779999;93,239998;80,559998
"1736";"RCL.high";36,18;47,66;83,900002;103,400002;86,839996
"1737";"RCL.low";32,919998;42,599998;71,610001;90,529999;78,769997
"1738";"RCL.close";34;47,419998;82,43;101,209999;82,040001
"1739";"RCL.adjclose";30,203472;42,812691;75,914268;95,802803;79,272339
"1740";"RCL.volume";38633500;24304500;101615900;39131900;33784900
"1741";"REGN.open";180,149994;292,410004;413,980011;549,25;379,480011
"1742";"REGN.high";188,919998;297,589996;437,640015;563,789978;396,679993
"1743";"REGN.low";164,059998;257,690002;383,869995;526,26001;348,820007
"1744";"REGN.close";171,070007;275,23999;410,25;542,869995;367,089996
"1745";"REGN.adjclose";171,070007;275,23999;410,25;542,869995;367,089996
"1746";"REGN.volume";16572900;14237000;16987000;12980000;17768300
"1747";"RF.open";6,69;9,74;10,01;10,21;13,61
"1748";"RF.high";7,19;9,93;10,83;10,28;14,73
"1749";"RF.low";6,4;9,35;9,73;9,2;13,55
"1750";"RF.close";7,13;9,89;10,56;9,6;14,36
"1751";"RF.adjclose";6,424131;8,992179;9,751841;9,063155;13,927341
"1752";"RF.volume";288265700;253027900;322211200;387306000;451135700
"1753";"RHT.open";49,790001;46,84;62;81,599998;79,169998
"1754";"RHT.high";55,419998;58,709999;71,769997;84,440002;81,139999
"1755";"RHT.low";46,34;45,450001;57,869999;76,889999;68,540001
"1756";"RHT.close";52,959999;56,040001;69,139999;82,809998;69,699997
"1757";"RHT.adjclose";52,959999;56,040001;69,139999;82,809998;69,699997
"1758";"RHT.volume";36869400;51094900;49846200;40467100;51163300
"1759";"RL.open";158,179993;175,080002;183,830002;124,470001;105,050003
"1760";"RL.high";159,460007;178,369995;187,490005;127,010002;110,419998
"1761";"RL.low";144,139999;169,860001;175,199997;109,239998;89,239998
"1762";"RL.close";149,919998;176,570007;185,160004;111,480003;90,32
"1763";"RL.adjclose";136,782272;163,071152;172,889694;105,59964;87,332405
"1764";"RL.volume";14878000;12562800;14719100;21401200;20211500
"1765";"ROK.open";79,739998;113,139999;113,230003;106,419998;134,479996
"1766";"ROK.high";84,800003;119,029999;118,32;107,699997;139,639999
"1767";"ROK.low";76,959999;108,349998;103,099998;98,919998;133,610001
"1768";"ROK.close";83,989998;118,160004;111,199997;102,610001;134,399994
"1769";"ROK.adjclose";74,849556;107,581177;103,381966;97,655396;131,304901
"1770";"ROK.volume";20514100;13785100;27796300;21710100;18978500
"1771";"ROP.open";110,980003;129,460007;157,059998;194,309998;181,410004
"1772";"ROP.high";113,419998;139,910004;160,880005;194,979996;189,440002
"1773";"ROP.low";108,029999;126,050003;148,149994;182,089996;181,160004
"1774";"ROP.close";111,480003;138,679993;156,350006;189,789993;185,800003
"1775";"ROP.adjclose";107,809883;134,841156;152,894592;186,727036;184,035767
"1776";"ROP.volume";9414800;9444800;7399100;8477100;14220100
"1777";"ROST.open";28,705;37,98;45,625;52,529999;67,459999
"1778";"ROST.high";28,809999;38,040001;48,095001;55,639999;69,529999
"1779";"ROST.low";26,004999;35,145;44,470001;51,91;65,489998
"1780";"ROST.close";27,045;37,465;47,130001;53,810001;65,599998
"1781";"ROST.adjclose";24,903032;35,228603;45,276707;52,537975;64,644318
"1782";"ROST.volume";83499600;81221800;50032300;56300900;59664200
"1783";"RSG.open";28,540001;34,970001;39,32;44,18;55,490002
"1784";"RSG.high";29,969999;35,060001;41,119999;45,349998;58
"1785";"RSG.low";28,27;32,450001;38,349998;42,73;55,07
"1786";"RSG.close";29,33;33,200001;40,25;43,990002;57,049999
"1787";"RSG.adjclose";25,391603;29,611944;36,978367;41,57111;55,289879
"1788";"RSG.volume";33643900;31497500;36205600;35810900;23336300
"1789";"RTN.open";57,290001;88,629997;106;124,550003;149,5
"1790";"RTN.high";59,34;91,389999;111,470001;129,990005;151,179993
"1791";"RTN.low";56,07;85,209999;101,230003;122,25;137,699997
"1792";"RTN.close";57,560001;90,699997;108,169998;124,529999;146,300003
"1793";"RTN.adjclose";50,397068;82,114304;100,372635;118,456184;142,281937
"1794";"RTN.volume";28994500;33603500;33835000;37903800;41064000
"1795";"S.open";5,75;8,3;5,09;3,66;7,85
"1796";"S.high";5,83;11,47;5,09;3,95;8,98
"1797";"S.low";5,4;7,81;3,79;3,5;7,84
"1798";"S.close";5,67;10,75;4,15;3,62;8,42
"1799";"S.adjclose";5,67;10,75;4,15;3,62;8,42
"1800";"S.volume";642544500;472127000;494324000;324150100;385856700
"1801";"SBUX.open";26,07;40,744999;40,5;61,080002;57,34
"1802";"SBUX.high";27,450001;40,845001;42,099998;62,540001;59,540001
"1803";"SBUX.low";24,780001;37,955002;39,220001;58,27;55,400002
"1804";"SBUX.close";26,815001;39,195;41,025002;60,029999;55,52
"1805";"SBUX.adjclose";23,98736;35,999718;38,824898;57,753689;54,21402
"1806";"SBUX.volume";309576800;186721400;222092000;174837100;165840600
"1807";"SCHW.open";13,12;24,5;28,08;33,919998;39,110001
"1808";"SCHW.high";14,66;26,08;30,889999;34,52;40,580002
"1809";"SCHW.low";12,82;24,190001;27,23;31,620001;38,459999
"1810";"SCHW.close";14,36;26;30,190001;32,93;39,470001
"1811";"SCHW.adjclose";13,682911;25,081068;29,389338;32,304764;39,092827
"1812";"SCHW.volume";174956900;113790500;151581900;170675000;198849400
"1813";"SE.open";NA;NA;NA;NA;NA
"1814";"SE.high";NA;NA;NA;NA;NA
"1815";"SE.low";NA;NA;NA;NA;NA
"1816";"SE.close";NA;NA;NA;NA;NA
"1817";"SE.adjclose";NA;NA;NA;NA;NA
"1818";"SE.volume";NA;NA;NA;NA;NA
"1819";"SHW.open";152,789993;183,410004;244,490005;277,070007;268,160004
"1820";"SHW.high";154,600006;187,5;266,25;282;273,48999
"1821";"SHW.low";146,490005;170,630005;242,289993;254,690002;261,649994
"1822";"SHW.close";153,820007;183,5;263,040009;259,600006;268,73999
"1823";"SHW.adjclose";145,481781;175,523743;254,250946;253,358139;265,488556
"1824";"SHW.volume";17899900;13336000;12975900;12585000;16050100
"1825";"SIRI.open";2,79;3,79;3,61;4,12;4,57
"1826";"SIRI.high";3,01;3,82;3,63;4,18;4,61
"1827";"SIRI.low";2,68;3,32;3,27;3,96;4,22
"1828";"SIRI.close";2,89;3,49;3,5;4,07;4,45
"1829";"SIRI.adjclose";2,80328;3,447504;3,457383;4,020442;4,406458
"1830";"SIRI.volume";1325995100;1040354500;606200200;575547100;588651700
"1831";"SJM.open";88,18;104,5;102,169998;121,779999;125,330002
"1832";"SJM.high";89,389999;106,199997;104,089996;125,330002;131,279999
"1833";"SJM.low";84,57;100,18;97,330002;118,970001;124,199997
"1834";"SJM.close";86,239998;103,620003;100,980003;123,339996;128,059998
"1835";"SJM.adjclose";76,356567;93,714432;93,579712;116,98407;124,038315
"1836";"SJM.volume";10051400;14724000;10858100;17834400;13114800
"1837";"SLB.open";72;88,639999;84,529999;76,809998;84,989998
"1838";"SLB.high";73,510002;90,260002;88,160004;78,220001;87
"1839";"SLB.low";67,599998;84,910004;78,470001;67,150002;83,160004
"1840";"SLB.close";69,300003;90,110001;85,410004;69,75;83,949997
"1841";"SLB.adjclose";61,159302;80,481895;77,473503;65,559906;80,507675
"1842";"SLB.volume";144038800;115269400;238968200;183409500;108033500
"1843";"SLG.open";75,879997;90,470001;116,160004;118,629997;105,110001
"1844";"SLG.high";77,68;94,599998;123,889999;120,790001;113,769997
"1845";"SLG.low";74,860001;89,050003;115,459999;109,360001;103,949997
"1846";"SLG.close";76,650002;92,379997;119,019997;112,980003;107,550003
"1847";"SLG.adjclose";67,280647;82,371162;108,273102;104,905502;102,689552
"1848";"SLG.volume";12815500;14866300;15407700;14043300;19029400
"1849";"SO.open";43,57;40,720001;47,150002;44,84;46,73
"1850";"SO.high";44,139999;41,709999;51,279999;47,5;49,639999
"1851";"SO.low";42,040001;40,029999;47,07;43,720001;46,200001
"1852";"SO.close";42,810001;41,110001;49,110001;46,790001;49,189999
"1853";"SO.adjclose";33,535797;33,696426;42,202862;42,162319;46,344429
"1854";"SO.volume";90943200;108626800;108477600;98317500;90742100
"1855";"SPG.open";143,527756;142,182495;180,380005;187,039993;178,919998
"1856";"SPG.high";151,175919;146,622772;188,179993;196,330002;187,690002
"1857";"SPG.low";142,173096;138,805267;178,289993;180,550003;173,110001
"1858";"SPG.close";148,720596;143,142044;182,110001;194,440002;177,669998
"1859";"SPG.adjclose";123,74865;122,83342;161,25119;177,729446;167,954681
"1860";"SPG.volume";25872900;32627400;28067900;28312400;29958500
"1861";"SRCL.open";93,860001;117,75;129,100006;120,989998;72,970001
"1862";"SRCL.high";95,330002;118,720001;134,139999;123,849998;77,93
"1863";"SRCL.low";90,82;113;126,25;112,949997;71,519997
"1864";"SRCL.close";93,279999;116,169998;131,080002;120,599998;77,040001
"1865";"SRCL.adjclose";93,279999;116,169998;131,080002;120,599998;77,040001
"1866";"SRCL.volume";8918200;8380700;8296800;19364600;24545200
"1867";"SRE.open";68,410004;88,309998;111,370003;99,639999;99,18
"1868";"SRE.high";72,870003;90,419998;116,300003;100,139999;104,699997
"1869";"SRE.low";68,040001;86;104,75;90,519997;98,120003
"1870";"SRE.close";70,940002;89,760002;111,360001;94,010002;100,639999
"1871";"SRE.adjclose";60,531551;79,033684;100,69342;87,334633;96,195435
"1872";"SRE.volume";23750800;23561700;25332400;27920100;20394000
"1873";"STI.open";27,15;36,310001;39,029999;43,740002;52,439999
"1874";"STI.high";28,969999;36,939999;43,060001;44,470001;56,48
"1875";"STI.low";25,99;34,830002;38,490002;41,32;51,810001
"1876";"STI.close";28,35;36,810001;41,900002;42,84;54,849998
"1877";"STI.adjclose";25,566858;33,555092;38,894138;40,658695;53,300461
"1878";"STI.volume";96631900;65478500;70631100;114756800;80537800
"1879";"STT.open";44,619999;72,809998;75,800003;72,949997;79,129997
"1880";"STT.high";47,299999;73,629997;80,919998;73,769997;81,910004
"1881";"STT.low";44,049999;69,089996;74,269997;64,5;77,209999
"1882";"STT.close";47,009998;73,389999;78,5;66,360001;77,720001
"1883";"STT.adjclose";42,518635;67,546997;73,405296;63,136154;75,6595
"1884";"STT.volume";77630200;37108100;40599200;56344500;42000900
"1885";"STZ.open";35,98;70,669998;95,82;140,949997;150,320007
"1886";"STZ.high";36,150002;71,620003;100,769997;144,869995;158,320007
"1887";"STZ.low";34,139999;68,169998;89,339996;135,339996;144
"1888";"STZ.close";35,389999;70,379997;98,169998;142,440002;153,309998
"1889";"STZ.adjclose";34,336823;68,285553;95,248558;139,242172;151,311615
"1890";"STZ.volume";24502300;23207800;21944900;23764400;35681900
"1891";"SWK.open";72,25;81,379997;94,18;109,440002;119,089996
"1892";"SWK.high";75,089996;81,550003;97,720001;110,410004;121,620003
"1893";"SWK.low";68,870003;78,870003;92,540001;103,379997;114,269997
"1894";"SWK.close";73,970001;80,690002;96,080002;106,730003;120,5
"1895";"SWK.adjclose";65,816742;73,635986;89,788277;101,910271;117,988548
"1896";"SWK.volume";22712200;30286400;23253500;28727000;19001000
"1897";"SYK.open";54,48;74,32;92,790001;97,339996;113,360001
"1898";"SYK.high";56,75;75,550003;98,239998;97,860001;121,5
"1899";"SYK.low";53,93;71,220001;90,57;90,300003;110,910004
"1900";"SYK.close";54,82;75,139999;94,330002;92,940002;119,809998
"1901";"SYK.adjclose";50,623222;70,567307;89,948952;89,921532;117,579414
"1902";"SYK.volume";37059300;26169700;27882600;29238400;24152200
"1903";"SYMC.open";18,940001;22,469999;26,040001;19,559999;24,360001
"1904";"SYMC.high";19,24;23,639999;26,690001;21,48;25,110001
"1905";"SYMC.low";17,9;22,02;24,68;19,41;23,34
"1906";"SYMC.close";18,82;23,58;25,66;21;23,889999
"1907";"SYMC.adjclose";13,584022;17,345224;19,382233;16,294558;23,450966
"1908";"SYMC.volume";120013100;133377800;75869700;151548600;133355400
"1909";"SYY.open";31,67;33,57;40;41,34;53,02
"1910";"SYY.high";32,400002;43,400002;41,16;41,82;57,07
"1911";"SYY.low";31,16;33,299999;39,16;40,389999;52,709999
"1912";"SYY.close";31,66;36,099998;39,689999;41;55,369999
"1913";"SYY.adjclose";26,967161;31,8097;36,090435;38,456757;53,361935
"1914";"SYY.volume";54846100;167117500;67689900;86137800;62937100
"1915";"T.open";34,23;35,18;35,279999;33,779999;38,630001
"1916";"T.high";34,689999;35,299999;35,369999;34,990002;42,84
"1917";"T.low";33,099998;33,599998;32,07;33,009998;38,16
"1918";"T.close";33,709999;35,16;33,59;34,41;40,380001
"1919";"T.adjclose";25,365841;27,831928;28,015471;30,346298;37,419689
"1920";"T.volume";489829700;434511200;576080000;539900700;463518700
"1921";"TAP.open";41,66;52,720001;76,900002;92,339996;97,730003
"1922";"TAP.high";44;56,490002;77,489998;95,510002;100,43
"1923";"TAP.low";41,32;52,110001;70,809998;90,93;94,099998
"1924";"TAP.close";42,790001;56,150002;74,519997;93,919998;97,309998
"1925";"TAP.adjclose";38,338364;51,625916;70,048286;90,188881;95,038429
"1926";"TAP.volume";21052600;17393300;29491300;30796100;29747900
"1927";"TDG.open";136,419998;156,839996;196,669998;235,570007;251,119995
"1928";"TDG.high";136,820007;162,949997;201,039993;238,509995;257,48999
"1929";"TDG.low";124,790001;153,100006;190,059998;213,949997;235,139999
"1930";"TDG.close";136,360001;161,020004;196,350006;228,449997;248,960007
"1931";"TDG.adjclose";86,416977;118,21933;165,328125;192,356552;229,151962
"1932";"TDG.volume";14429400;6853800;6801400;7968600;12089400
"1933";"TGT.open";63,099998;63,98;73,339996;73,07;76,860001
"1934";"TGT.high";63,200001;63,990002;76,650002;75;78,580002
"1935";"TGT.low";58,299999;61,259998;71,980003;70,699997;71,879997
"1936";"TGT.close";59,169998;63,27;75,910004;72,610001;72,230003
"1937";"TGT.adjclose";50,142387;54,899292;67,980774;66,894264;68,726097
"1938";"TGT.volume";96358400;123385300;96597700;95817100;103666200
"1939";"TIF.open";58,959999;89,139999;107,279999;79,760002;82,419998
"1940";"TIF.high";60,34;93,019997;109;80,080002;85,440002
"1941";"TIF.low";55,830002;87,629997;101,18;71,800003;76,769997
"1942";"TIF.close";57,34;92,779999;106,860001;76,290001;77,43
"1943";"TIF.adjclose";51,488369;84,896057;99,264763;72,110641;75,007149
"1944";"TIF.volume";36861700;18279500;22835100;32269400;32383200
"1945";"TJX.open";44,549999;62,98;65,599998;71,110001;78,080002
"1946";"TJX.high";44,549999;63,810001;69,839996;72,739998;78,589996
"1947";"TJX.low";40,98;61,080002;64,25;69,099998;74,959999
"1948";"TJX.close";42,450001;63,73;68,580002;70,910004;78,029999
"1949";"TJX.adjclose";39,688;60,213993;65,535011;68,553787;76,4384
"1950";"TJX.volume";91819100;64386200;70709400;64026900;65607400
"1951";"TMO.open";63,889999;101,089996;129,339996;138,860001;140,470001
"1952";"TMO.high";65,540001;111,440002;129,479996;143,649994;146,479996
"1953";"TMO.low";62,299999;99,120003;121,150002;131,779999;139,070007
"1954";"TMO.close";63,779999;111,349998;125,290001;141,850006;141,100006
"1955";"TMO.adjclose";62,084118;109,223869;123,530121;140,521271;140,368332
"1956";"TMO.volume";42297200;31727200;29130300;33711300;38105500
"1957";"TMUS.open";21,360001;26,030001;28,99;35,860001;54,110001
"1958";"TMUS.high";21,799999;34,099998;29,01;40,349998;59,189999
"1959";"TMUS.low";19,26;25,209999;24,26;34,240002;53,779999
"1960";"TMUS.close";19,879999;33,639999;26,940001;39,119999;57,509998
"1961";"TMUS.adjclose";16,471519;33,639999;26,940001;39,119999;57,509998
"1962";"TMUS.volume";70160100;165694400;126225400;109163700;63733700
"1963";"TRI.open";27,49;37,310001;40,330002;40,540001;43,360001
"1964";"TRI.high";29,4;38,189999;41,439999;41,259998;45,68
"1965";"TRI.low";27,309999;36,330002;38,43;37,139999;42,959999
"1966";"TRI.close";29,059999;37,82;40,34;37,849998;43,779999
"1967";"TRI.adjclose";24,246897;32,777214;36,252056;35,170742;42,085503
"1968";"TRI.volume";14976200;12912500;15215100;16759500;14537100
"1969";"TRIP.open";38,240002;88,25;73,5;82,849998;48,34
"1970";"TRIP.high";47;89,57;77,940002;87,5;49,75
"1971";"TRIP.low";35,959999;78,669998;70,589996;81,889999;45,630001
"1972";"TRIP.close";41,919998;82,830002;74,660004;85,25;46,369999
"1973";"TRIP.adjclose";41,919998;82,830002;74,660004;85,25;46,369999
"1974";"TRIP.volume";62638600;37680200;46058500;26180200;48539000
"1975";"TROW.open";64,919998;80,650002;83,029999;76,599998;74,519997
"1976";"TROW.high";66,949997;83,989998;88,639999;77,050003;78,949997
"1977";"TROW.low";63,380001;77,720001;80,550003;68,760002;74,099998
"1978";"TROW.close";65,120003;83,769997;85,860001;71,489998;75,260002
"1979";"TROW.adjclose";54,466171;72,641663;76,031204;66,569008;72,226715
"1980";"TROW.volume";29346400;24331800;26343400;35990900;33727000
"1981";"TRV.open";70,910004;90,260002;104,379997;115,269997;114,220001
"1982";"TRV.high";74,5;90,739998;107,940002;116,360001;123,089996
"1983";"TRV.low";70,519997;86,260002;102,139999;109,339996;113,849998
"1984";"TRV.close";71,82;90,540001;105,849998;112,860001;122,419998
"1985";"TRV.adjclose";63,28466;81,73539;97,810173;106,691429;118,353081
"1986";"TRV.volume";49623300;41988000;41404500;41306700;35958900
"1987";"TSCO.open";44,529999;73,25;76,690002;89,800003;75,239998
"1988";"TSCO.high";45,209999;78,169998;79,690002;91,379997;78,169998
"1989";"TSCO.low";41,195;70,879997;75,400002;83,970001;75,059998
"1990";"TSCO.close";44,18;77,580002;78,82;85,5;77,440002
"1991";"TSCO.adjclose";41,390633;73,749451;75,624115;82,737892;75,797539
"1992";"TSCO.volume";36344800;25644300;21598400;19534900;27215800
"1993";"TSLA.open";33,889999;126,349998;241,160004;231,059998;188,25
"1994";"TSLA.high";35,799999;158;242,470001;243,630005;223,800003
"1995";"TSLA.low";32,75;123,93;192,649994;214,869995;180
"1996";"TSLA.close";33,869999;150,429993;222,410004;240,009995;213,690002
"1997";"TSLA.adjclose";33,869999;150,429993;222,410004;240,009995;213,690002
"1998";"TSLA.volume";21714300;197637900;127050800;59839200;87959600
"1999";"TSN.open";19,25;31,59;42,139999;50,220001;56,810001
"2000";"TSN.high";19,91;34,380001;42,529999;54,419998;63,790001
"2001";"TSN.low";19,030001;31,450001;38,25;50,049999;55,939999
"2002";"TSN.close";19,4;33,459999;40,09;53,330002;61,68
"2003";"TSN.adjclose";18,374479;31,956778;38,579697;51,843624;60,587921
"2004";"TSN.volume";67620600;71665800;113187900;110506700;69460800
"2005";"TWX.open";45,417065;62,953022;84,93;70,18;91,940002
"2006";"TWX.high";46,53883;67,209969;87,440002;71,18;97,099998
"2007";"TWX.low";43,988495;62,061363;80,489998;62,939999;91,709999
"2008";"TWX.close";45,858101;66,845634;85,419998;64,669998;96,529999
"2009";"TWX.adjclose";41,465122;61,622398;80,141861;61,790302;94,180702
"2010";"TWX.volume";132710300;86731800;78697500;134218400;81098000
"2011";"TXN.open";29,76;42,950001;54,27;57,470001;73,879997
"2012";"TXN.high";31,809999;44,09;56;58,959999;75,150002
"2013";"TXN.low";29,389999;41,91;51,959999;54,799999;69,919998
"2014";"TXN.close";30,889999;43,91;53,470001;54,810001;72,970001
"2015";"TXN.adjclose";26,900154;39,351318;49,225479;51,772545;70,778938
"2016";"TXN.volume";152431200;95473100;120974600;116898200;103426900
"2017";"TXT.open";23,620001;33,25;42,98;42,82;46,369999
"2018";"TXT.high";24,860001;37,43;43,57;43,310001;49,82
"2019";"TXT.low";22,84;31,33;39,200001;40,450001;46,360001
"2020";"TXT.close";24,790001;36,759998;42,110001;42,009998;48,560001
"2021";"TXT.adjclose";24,500696;36,436798;41,829845;41,809425;48,42942
"2022";"TXT.volume";51919900;55768600;39795900;30214700;30139100
"2023";"UA.open";NA;NA;NA;86,790001;25,98
"2024";"UA.high";NA;NA;NA;88,559998;29,530001
"2025";"UA.low";NA;NA;NA;77,779999;24,58
"2026";"UA.close";NA;NA;NA;80,610001;25,17
"2027";"UA.adjclose";NA;NA;NA;80,610001;25,17
"2028";"UA.volume";NA;NA;NA;59280600;61589400
"2029";"UAL.open";20,129999;39,310001;61;55,68;68,669998
"2030";"UAL.high";24,23;39,619999;67,769997;61,490002;76,800003
"2031";"UAL.low";19,540001;36,389999;57,889999;55,330002;68
"2032";"UAL.close";23,379999;37,830002;66,889999;57,299999;75,169998
"2033";"UAL.adjclose";23,379999;37,830002;66,889999;57,299999;75,169998
"2034";"UAL.volume";78988300;81526200;127630300;92676900;71111000
"2035";"UHS.open";45,220001;82,760002;104,900002;122,690002;123,279999
"2036";"UHS.high";49,75;83,830002;112,75;125,879997;128,080002
"2037";"UHS.low";44,599998;78,110001;103,230003;113,830002;99,720001
"2038";"UHS.close";48,349998;81,260002;111,260002;119,489998;106,379997
