Ticker;Variable;2012;2013;2014;2015;2016
SCHW;close;14.36;26;30.19;32.93;39.47
SCHW;adjclose;1.368.291;2.508.107;2.938.934;3.230.476;3.909.283
SCHW;volume;174956900;113790500;151581900;170675000;198849400
SE;open;NA;NA;NA;NA;NA
SE;high;NA;NA;NA;NA;NA
SE;low;NA;NA;NA;NA;NA
SE;close;NA;NA;NA;NA;NA
SE;adjclose;NA;NA;NA;NA;NA
SE;volume;NA;NA;NA;NA;NA
SHW;open;152.79;183.41;244.49;277.07;268.16
SHW;high;154.6;187.5;266.25;282;273.49
SHW;low;146.49;170.63;242.29;254.69;261.65
SHW;close;153.82;183.5;263.04;259.6;268.74
SHW;adjclose;1.454.818;1.755.237;2.542.509;2.533.581;2.654.886
SHW;volume;17899900;13336000;12975900;12585000;16050100
SIRI;open;2.79;3.79;3.61;4.12;4.57
SIRI;high;3.01;3.82;3.63;4.18;4.61
SIRI;low;2.68;3.32;3.27;3.96;4.22
SIRI;close;2.89;3.49;3.5;4.07;4.45
SIRI;adjclose;280.328;3.447.504;3.457.383;4.020.442;4.406.458
SIRI;volume;1325995100;1040354500;606200200;575547100;588651700
SJM;open;88.18;104.5;102.17;121.78;125.33
SJM;high;89.39;106.2;104.09;125.33;131.28
SJM;low;84.57;100.18;97.33;118.97;124.2
SJM;close;86.24;103.62;100.98;123.34;128.06
SJM;adjclose;7.635.657;9.371.443;9.357.971;1.169.841;1.240.383
SJM;volume;10051400;14724000;10858100;17834400;13114800
SLB;open;72;88.64;84.53;76.81;84.99
SLB;high;73.51;90.26;88.16;78.22;87
SLB;low;67.6;84.91;78.47;67.15;83.16
SLB;close;69.3;90.11;85.41;69.75;83.95
SLB;adjclose;611.593;8.048.189;774.735;6.555.991;8.050.768
SLB;volume;144038800;115269400;238968200;183409500;108033500
SLG;open;75.88;90.47;116.16;118.63;105.11
SLG;high;77.68;94.6;123.89;120.79;113.77
SLG;low;74.86;89.05;115.46;109.36;103.95
SLG;close;76.65;92.38;119.02;112.98;107.55
SLG;adjclose;6.728.065;8.237.116;1.082.731;1.049.055;1.026.896
SLG;volume;12815500;14866300;15407700;14043300;19029400
SO;open;43.57;40.72;47.15;44.84;46.73
SO;high;44.14;41.71;51.28;47.5;49.64
SO;low;42.04;40.03;47.07;43.72;46.2
SO;close;42.81;41.11;49.11;46.79;49.19
SO;adjclose;335.358;3.369.643;4.220.286;4.216.232;4.634.443
SO;volume;90943200;108626800;108477600;98317500;90742100
SPG;open;1.435.278;1.421.825;180.38;187.04;178.92
SPG;high;1.511.759;1.466.228;188.18;196.33;187.69
SPG;low;1.421.731;1.388.053;178.29;180.55;173.11
SPG;close;1.487.206;143.142;182.11;194.44;177.67
SPG;adjclose;1.237.486;1.228.334;1.612.512;1.777.294;1.679.547
SPG;volume;25872900;32627400;28067900;28312400;29958500
SRCL;open;93.86;117.75;129.1;120.99;72.97
SRCL;high;95.33;118.72;134.14;123.85;77.93
SRCL;low;90.82;113;126.25;112.95;71.52
SRCL;close;93.28;116.17;131.08;120.6;77.04
SRCL;adjclose;93.28;116.17;131.08;120.6;77.04
SRCL;volume;8918200;8380700;8296800;19364600;24545200
SRE;open;68.41;88.31;111.37;99.64;99.18
SRE;high;72.87;90.42;116.3;100.14;104.7
SRE;low;68.04;86;104.75;90.52;98.12
SRE;close;70.94;89.76;111.36;94.01;100.64
SRE;adjclose;6.053.155;7.903.368;1.006.934;8.733.463;9.619.544
SRE;volume;23750800;23561700;25332400;27920100;20394000
STI;open;27.15;36.31;39.03;43.74;52.44
STI;high;28.97;36.94;43.06;44.47;56.48
STI;low;25.99;34.83;38.49;41.32;51.81
STI;close;28.35;36.81;41.9;42.84;54.85
STI;adjclose;2.556.686;3.355.509;3.889.414;406.587;5.330.046
STI;volume;96631900;65478500;70631100;114756800;80537800
STT;open;44.62;72.81;75.8;72.95;79.13
STT;high;47.3;73.63;80.92;73.77;81.91
STT;low;44.05;69.09;74.27;64.5;77.21
STT;close;47.01;73.39;78.5;66.36;77.72
STT;adjclose;4.251.864;67.547;734.053;6.313.615;756.595
STT;volume;77630200;37108100;40599200;56344500;42000900
STZ;open;35.98;70.67;95.82;140.95;150.32
STZ;high;36.15;71.62;100.77;144.87;158.32
STZ;low;34.14;68.17;89.34;135.34;144
STZ;close;35.39;70.38;98.17;142.44;153.31
STZ;adjclose;3.433.682;6.828.555;9.524.856;1.392.422;1.513.116
STZ;volume;24502300;23207800;21944900;23764400;35681900
SWK;open;72.25;81.38;94.18;109.44;119.09
SWK;high;75.09;81.55;97.72;110.41;121.62
SWK;low;68.87;78.87;92.54;103.38;114.27
SWK;close;73.97;80.69;96.08;106.73;120.5
SWK;adjclose;6.581.674;7.363.599;8.978.828;1.019.103;1.179.885
SWK;volume;22712200;30286400;23253500;28727000;19001000
SYK;open;54.48;74.32;92.79;97.34;113.36
SYK;high;56.75;75.55;98.24;97.86;121.5
SYK;low;53.93;71.22;90.57;90.3;110.91
SYK;close;54.82;75.14;94.33;92.94;119.81
SYK;adjclose;5.062.322;7.056.731;8.994.895;8.992.153;1.175.794
SYK;volume;37059300;26169700;27882600;29238400;24152200
SYMC;open;18.94;22.47;26.04;19.56;24.36
SYMC;high;19.24;23.64;26.69;21.48;25.11
SYMC;low;17.9;22.02;24.68;19.41;23.34
SYMC;close;18.82;23.58;25.66;21;23.89
SYMC;adjclose;1.358.402;1.734.522;1.938.223;1.629.456;2.345.097
SYMC;volume;120013100;133377800;75869700;151548600;133355400
SYY;open;31.67;33.57;40;41.34;53.02
SYY;high;32.4;43.4;41.16;41.82;57.07
SYY;low;31.16;33.3;39.16;40.39;52.71
SYY;close;31.66;36.1;39.69;41;55.37
SYY;adjclose;2.696.716;318.097;3.609.043;3.845.676;5.336.194
SYY;volume;54846100;167117500;67689900;86137800;62937100
T;open;34.23;35.18;35.28;33.78;38.63
T;high;34.69;35.3;35.37;34.99;42.84
T;low;33.1;33.6;32.07;33.01;38.16
T;close;33.71;35.16;33.59;34.41;40.38
T;adjclose;2.536.584;2.783.193;2.801.547;303.463;3.741.969
T;volume;489829700;434511200;576080000;539900700;463518700
TAP;open;41.66;52.72;76.9;92.34;97.73
TAP;high;44;56.49;77.49;95.51;100.43
TAP;low;41.32;52.11;70.81;90.93;94.1
TAP;close;42.79;56.15;74.52;93.92;97.31
TAP;adjclose;3.833.836;5.162.592;7.004.829;9.018.888;9.503.843
TAP;volume;21052600;17393300;29491300;30796100;29747900
TDG;open;136.42;156.84;196.67;235.57;251.12
TDG;high;136.82;162.95;201.04;238.51;257.49
TDG;low;124.79;153.1;190.06;213.95;235.14
TDG;close;136.36;161.02;196.35;228.45;248.96
TDG;adjclose;8.641.698;1.182.193;1.653.281;1.923.566;229.152
TDG;volume;14429400;6853800;6801400;7968600;12089400
TGT;open;63.1;63.98;73.34;73.07;76.86
TGT;high;63.2;63.99;76.65;75;78.58
TGT;low;58.3;61.26;71.98;70.7;71.88
TGT;close;59.17;63.27;75.91;72.61;72.23
TGT;adjclose;5.014.239;5.489.929;6.798.077;6.689.426;687.261
TGT;volume;96358400;123385300;96597700;95817100;103666200
TIF;open;58.96;89.14;107.28;79.76;82.42
TIF;high;60.34;93.02;109;80.08;85.44
TIF;low;55.83;87.63;101.18;71.8;76.77
TIF;close;57.34;92.78;106.86;76.29;77.43
TIF;adjclose;5.148.837;8.489.606;9.926.476;7.211.064;7.500.715
TIF;volume;36861700;18279500;22835100;32269400;32383200
TJX;open;44.55;62.98;65.6;71.11;78.08
TJX;high;44.55;63.81;69.84;72.74;78.59
TJX;low;40.98;61.08;64.25;69.1;74.96
TJX;close;42.45;63.73;68.58;70.91;78.03
TJX;adjclose;39.688;6.021.399;6.553.501;6.855.379;764.384
TJX;volume;91819100;64386200;70709400;64026900;65607400
TMO;open;63.89;101.09;129.34;138.86;140.47
TMO;high;65.54;111.44;129.48;143.65;146.48
TMO;low;62.3;99.12;121.15;131.78;139.07
TMO;close;63.78;111.35;125.29;141.85;141.1
TMO;adjclose;6.208.412;1.092.239;1.235.301;1.405.213;1.403.683
TMO;volume;42297200;31727200;29130300;33711300;38105500
TMUS;open;21.36;26.03;28.99;35.86;54.11
TMUS;high;21.8;34.1;29.01;40.35;59.19
TMUS;low;19.26;25.21;24.26;34.24;53.78
TMUS;close;19.88;33.64;26.94;39.12;57.51
TMUS;adjclose;1.647.152;33.64;26.94;39.12;57.51
TMUS;volume;70160100;165694400;126225400;109163700;63733700
TRI;open;27.49;37.31;40.33;40.54;43.36
TRI;high;29.4;38.19;41.44;41.26;45.68
TRI;low;27.31;36.33;38.43;37.14;42.96
TRI;close;29.06;37.82;40.34;37.85;43.78
TRI;adjclose;242.469;3.277.721;3.625.206;3.517.074;420.855
TRI;volume;14976200;12912500;15215100;16759500;14537100
TRIP;open;38.24;88.25;73.5;82.85;48.34
TRIP;high;47;89.57;77.94;87.5;49.75
TRIP;low;35.96;78.67;70.59;81.89;45.63
TRIP;close;41.92;82.83;74.66;85.25;46.37
TRIP;adjclose;41.92;82.83;74.66;85.25;46.37
TRIP;volume;62638600;37680200;46058500;26180200;48539000
TROW;open;64.92;80.65;83.03;76.6;74.52
TROW;high;66.95;83.99;88.64;77.05;78.95
TROW;low;63.38;77.72;80.55;68.76;74.1
TROW;close;65.12;83.77;85.86;71.49;75.26
TROW;adjclose;5.446.617;7.264.166;760.312;6.656.901;7.222.671
TROW;volume;29346400;24331800;26343400;35990900;33727000
TRV;open;70.91;90.26;104.38;115.27;114.22
TRV;high;74.5;90.74;107.94;116.36;123.09
TRV;low;70.52;86.26;102.14;109.34;113.85
TRV;close;71.82;90.54;105.85;112.86;122.42
TRV;adjclose;6.328.466;8.173.539;9.781.017;1.066.914;1.183.531
TRV;volume;49623300;41988000;41404500;41306700;35958900
TSCO;open;44.53;73.25;76.69;89.8;75.24
TSCO;high;45.21;78.17;79.69;91.38;78.17
TSCO;low;41.195;70.88;75.4;83.97;75.06
TSCO;close;44.18;77.58;78.82;85.5;77.44
TSCO;adjclose;4.139.063;7.374.945;7.562.412;8.273.789;7.579.754
TSCO;volume;36344800;25644300;21598400;19534900;27215800
TSLA;open;33.89;126.35;241.16;231.06;188.25
TSLA;high;35.8;158;242.47;243.63;223.8
TSLA;low;32.75;123.93;192.65;214.87;180
TSLA;close;33.87;150.43;222.41;240.01;213.69
TSLA;adjclose;33.87;150.43;222.41;240.01;213.69
TSLA;volume;21714300;197637900;127050800;59839200;87959600
TSN;open;19.25;31.59;42.14;50.22;56.81
TSN;high;19.91;34.38;42.53;54.42;63.79
TSN;low;19.03;31.45;38.25;50.05;55.94
TSN;close;19.4;33.46;40.09;53.33;61.68
TSN;adjclose;1.837.448;3.195.678;385.797;5.184.362;6.058.792
TSN;volume;67620600;71665800;113187900;110506700;69460800
TWX;open;4.541.707;6.295.302;84.93;70.18;91.94
TWX;high;4.653.883;6.720.997;87.44;71.18;97.1
TWX;low;439.885;6.206.136;80.49;62.94;91.71
TWX;close;458.581;6.684.563;85.42;64.67;96.53
TWX;adjclose;4.146.512;616.224;8.014.186;617.903;941.807
TWX;volume;132710300;86731800;78697500;134218400;81098000
TXN;open;29.76;42.95;54.27;57.47;73.88
TXN;high;31.81;44.09;56;58.96;75.15
TXN;low;29.39;41.91;51.96;54.8;69.92
TXN;close;30.89;43.91;53.47;54.81;72.97
TXN;adjclose;2.690.015;3.935.132;4.922.548;5.177.255;7.077.894
TXN;volume;152431200;95473100;120974600;116898200;103426900
TXT;open;23.62;33.25;42.98;42.82;46.37
TXT;high;24.86;37.43;43.57;43.31;49.82
TXT;low;22.84;31.33;39.2;40.45;46.36
TXT;close;24.79;36.76;42.11;42.01;48.56
TXT;adjclose;245.007;364.368;4.182.984;4.180.942;4.842.942
TXT;volume;51919900;55768600;39795900;30214700;30139100
UA;open;NA;NA;NA;86.79;25.98
UA;high;NA;NA;NA;88.56;29.53
UA;low;NA;NA;NA;77.78;24.58
UA;close;NA;NA;NA;80.61;25.17
UA;adjclose;NA;NA;NA;80.61;25.17
UA;volume;NA;NA;NA;59280600;61589400
UAL;open;20.13;39.31;61;55.68;68.67
UAL;high;24.23;39.62;67.77;61.49;76.8
UAL;low;19.54;36.39;57.89;55.33;68
UAL;close;23.38;37.83;66.89;57.3;75.17
UAL;adjclose;23.38;37.83;66.89;57.3;75.17
UAL;volume;78988300;81526200;127630300;92676900;71111000
UHS;open;45.22;82.76;104.9;122.69;123.28
UHS;high;49.75;83.83;112.75;125.88;128.08
UHS;low;44.6;78.11;103.23;113.83;99.72
UHS;close;48.35;81.26;111.26;119.49;106.38
UHS;adjclose;4.713.125;801.414;1.100.593;1.185.786;1.059.158
UHS;volume;15866000;13675400;15607900;13122000;40018800
UNH;open;54.56;73.64;98.75;113.53;159.12
UNH;high;55.82;75.54;104;121.09;164
UNH;low;53.28;70.2;95.75;113.05;156.23
UNH;close;54.24;75.3;101.09;117.64;160.04
UNH;adjclose;4.967.807;7.007.962;9.563.187;1.130.433;157.137
UNH;volume;94058200;87821400;82445400;76066500;76132500
UNM;open;20.51;33.56;33.02;36.9;42.6
UNM;high;21.35;35.4;35.77;37.26;45.01
UNM;low;20.35;33.14;31.57;31.91;42.47
UNM;close;20.82;35.08;34.88;33.29;43.93
UNM;adjclose;1.875.249;3.222.406;3.263.121;3.179.729;4.297.705
UNM;volume;38431900;34109800;52459200;31497500;33845800
UPS;open;73.5;102.14;110.3;103.46;116.04
UPS;high;76.2;105.37;113.1;104.5;120.44
UPS;low;71.96;100.65;106.47;95.82;114.36
UPS;close;73.73;105.08;111.17;96.23;114.64
UPS;adjclose;6.335.979;9.283.518;1.008.831;8.986.116;1.102.748
UPS;volume;71280400;59003800;72327900;75628600;51481600
USB;open;32.35;39.29;44.15;44.14;49.81
USB;high;32.66;40.83;46.1;44.58;52.68
USB;low;31.28;38.3;43.02;41.84;49.63
USB;close;31.94;40.4;44.95;42.67;51.37
USB;adjclose;2.808.021;3.640.127;414.267;4.023.751;4.968.715
USB;volume;217315600;170916900;145977900;140230700;146903000
UTX;open;80.73;111.17;109.06;96.04;108
UTX;high;83.64;113.94;118.02;97.77;111.69
UTX;low;79.34;105.9;108.7;91.63;107.07
UTX;close;82.01;113.8;115;96.07;109.62
UTX;adjclose;7.256.104;1.029.366;1.062.639;9.090.973;1.064.919
UTX;volume;80142300;58083600;91296700;127150300;65431800
V;open;37.5;51.025;640.675;79.53;77.57
V;high;381.275;55.68;67.33;80.49;80.39
V;low;36.525;498.575;630.875;75.52;75.17
V;close;37.895;55.67;65.55;77.55;78.02
V;adjclose;3.455.271;5.237.366;6.355.637;7.613.455;7.733.695
V;volume;216124800;281645600;197323300;196542500;244420700
VFC;open;40.435;590.475;74.32;64.78;54.88
VFC;high;405.775;62.5;75.99;66.3;57.83
VFC;low;365.275;57.14;71.27;61.39;53.1
VFC;close;377.425;62.34;74.9;62.25;53.35
VFC;adjclose;3.103.275;5.559.679;6.888.213;5.826.297;5.112.142
VFC;volume;59674400;62364300;29127300;55298900;61320100
VIA;open;52.6;81;75.66;52.05;41.75
VIA;high;55.41;88.2;78.08;52.24;43.35
VIA;low;51.3;80.65;71.79;41.3;38.05
VIA;close;54.27;87.77;75.5;43.99;38.5
VIA;adjclose;4.795.522;7.932.209;6.925.954;4.133.553;3.733.284
VIA;volume;625600;484700;568300;1564600;1688100
VLO;open;295.521;45.92;48.2;72.48;61.5
VLO;high;3.152.651;50.54;52.1;73.7;69.85
VLO;low;2.829.982;44.53;45.35;65.04;60.41
VLO;close;311.883;50.4;49.5;70.71;68.32
VLO;adjclose;2.661.366;4.391.192;4.402.121;6.463.425;6.506.066
VLO;volume;158672800;187447500;169584100;125211900;98692000
VMW;open;90.32;80.49;87.56;61.47;81.14
VMW;high;99.55;90.91;88.24;62.82;83
VMW;low;88.05;78.86;75.85;55.46;76.81
VMW;close;94.14;89.71;82.52;56.57;78.73
VMW;adjclose;94.14;89.71;82.52;56.57;78.73
VMW;volume;28287800;41461500;32704100;33612300;30953500
VNO;open;5.615.097;6.419.867;8.147.195;7.874.697;7.905.416
VNO;high;5.863.844;6.665.687;8.796.137;8.237.672;104.62
VNO;low;5.488.529;6.352.558;8.114.272;7.737.267;7.838.319
VNO;close;5.858.723;6.495.954;8.611.771;8.080.841;103.22
VNO;adjclose;4.776.493;5.620.605;7.746.224;7.495.174;9.896.925
VNO;volume;24973500;24896700;23704900;18354700;22006100
VRSK;open;49.79;64.82;61.98;75.32;83.23
VRSK;high;51.37;67.34;65.63;79.04;83.95
VRSK;low;48.25;64.04;61.7;73.84;80.9
VRSK;close;50.97;65.72;64.05;76.88;81.17
VRSK;adjclose;50.97;65.72;64.05;76.88;81.17
VRSK;volume;21718000;14755500;15827300;24573200;15756700
VRTX;open;39.82;69.6;117.89;131;81.85
VRTX;high;44.39;74.7;124.35;132.81;82.53
VRTX;low;38.67;63.65;108.7;113.73;71.46
VRTX;close;41.9;74.3;118.8;125.83;73.67
VRTX;adjclose;41.9;74.3;118.8;125.83;73.67
VRTX;volume;37178700;31288100;37246100;33703500;42178600
VTR;open;7.295.878;6.488.523;814.891;53.68;59.86
VTR;high;7.476.305;6.662.099;8.582.848;56.95;63.9
VTR;low;7.150.851;6.268.128;8.040.425;51.79;57.97
VTR;close;7.390.659;6.541.053;8.187.736;56.43;62.52
VTR;adjclose;5.798.472;5.311.783;6.927.619;4.984.513;5.789.917
VTR;volume;23567800;34937800;48585200;55884300;47439100
VZ;open;44.47;49.66;50.68;45.51;49.8
VZ;high;44.94;49.79;50.84;47.23;53.9
VZ;low;42.49;47.45;45.09;44.33;49.31
VZ;close;43.27;49.14;46.78;46.22;53.38
VZ;adjclose;3.369.616;3.996.463;397.458;4.118.453;4.970.903
VZ;volume;239689900;236601200;419728200;293399200;254549200
WAT;open;84.73;99.57;115.45;133.33;134.44
WAT;high;89.51;100.85;117.57;136.95;141.93
WAT;low;83.59;94.5;110.85;126.88;133.35
WAT;close;87.12;100;112.72;134.58;134.39
WAT;adjclose;87.12;100;112.72;134.58;134.39
WAT;volume;9552300;10052200;8961100;9479900;10838700
WBA;open;33.94;59.33;68.29;84.43;84.83
WBA;high;37.75;59.69;77.98;87.05;88
WBA;low;1;54.86;66.46;81.03;82.42
WBA;close;37.01;57.44;76.2;85.16;82.76
WBA;adjclose;3.334.894;5.300.497;7.173.373;81.5;8.067.461
WBA;volume;148423500;122663500;137961700;87715500;76273800
WDAY;open;50.1;82.2;86.62;83.95;84.43
WDAY;high;57.1;83.45;86.75;85.49;84.84
WDAY;low;47.74;77.1;78.09;77.49;65.79
WDAY;close;54.5;83.16;81.61;79.68;66.09
WDAY;adjclose;54.5;83.16;81.61;79.68;66.09
WDAY;volume;10128300;20068000;34023800;19221300;70317800
WDC;open;33.59;74.45;103.1;62.43;63.87
WDC;high;42.75;84.7;114.69;64.73;72.01
WDC;low;33.2;74.38;101.33;57.94;60.78
WDC;close;42.49;83.9;110.7;60.05;67.95
WDC;adjclose;3.721.923;7.496.554;1.004.591;5.572.326;6.553.938
WDC;volume;93089700;43953300;41897600;66756700;90078500
WFC;open;33.18;44.11;54.42;55.51;53.13
WFC;high;35.19;45.64;55.95;56.24;58.02
WFC;low;32.41;43.21;52.73;52.75;53.06
WFC;close;34.18;45.4;54.82;54.36;55.11
WFC;adjclose;294.627;4.027.988;4.999.057;5.091.144;532.727
WFC;volume;465866000;325412900;356501200;340263600;514036700
WHR;open;102.26;153.01;186.27;163.65;161.9
WHR;high;104.21;159.22;196.71;164.61;185.24
WHR;low;96.55;146.22;172.85;142.18;161.3
WHR;close;101.75;156.86;193.74;146.87;181.77
WHR;adjclose;9.098.602;1.429.082;1.798.236;1.390.053;176.105
WHR;volume;20739700;14967100;20741600;19604500;17981400
WM;open;32.68;45.27;48.73;54.05;69.62
WM;high;34.45;45.36;51.95;54.57;71.78
WM;low;32.34;42.95;48.29;51.08;68.84
WM;close;33.74;44.87;51.32;53.37;70.91
WM;adjclose;2.896.057;3.959.814;4.683.473;5.020.074;6.895.957
WM;volume;74022400;44761500;53625900;46851100;38374200
WMB;open;33;35.34;51.35;36.69;31.24
WMB;high;33.14;38.68;51.72;36.97;32.21
WMB;low;30.59;33.98;41.21;20.95;28.79
WMB;close;32.74;38.57;44.94;25.7;31.14
WMB;adjclose;2.456.567;3.014.177;3.652.552;2.197.212;2.932.846
WMB;volume;162386700;169368500;242543100;328298500;156453300
WMT;open;72.11;80.89;86.72;59.13;70.25
WMT;high;72.7;81.37;87.44;61.87;72.48
WMT;low;67.37;76.81;82.65;58.32;68.83
WMT;close;68.23;78.69;85.88;61.3;69.12
WMT;adjclose;591.946;6.992.714;7.824.635;5.724.539;6.650.291
WMT;volume;198433700;117743800;138945800;226802600;162308500
WU;open;12.72;16.74;18.53;18.97;21.06
WU;high;14;17.36;18.61;19.3;22.26
WU;low;12.5;16.29;16.95;17.75;20.44
WU;close;13.61;17.25;17.91;17.91;21.72
WU;adjclose;1.137.938;1.489.654;1.593.723;1.643.278;2.060.193
WU;volume;172602700;116201700;97381000;85466500;77353800
WY;open;27.62;30.1;35.29;32.37;30.83
WY;high;28.52;31.71;36.88;32.72;33.28
WY;low;26.42;29.01;34.68;29.27;29.81
WY;close;27.82;31.57;35.89;29.98;30.09
WY;adjclose;231.048;2.694.807;316.225;2.747.356;2.873.158
WY;volume;76632900;79383800;71544300;79005700;79192400
WYN;open;49.6;71.68;83;76.47;72.4
WYN;high;53.61;74.18;87.12;77.55;78.18
WYN;low;49.12;69.87;81.37;70.12;72.12
WYN;close;53.21;73.69;85.76;72.65;76.37
WYN;adjclose;4.741.116;6.688.255;7.926.713;6.856.491;7.412.331
WYN;volume;25901900;20871100;19696100;22788600;17125800
XEC;open;60.31;96.18;103.98;119.16;141.06
XEC;high;61.4;105.78;114.73;122.41;146.96
XEC;low;55.74;94.11;96.02;85;135.1
XEC;close;57.73;104.91;106;89.38;135.9
XEC;adjclose;562.968;1.030.162;1.046.203;887.138;1.354.182
XEC;volume;14560300;17602600;35711100;35475300;15334300
XEL;open;27.09;28.09;33.56;35.8;38.79
XEL;high;27.66;28.56;37.58;36.72;41.2
XEL;low;26.09;27.51;33.49;34.33;38.22
XEL;close;26.71;27.94;35.92;35.91;40.7
XEL;adjclose;2.192.479;2.385.068;318.881;3.309.325;3.879.284
XEL;volume;47005200;87079500;67374400;85389000;48288300
XLNX;open;34.83;44.25;45.33;49.87;54.11
XLNX;high;36.44;46;47.3;50.72;62.24
XLNX;low;34.01;42.88;42.34;46.4;52.54
XLNX;close;35.86;45.92;43.29;46.97;60.37
XLNX;adjclose;314.563;412.333;3.987.111;4.451.216;58.779
XLNX;volume;41247100;45072700;80645900;46870700;64498900
XOM;open;88.55;93.27;90.36;81.76;87.98
XOM;high;90.37;101.74;95.33;82.13;93.22
XOM;low;84.7;92.92;86.19;73.79;86.6
XOM;close;86.55;101.2;92.45;77.95;90.26
XOM;adjclose;7.295.602;8.763.361;8.232.655;7.179.552;8.606.998
XOM;volume;282441200;269290800;400812400;366428700;219180900
XRX;open;1.807.642;2.996.047;3.662.714;2.787.879;2.474.308
XRX;high;1.899.868;3.235.837;3.783.926;2.880.105;257.444
XRX;low;1.744.401;2.895.916;3.470.356;2.555.995;2.289.855
XRX;close;1.797.101;3.206.851;3.652.174;2.801.054;2.300.395
XRX;adjclose;1.676.668;3.020.321;3.466.057;2.681.806;2.227.896
XRX;volume;75368200;66049000;54756300;129278100;288514000
YUM;open;4.825.306;5.575.845;5.435.658;5.262.401;63.44
YUM;high;5.057.513;5.648.454;5.648.454;5.509.705;65.32
YUM;low;4.534.148;5.122.214;496.046;5.066.858;62.32
YUM;close;4.773.544;5.435.658;5.237.239;5.251.617;63.33
YUM;adjclose;4.144.872;4.852.848;4.811.062;4.974.181;619.661
YUM;volume;131434500;73496800;116595700;105094600;43885000
ZBH;open;66.22;91.24;112.19;102.01;101.79
ZBH;high;69.09;93.7;116.14;103.52;106.98
ZBH;low;65.14;89.58;108.77;98.08;99.11
ZBH;close;66.66;93.19;113.42;102.59;103.2
ZBH;adjclose;6.352.202;897.379;1.101.813;1.004.692;1.019.199
ZBH;volume;21906200;19442600;18561000;22948000;31233000
