"","Ticker","Year","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","SharesSplitAdjusted","SplitFactor","Assets","CurrentsAssets","Liabilities","CurrentLiabilities","ShareholdersEquity","NonControllingInterest","PreferreEquity","GoodwillIntangibles","LongTermDebt","Revenue","Earnings","EarningsAvailableForCommonStockholders","EPS_Basic","EPS_Diluted","DividendPerShare","Cash_OperatingActivities","Cash_InvestingActivities","Cash_FinancingActivities","CashChangeDuringPeriod","CashEndPeriod","CapitalExpenditures","Price","PriceHigh","PriceLow","Roe","Roa","BookValue_EquityPerShare","PB_ratio","PE_ratio","CumulativeDividendsPerShare","DividendPayoutRatio","LongTermDebtToEquityRatio","EquityToAssetsRatio","NetMargin","AssetTurnover","FreeCashFlowPerShare","CurrentRatio","TobinsQ","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"499","GS",2015,167,"Financials",4,"GS_quarterly_financial_data.xls","goldman sachs group","the goldman sachs group inc","goldman sachs group inc",422349543,422349543,1,8.61395e+11,NA,7.74667e+11,NA,8.6728e+10,0,1.12e+10,4.148e+09,1.75422e+11,7.273e+09,7.65e+08,5.74e+08,1.29,1.27,0.65,6.795e+09,-3.827e+09,6.562e+09,9.53e+09,7.5105e+10,5.2e+08,184.88,199.9,169.87,0.0732,0.007,178.83,1.03,12.16,21.18,0.1962,2.3226,0.0877,0.1646,0.04,14.86,NA,0.42,-0.0528955675920422,1e-04,-0.0216,-0.0529955675920422,-0.0217,1.4952640454132,-0.0205483378065757,-0.0323472297854665,2014,98,0.48,0.5,0.53,0.36,0.41,0.06,1,1,1
"500","GS",2016,167,"Financials",4,"GS_quarterly_financial_data.xls","goldman sachs group","the goldman sachs group inc","goldman sachs group inc",398377814,398377814,1,8.60165e+11,NA,7.73272e+11,NA,8.6893e+10,0,1.1203e+10,4.095e+09,1.97491e+11,8.17e+09,2.347e+09,2.153e+09,5.18,5.09,0.65,3.797e+09,-2.032e+09,2.077e+09,3.842e+09,1.21711e+11,7.64e+08,202.91,245.57,160.25,0.0937,0.0084,190,1.06,16.17,23.78,0.1483,2.6092,0.088,0.2315,0.03,7.61,NA,0.42,0.0879495584449767,3e-04,0.0185,0.0876495584449767,0.0182,1.61615392958334,0.0582355569265599,0.0297140015184168,2015,31,0.66,0.11,0.07,0.08,0.11,0.1,1,1,1
"501","GS",2017,167,"Financials",4,"GS_quarterly_financial_data.xls","goldman sachs group","the goldman sachs group inc","goldman sachs group inc",379887039,379887039,1,9.16776e+11,NA,8.34533e+11,NA,8.2243e+10,0,1.1853e+10,4.038e+09,2.27579e+11,7.834e+09,-1.928e+09,-2.143e+09,-5.51,-5.51,0.75,-6.623e+09,-1.103e+10,1.1094e+10,-6.559e+09,1.10051e+11,8.37e+08,247.84,262.14,233.55,0.0497,0.0047,185.29,1.24,12.9,26.68,0.3023,3.2331,0.0768,0.1149,0.04,-19.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,102,0.53,0.06,0.06,0.04,0.07,0.1,1,1,1
"502","GWW",2015,168,"Industrials",6,"GWW_quarterly_financial_data.xls","ww grainger","w w grainger inc","ww grainger inc",61728599,61728599,1,5857755000,3048642000,3505041000,1788534000,2266634000,86080000,0,1045630000,1388414000,2478258000,145232000,143877000,2.32,2.3,1.17,253974000,-123317000,-99151000,31985000,290136000,118165000,211.3,233,189.6,0.2825,0.1355,36.72,5.62,18.58,33.37,0.3876,0.6125,0.3869,0.0763,1.76,2.2,1.7045,2.17,0.0101706415642364,1e-04,-0.0216,0.0100706415642364,-0.0217,0.169343512131562,0.0137453957774913,-0.00357475421325489,2014,104,0.47,0.55,0.7,0,0,0.91,0,1,1
"503","GWW",2016,168,"Industrials",6,"GWW_quarterly_financial_data.xls","ww grainger","w w grainger inc","ww grainger inc",58837353,58837353,1,5694307000,3020229000,3788539000,1628937000,1797935000,107833000,0,1113276000,1840946000,2470710000,60666000,60164000,1.02,1.01,1.22,332593000,-76868000,-254631000,-11835000,274146000,63693000,221.34,240.74,201.94,0.2914,0.1031,30.56,6.45,19.9,38.2,0.4828,1.0239,0.3157,0.0592,1.72,4.57,1.8541,2.48,0.00725979143238403,3e-04,0.0185,0.00695979143238403,0.0182,0.874915686369743,-0.0089636740595453,0.0162234654919293,2015,219,0.37,0.08,0.09,0,0,0.1,0,1,1
"504","GWW",2017,168,"Industrials",6,"GWW_quarterly_financial_data.xls","ww grainger","w w grainger inc","ww grainger inc",56105411,56105411,1,5804254000,3205989000,3976521000,1506661000,1690132000,137601000,0,1.1e+09,2248036000,2632461000,151059000,149907000,2.64,2.63,1.28,335679000,-46445000,-248056000,42301000,326876000,36293000,203.48,240.49,166.46,0.3332,0.1007,30.12,6.56,24.22,43.26,0.4988,1.3301,0.2912,0.0557,1.79,5.34,2.1279,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,227,0.34,0,0.09,0.05,0,0.1,0,1,1
"505","HAL",2015,169,"Energy",3,"HAL_quarterly_financial_data.xls","halliburton","halliburton company","halliburton co",858342017,858342017,1,3.6942e+10,2.1609e+10,2.1447e+10,5.359e+09,1.5462e+10,3.3e+07,0,2.109e+09,1.4687e+10,5.082e+09,-2.8e+07,-2.8e+07,-0.03,-0.03,0.18,8.85e+08,-4.68e+08,7.403e+09,7.828e+09,1.0077e+10,2.68e+08,36.7,41.28,32.13,-0.0432,-0.0209,18.01,2.03,122.33,7.35,NA,0.9499,0.4185,NA,0.74,0.72,4.0323,0.79,-0.153058906984472,1e-04,-0.0216,-0.153158906984472,-0.0217,1.20794325018566,-0.126946538455443,-0.0261123685290288,2014,256,0.27,0,0.29,0.31,0,0.17,1,1,0
"506","HAL",2016,169,"Energy",3,"HAL_quarterly_financial_data.xls","halliburton","halliburton company","halliburton co",866933212,866933212,1,2.7e+10,1.1677e+10,1.7552e+10,4.023e+09,9.409e+09,3.9e+07,0,2.414e+09,1.2214e+10,4.021e+09,-1.49e+08,-1.49e+08,-0.17,-0.17,0.18,1.059e+09,-1.88e+08,-8.9e+07,7.2e+08,4.009e+09,1.27e+08,50.16,56.08,44.23,-0.551,-0.1997,10.85,4.48,NA,8.07,NA,1.2981,0.3485,NA,0.55,1.08,2.9026,1.9,0.0219891975716189,3e-04,0.0185,0.0216891975716188,0.0182,1.0917231918556,0.00181983547984689,0.020169362091772,2015,325,0.21,0,0.04,0,0,0.02,1,1,0
"507","HAL",2017,169,"Energy",3,"HAL_quarterly_financial_data.xls","halliburton","halliburton company","halliburton co",874909834,874909834,1,2.5085e+10,1.0777e+10,1.6736e+10,4.862e+09,8.322e+09,2.7e+07,0,2.693e+09,1.043e+10,5.94e+09,-8.24e+08,-8.24e+08,-0.94,-0.94,0.18,1.011e+09,-4.2e+08,-1.51e+08,4.39e+08,2.337e+09,3.92e+08,45,49.29,40.72,-0.0523,-0.0183,9.51,4.26,187.5,8.79,NA,1.2533,0.3318,NA,0.82,0.71,2.2166,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,275,0.27,0.01,0.01,0,0.08,0.02,1,1,0
"508","HCA",2015,170,"Health Care",5,"HCA_quarterly_financial_data.xls","hca holdings","hca holdings inc","hca holdings inc",396958400,396958400,1,3.2744e+10,9.232e+09,3.879e+10,5.516e+09,-7.599e+09,1.553e+09,0,6.731e+09,3.0255e+10,8.568e+09,5.82e+08,5.82e+08,1.43,1.4,0,1.558e+09,-9.52e+08,-4.53e+08,1.53e+08,7.41e+08,8.04e+08,72.36,81.39,63.32,NA,0.0667,-19.14,NA,15.17,6.5,0,NA,NA,0.0537,1.24,1.9,1.6737,1.63,-0.00633802560647304,1e-04,-0.0216,-0.00643802560647304,-0.0217,0.00521312441720128,-0.00632490080661978,-1.31247998532678e-05,2014,338,0.16,0,0,0,0,0.82,0,0,0
"509","HCA",2016,170,"Health Care",5,"HCA_quarterly_financial_data.xls","hca holdings","hca holdings inc","hca holdings inc",370153000,370153000,1,3.3758e+10,9.086e+09,3.9391e+10,5.834e+09,-7.302e+09,1.669e+09,0,6.704e+09,3.116e+10,1.0641e+10,9.2e+08,9.2e+08,2.47,2.39,0,1.699e+09,-1.006e+09,-7.24e+08,-3.1e+07,6.46e+08,8.76e+08,74.69,82.37,67,NA,0.087,-19.73,NA,11.8,6.5,0,NA,NA,0.0697,1.25,2.22,1.5574,1.64,0.0432058874528355,3e-04,0.0185,0.0429058874528355,0.0182,0.191070860545957,0.0394283977908991,0.00377748966193641,2015,340,0.19,0,0,0,0,0.14,0,0,1
"510","HCA",2017,170,"Health Care",5,"HCA_quarterly_financial_data.xls","hca holdings","hca holdings inc","hca holdings inc",349903700,349903700,1,3.6593e+10,9.977e+09,4.1588e+10,6.158e+09,-6.806e+09,1.811e+09,0,7.394e+09,3.2858e+10,1.1562e+10,4.74e+08,4.74e+08,1.36,1.3,0,1.734e+09,-1.107e+09,-6.13e+08,1.4e+07,7.32e+08,9.82e+08,80.74,90.29,71.18,NA,0.063,-19.45,NA,11.49,6.5,0,NA,NA,0.0508,1.24,2.15,1.6202,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,366,0.2,0,0.01,0,0,0.14,0,0,1
"511","HCP",2015,171,"Financials",4,"HCP_quarterly_financial_data.xls","hcp","hcp inc","hcp inc",465531737,465531737,1,21449849000,NA,11703532000,NA,9343643000,402674000,0,614227000,11069003000,668036000,-586051000,-599164000,-1.3,-1.3,0.56,354485000,13580000,-141793000,226002000,346500000,369005000,36.27,39.83,32.71,-0.056,-0.0251,20.07,1.66,71.12,36.27,NA,1.1847,0.4356,NA,0.12,-0.03,NA,1.27,0.0735048689201081,1e-04,-0.0216,0.0734048689201081,-0.0217,-0.462150823289501,0.0633761960547259,0.0101286728653822,2014,91,0.49,0.32,0.18,0.31,0.44,1,0,1,1
"512","HCP",2016,171,"Financials",4,"HCP_quarterly_financial_data.xls","hcp","hcp inc","hcp inc",468178740,468178740,1,15759265000,NA,9817957000,NA,5547595000,393713000,0,522191000,9097110000,172066000,58661000,58488000,0.12,0.13,3.32,215499000,-96458000,-156937000,-38161000,94730000,9796000,32.85,38.09,27.61,0.0754,0.0317,11.85,1.67,NA,41.32,3.7681,1.6398,0.352,0.2943,0.11,0.44,NA,1.49,0.00641343101807466,3e-04,0.0185,0.00611343101807466,0.0182,1.33417824517824,-0.0181686130441692,0.0245820440622439,2015,51,0.62,0.06,0.04,0.09,0.09,0.15,1,1,1
"513","HCP",2017,171,"Financials",4,"HCP_quarterly_financial_data.xls","hcp","hcp inc","hcp inc",469443487,469443487,1,14088461000,NA,8493523000,NA,5301005000,293933000,0,457082000,7786301000,443259000,-58702000,-58857000,-0.12,-0.12,0.37,209145000,-509566000,206502000,-93944000,82203000,512623000,26.36,27.62,25.09,0.0738,0.0291,11.29,2.24,23.54,42.8,1.6807,1.4688,0.3763,0.2234,0.13,-0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,69,0.59,0.07,0.03,0.07,0.08,0.15,1,1,1
"514","HD",2015,172,"Consumer Discretionary",1,"HD_quarterly_financial_data.xls","home depot","the home depot inc","home depot inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,-0.0078331711159042,1e-04,-0.0216,-0.0079331711159042,-0.0217,0.785276749970821,0.00910733435846262,-0.0169405054743668,2014,70,0.51,0.31,0.36,0.86,0.18,0.27,1,1,1
"515","HD",2016,172,"Consumer Discretionary",1,"HD_quarterly_financial_data.xls","home depot","the home depot inc","home depot inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,0.0355284447940627,3e-04,0.0185,0.0352284447940627,0.0182,1.31760483801025,0.0112480367422762,0.0242804080517865,2015,125,0.51,0.03,0.04,0.12,0.03,0.1,1,1,1
"516","HD",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,91,0.54,0.02,0.04,0.14,0.05,0.1,1,1,1
"517","HES",2015,173,"Energy",3,"HES_quarterly_financial_data.xls","hess","hess corporation","hess corp",315240299,315240299,1,3.4195e+10,4.404e+09,1.3794e+10,2.628e+09,1.9386e+10,1.015e+09,0,3.75e+08,6.544e+09,1.387e+09,-1.821e+09,-1.821e+09,-6.45,-6.45,0.25,6.23e+08,-9.09e+08,-1.1e+07,-2.97e+08,2.716e+09,9.1e+08,55.56,64.08,47.04,-0.1464,-0.0859,61.5,0.75,NA,8.9,NA,0.3376,0.5669,NA,0.18,-0.91,1.6758,0.54,-0.191385514923096,1e-04,-0.0216,-0.191485514923096,-0.0217,1.55876357105622,-0.157660345431176,-0.0337251694919199,2014,59,0.53,0.44,0.48,0.55,0.34,0.32,1,1,1
"518","HES",2016,173,"Energy",3,"HES_quarterly_financial_data.xls","hess","hess corporation","hess corp",316523200,316523200,1,2.8621e+10,4.276e+09,1.303e+10,2.251e+09,1.4534e+10,1.057e+09,1e+06,3.75e+08,6.694e+09,1.386e+09,-4.892e+09,-4.903e+09,-15.64,-15.64,0.25,3.26e+08,-4.24e+08,-6.99e+08,-7.97e+08,2.732e+09,4.27e+08,55.81,65.56,46.06,-0.3289,-0.1856,45.91,0.89,NA,9.9,NA,0.4606,0.5078,NA,0.15,-0.32,1.8996,0.85,0.111129259189149,3e-04,0.0185,0.110829259189149,0.0182,2.2518291139659,0.0698459693149696,0.0412832898741794,2015,63,0.59,0.1,0.1,0.12,0.04,0.03,1,1,1
"519","HES",2017,173,"Energy",3,"HES_quarterly_financial_data.xls","hess","hess corporation","hess corp",315053615,315053615,1,2.3112e+10,6.157e+09,1.0758e+10,2.435e+09,1.1051e+10,1.303e+09,1e+06,3.6e+08,6.397e+09,1.236e+09,-2.677e+09,-2.689e+09,-8.58,-8.58,0.25,3.43e+08,1.959e+09,1.9e+07,2.321e+09,4.847e+09,-1.959e+09,44.5,48.75,40.26,-0.3163,-0.1543,35.07,1.08,NA,10.9,NA,0.5789,0.4781,NA,0.2,7.31,2.5285,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,129,0.47,0.08,0.06,0.08,0.04,0.01,1,1,1
"520","HIG",2015,174,"Financials",4,"HIG_quarterly_financial_data.xls","hartford financial services group","the hartford financial services group inc","hartford financial services group inc",396675884,396675884,1,2.28348e+11,NA,2.10706e+11,NA,1.7642e+10,0,0,4.98e+08,0,4.513e+09,4.21e+08,4.21e+08,1.03,1.02,0.21,7.56e+08,-1.18e+08,-8.38e+08,-2.17e+08,4.48e+08,1.13e+08,45.67,49.24,42.11,0.092,0.0071,44.47,1.03,12.02,18.57,0.19,0,0.0773,0.0915,0.08,1.62,NA,0.07,-0.0489436294367912,1e-04,-0.0216,-0.0490436294367912,-0.0217,0.639555922825758,-0.0351652659114723,-0.013778363525319,2014,178,0.37,0.12,0.29,0.04,0,0.5,1,1,1
"521","HIG",2016,174,"Financials",4,"HIG_quarterly_financial_data.xls","hartford financial services group","the hartford financial services group inc","hartford financial services group inc",370189269,370189269,1,2.23432e+11,NA,2.06529e+11,NA,1.6903e+10,0,0,5.67e+08,4.636e+09,4.537e+09,-8.1e+07,-8.1e+07,-0.21,-0.21,0.23,6.61e+08,4e+06,-5.74e+08,7.2e+07,8.82e+08,4.1e+07,45.54,48.58,42.5,0.0496,0.004,45.66,0.92,13.12,19.43,0.3662,0.2743,0.0757,0.049,0.08,1.67,NA,0.07,0.0111850982564573,3e-04,0.0185,0.0108850982564573,0.0182,0.760795842569516,-0.00296138607830785,0.0141464843347652,2015,141,0.48,0.03,0.05,0.02,0.03,0.16,1,1,1
"522","HIG",2017,174,"Financials",4,"HIG_quarterly_financial_data.xls","hartford financial services group","the hartford financial services group inc","hartford financial services group inc",356981387,356981387,1,2.2526e+11,NA,2.11766e+11,NA,1.3494e+10,0,0,2.608e+09,4.678e+09,2.866e+09,-3.703e+09,-3.703e+09,-10.37,-10.37,0.25,6.62e+08,4.3e+07,-3.21e+08,3.84e+08,1.8e+08,1.21e+08,56.11,58.61,53.6,-0.1926,-0.0139,37.8,1.16,42.51,20.37,NA,0.3467,0.0599,NA,0.08,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,122,0.48,0.05,0.05,0.06,0,0.12,1,1,1
"523","HLT ",2015,175,"Consumer Discretionary",1,"HLT_quarterly_financial_data.xls","hilton worldwide holdings","hilton worldwide holdings inc","hilton worldwide holdings inc",987873503,329291134,0.333333,2.5716e+10,2.585e+09,1.9765e+10,2.467e+09,5.985e+09,-3.4e+07,0,8.208e+09,9.71e+09,2.856e+09,8.14e+08,8.14e+08,0.83,0.83,0.42,4.03e+08,-1.23e+08,-2.97e+08,-1.9e+07,6.09e+08,1.22e+08,70.77,78.81,62.73,0.2679,0.0542,18.18,4.47,31.45,1.89,0.4432,1.6224,0.2327,0.1246,0.44,0.85,1.0478,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2014,288,0.23,0.07,0.06,0.04,0.03,0.5,1,0,0
"524","HLT ",2016,175,"Consumer Discretionary",1,"HLT_quarterly_financial_data.xls","hilton worldwide holdings","hilton worldwide holdings inc","hilton worldwide holdings inc",329731387,329731387,1,2.6211e+10,3.557e+09,2.0362e+10,2.684e+09,5.899e+09,-5e+07,0,7.855e+09,1.002e+10,2.92e+09,-3.87e+08,-3.87e+08,-1.16,-1.16,0.21,4.14e+08,-1.46e+08,3.32e+08,5.78e+08,1.684e+09,1.25e+08,74.63,83.85,65.4,0.0556,0.0134,17.89,3.78,15.85,2.73,0.7963,1.6986,0.2251,0.0298,0.45,0.88,1.3253,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,300,0.26,0.04,0,0,0,0.12,1,0,0
"525","HLT ",2017,175,"Consumer Discretionary",1,"HLT_quarterly_financial_data.xls","hilton worldwide holdings","hilton worldwide holdings inc","hilton worldwide holdings inc",316118115,316118115,1,1.4308e+10,1.986e+09,1.2233e+10,2.208e+09,2.072e+09,3e+06,0,6.965e+09,6.556e+09,2.279e+09,8.4e+08,8.4e+08,2.64,2.6,0.15,2.78e+08,-7.6e+07,-3.28e+08,-1.26e+08,6.7e+08,7.6e+07,74.77,80.94,68.6,0.7593,0.0882,6.55,16.54,623.08,11.88,2.3864,3.1641,0.1448,0.1377,0.64,0.64,0.8995,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,161,0.42,0.05,0.06,0.01,0.02,0.12,1,0,1
"526","HOG",2015,176,"Consumer Discretionary",1,"HOG_quarterly_financial_data.xls","harley-davidson","harley-davidson inc","harley-davidson inc",184026026,184026026,1,9991167000,3983154000,8151513000,2752578000,1839654000,0,0,71136000,4845388000,1180635000,42196000,42196000,0.23,0.22,0.31,79161000,-12084000,-712411000,-646345000,722209000,380894000,51.05,57.1,45,0.2905,0.0724,10,3.83,13.65,10.21,0.3256,2.6339,0.1841,0.1255,0.58,-1.64,1.4471,1.2,-0.0683021337914372,1e-04,-0.0216,-0.0684021337914372,-0.0217,-0.0133725869311084,-0.0686923189278422,0.000390185136405053,2014,12,0.7,0.84,0.56,0.91,0.68,1,0,1,0
"527","HOG",2016,176,"Consumer Discretionary",1,"HOG_quarterly_financial_data.xls","harley-davidson","harley-davidson inc","harley-davidson inc",176343189,176343189,1,9890240000,3853852000,7970082000,2862562000,1920158000,0,0,53391000,4666975000,1110600000,47179000,47179000,0.26,0.25,0.35,246530000,-13828000,-246859000,-30300000,759984000,93537000,55.45,62.35,48.55,0.3538,0.0677,10.89,4.92,14.71,11.61,0.3605,2.4305,0.1941,0.1154,0.59,0.87,1.3463,1.41,-0.0370325290969612,3e-04,0.0185,-0.0373325290969612,0.0182,1.87587285314244,-0.0714734150241536,0.0344408859271923,2015,117,0.52,0.1,0.08,0.12,0.09,0.07,0,1,0
"528","HOG",2017,176,"Consumer Discretionary",1,"HOG_quarterly_financial_data.xls","harley-davidson","harley-davidson inc","harley-davidson inc",168413679,168413679,1,9972672000,3884742000,8128395000,3158170000,1844277000,0,0,55947000,4587258000,1228928000,8314000,8314000,0.05,0.05,0.36,55986000,-8468000,-41061000,4387000,687521000,92272000,48.41,52.3,44.52,0.2696,0.0511,10.95,4.39,15.22,13.07,0.4757,2.4873,0.1849,0.0924,0.55,-0.22,1.2301,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,126,0.47,0.08,0.07,0.13,0.07,0.07,0,1,0
"529","HON",2015,177,"Industrials",6,"HON_quarterly_financial_data.xls","honeywell international","honeywell international inc","honeywell international inc",769322910,769322910,1,4.9316e+10,2.0053e+10,3.0898e+10,1.8371e+10,1.8283e+10,1.35e+08,0,2.0472e+10,5.554e+09,9.982e+09,1.194e+09,1.194e+09,1.55,1.52,0.6,1.959e+09,-3.93e+09,9.54e+08,-1.108e+09,5.455e+09,3.76e+08,97.29,101.65,92.93,0.2647,0.1016,23.77,4.22,17.01,21.52,0.3502,0.3038,0.3707,0.1236,0.82,2.06,1.0916,1.69,-0.00366414732645374,1e-04,-0.0216,-0.00376414732645374,-0.0217,0.98574227836257,0.017626460114014,-0.0212906074404678,2014,260,0.27,0.12,0.05,0,0,0.22,1,1,1
"530","HON",2016,177,"Industrials",6,"HON_quarterly_financial_data.xls","honeywell international","honeywell international inc","honeywell international inc",761194241,761194241,1,5.4146e+10,2.3058e+10,3.4596e+10,1.6331e+10,1.9369e+10,1.81e+08,0,2.2341e+10,1.2182e+10,9.985e+09,1.101e+09,1.101e+09,1.45,1.41,0.67,2.042e+09,-6.6e+07,-3.62e+08,1.412e+09,7.843e+09,3.29e+08,111.94,118.09,105.78,0.2547,0.0919,25.45,4.45,17.74,23.97,0.3888,0.6289,0.3577,0.1224,0.75,2.25,1.4119,1.73,0.0166241283390409,3e-04,0.0185,0.0163241283390409,0.0182,0.800745662527141,0.00175055728104689,0.014873571057994,2015,220,0.37,0.04,0.01,0,0,0.12,1,1,1
"531","HON",2017,177,"Industrials",6,"HON_quarterly_financial_data.xls","honeywell international","honeywell international inc","honeywell international inc",752002033,752002033,1,5.9387e+10,2.6002e+10,4.1943e+10,1.8861e+10,1.7276e+10,1.68e+08,0,2.2773e+10,1.2573e+10,1.0843e+10,-2.411e+09,-2.411e+09,-3.18,-3.18,0.75,2.172e+09,-1.383e+09,-1.129e+09,-3.3e+08,7.059e+09,3.78e+08,148.45,156.7,140.2,0.0837,0.0292,22.97,5.37,22.26,26.72,1.2588,0.7278,0.2909,0.0408,0.72,2.39,1.3786,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,232,0.33,0,0.01,0,0,0.12,1,1,1
"532","HOT",2015,178,"Consumer Discretionary",1,"HOT_quarterly_financial_data.xls","starwood hotels & resorts worldwide","starwood hotels & resorts worldwide inc","starwood hotels & resorts worldwide inc",168759931,168759931,1,8.268e+09,2.295e+09,6.969e+09,2.236e+09,1.296e+09,3e+06,0,1.908e+09,2.154e+09,1.433e+09,1.66e+08,1.66e+08,0.99,0.98,0.38,1.99e+08,-1.02e+08,-1.12e+08,-1.8e+07,1.048e+09,9.1e+07,74.12,82.83,65.4,0.3742,0.0599,7.68,10.02,22.95,35.13,0.5259,1.662,0.1567,0.0849,0.71,0.64,1.0264,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,220,0.32,0.21,0.23,0,0,1,0,0,1
"533","HOT",2016,178,"Consumer Discretionary",1,"HOT_quarterly_financial_data.xls","starwood hotels & resorts worldwide","starwood hotels & resorts worldwide inc","starwood hotels & resorts worldwide inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,256,0.32,0.01,0.03,0,0,0.12,1,0,1
"534","HOT",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,245,0.31,0.01,0.03,0,0,0.12,1,0,1
"535","HRL",2015,179,"Consumer Staples",2,"HRL_quarterly_financial_data.xls","hormel foods","hormel foods corporation","hormel foods corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,0.0540395458019539,1e-04,-0.0216,0.0539395458019539,-0.0217,0.72229472152872,0.0696133412591272,-0.0155737954571732,2014,304,0.2,0.16,0.09,0.36,0.24,0.36,0,0,0
"536","HRL",2016,179,"Consumer Staples",2,"HRL_quarterly_financial_data.xls","hormel foods","hormel foods corporation","hormel foods corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,0.0165100416214587,3e-04,0.0185,0.0162100416214587,0.0182,-0.576254066829452,0.0266978656377547,-0.010187824016296,2015,243,0.34,0.03,0.01,0.03,0.03,0.1,1,1,0
"537","HRL",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,181,0.39,0.05,0.02,0.05,0.02,0.1,1,1,0
"538","HSIC",2015,180,"Health Care",5,"HSIC_quarterly_financial_data.xls","henry schein","henry schein inc","henry schein inc",81942080,163884160,2,6504740000,3231100000,3075732000,2146997000,2884256000,544752000,0,2500564000,463752000,2850918000,129948000,129948000,1.58,1.55,0,298311000,-56562000,-221364000,11605000,72086000,19520000,71.79,80,63.58,0.1678,0.0769,17.6,4.05,25.15,0,0,0.1608,0.4434,0.0451,1.71,1.7,1.5049,1.91,0.0108686741293776,1e-04,-0.0216,0.0107686741293776,-0.0217,1.03695760143068,0.0332706540804232,-0.0224019799510457,2014,435,0,0,0,0,0,0,0,0,0
"539","HSIC",2016,180,"Health Care",5,"HSIC_quarterly_financial_data.xls","henry schein","henry schein inc","henry schein inc",79196697,158393394,2,6730396000,3312780000,3321956000,2290646000,2793066000,615374000,0,2640920000,715457000,3120934000,139216000,139216000,1.77,1.74,0,264508000,-136588000,-129088000,-13811000,62381000,25654000,77.67,82.24,73.11,0.1755,0.0762,17.63,4.32,25.85,0,0,0.2562,0.415,0.0438,1.74,1.51,1.4462,1.74,0.0182929895011146,3e-04,0.0185,0.0179929895011146,0.0182,0.728673913628995,0.00473112427306688,0.0135618652280477,2015,414,0.12,0,0,0,0,0.12,0,0,0
