"","Ticker","Year","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","SharesSplitAdjusted","SplitFactor","Assets","CurrentsAssets","Liabilities","CurrentLiabilities","ShareholdersEquity","NonControllingInterest","PreferreEquity","GoodwillIntangibles","LongTermDebt","Revenue","Earnings","EarningsAvailableForCommonStockholders","EPS_Basic","EPS_Diluted","DividendPerShare","Cash_OperatingActivities","Cash_InvestingActivities","Cash_FinancingActivities","CashChangeDuringPeriod","CashEndPeriod","CapitalExpenditures","Price","PriceHigh","PriceLow","Roe","Roa","BookValue_EquityPerShare","PB_ratio","PE_ratio","CumulativeDividendsPerShare","DividendPayoutRatio","LongTermDebtToEquityRatio","EquityToAssetsRatio","NetMargin","AssetTurnover","FreeCashFlowPerShare","CurrentRatio","TobinsQ","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"290","COL",2016,97,"Industrials",6,"COL_quarterly_financial_data.xls","rockwell collins","rockwell collins inc","rockwell collins inc",130829010,130829010,1,7.709e+09,3.489e+09,5.501e+09,2.341e+09,2.202e+09,6e+06,0,2.608e+09,1.356e+09,1.193e+09,1.45e+08,1.45e+08,1.11,1.1,0.33,-1.01e+08,-6.3e+07,1.46e+08,-3.2e+07,3.08e+08,5.2e+07,87.55,96.55,78.54,0.3526,0.0964,16.83,5.49,15.89,12.86,0.2331,0.6158,0.2856,0.1397,0.69,-1.17,1.4904,1.6,0.00043131468163373,3e-04,0.0185,0.00013131468163373,0.0182,1.28533938697654,-0.0232618621613394,0.0236931768429731,2015,290,0.27,0,0.04,0,0,0.13,1,0,0
"291","COL",2017,97,"Industrials",6,"COL_quarterly_financial_data.xls","rockwell collins","rockwell collins inc","rockwell collins inc",163942914,163942914,1,1.8052e+10,4.826e+09,1.1691e+10,3.094e+09,6.354e+09,7e+06,0,1.1855e+10,6.498e+09,2.011e+09,2.8e+08,2.8e+08,1.71,1.69,0.33,-2.59e+08,-6.8e+07,2.02e+08,-1.2e+08,5.83e+08,7.4e+07,133.53,136.5,130.56,0.1647,0.054,38.76,3.6,27.94,14.18,0.256,1.0227,0.352,0.1099,0.49,-2.03,1.5598,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,263,0.29,0,0.06,0,0,0.13,1,0,0
"292","COP",2015,98,"Energy",3,"COP_quarterly_financial_data.xls","conocophillips","conocophillips","conocophillips",1236202726,1236202726,1,9.7484e+10,8.789e+09,5.7402e+10,9.256e+09,3.9762e+10,3.2e+08,0,0,2.3453e+10,6.766e+09,-3.45e+09,-3.45e+09,-2.78,-2.78,0.74,1.596e+09,-6.26e+08,-9.75e+08,-4.5e+07,2.368e+09,5.08e+08,50.9,57.24,44.56,-0.0977,-0.0416,32.16,1.42,NA,42.85,NA,0.5898,0.4079,NA,0.29,0.88,0.9495,0.84,-0.146379584782714,1e-04,-0.0216,-0.146479584782714,-0.0217,1.12066494614163,-0.12216115545144,-0.0242184293312733,2014,117,0.45,0.18,0.36,0.67,0.29,0.15,1,1,1
"293","COP",2016,98,"Energy",3,"COP_quarterly_financial_data.xls","conocophillips","conocophillips","conocophillips",1235832469,1235832469,1,8.9772e+10,8.609e+09,5.4546e+10,6.909e+09,3.4974e+10,2.52e+08,0,0,2.6186e+10,7.254e+09,-3.5e+07,-3.5e+07,-0.03,-0.03,0.25,1.443e+09,5.3e+07,-1.906e+09,-4.8e+08,3.61e+09,1.32e+08,46.77,53.17,40.37,-0.0979,-0.0381,28.3,1.6,NA,43.85,NA,0.7487,0.3896,NA,0.26,1.06,1.2461,0.96,0.0328430216787683,3e-04,0.0185,0.0325430216787683,0.0182,2.13030583060262,-0.00622854443819934,0.0390715661169676,2015,150,0.45,0.04,0.06,0.1,0.05,0.01,1,1,1
"294","COP",2017,98,"Energy",3,"COP_quarterly_financial_data.xls","conocophillips","conocophillips","conocophillips",1174577506,1174577506,1,7.3362e+10,1.6512e+10,4.2561e+10,9.397e+09,3.0607e+10,1.94e+08,0,0,1.7128e+10,8.736e+09,1.579e+09,1.579e+09,1.32,1.34,0.25,2.481e+09,-4.69e+08,-2.586e+09,-5.86e+08,6.325e+09,1.397e+09,52.53,56.37,48.7,-0.027,-0.0109,26.06,2.06,NA,44.91,NA,0.5596,0.4172,NA,0.41,0.92,1.7572,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,105,0.52,0.05,0.06,0.1,0.1,0.01,1,1,1
"295","COST",2015,99,"Consumer Staples",2,"COST_quarterly_financial_data.xls","costco wholesale","costco wholesale corporation","costco wholesale corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,0.000495411037445176,1e-04,-0.0216,0.000395411037445176,-0.0217,0.770264271515199,0.017110145729325,-0.0166147346918798,2014,228,0.31,0.66,0.72,0,0,0.26,0,1,0
"296","COST",2016,99,"Consumer Staples",2,"COST_quarterly_financial_data.xls","costco wholesale","costco wholesale corporation","costco wholesale corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,0.0644926432635843,3e-04,0.0185,0.0641926432635843,0.0182,0.980877173908049,0.0463406786984578,0.0181519645651265,2015,301,0.25,0,0.08,0,0,0.12,0,1,0
"297","COST",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,267,0.28,0,0.11,0,0,0.12,0,1,0
"298","CPB",2015,100,"Consumer Staples",2,"CPB_quarterly_financial_data.xls","campbell soup","campbell soup company","campbell soup co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,0.00591666407266006,1e-04,-0.0216,0.00581666407266006,-0.0217,0.114572441850394,0.0083028860608136,-0.00238622198815354,2014,156,0.4,0.16,0.25,0.17,0.36,0.28,1,1,1
"299","CPB",2016,100,"Consumer Staples",2,"CPB_quarterly_financial_data.xls","campbell soup","campbell soup company","campbell soup co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,0.0610277817249047,3e-04,0.0185,0.0607277817249047,0.0182,-0.348898088718923,0.0670777269395891,-0.00604994521468439,2015,146,0.47,0.04,0.06,0.01,0.06,0.1,1,1,1
"300","CPB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,106,0.51,0.06,0.07,0.03,0.05,0.1,1,1,1
"301","CRM",2015,101,"Information Technology",7,"CRM_quarterly_financial_data.xls","salesforcecom","salesforcecom inc","salesforcecom inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71,-0.0163201796403425,1e-04,-0.0216,-0.0164201796403425,-0.0217,1.7362240698822,0.0212558826761013,-0.0375760623164438,2014,196,0.35,0.53,0.45,0,0,1,0,0,0
"302","CRM",2016,101,"Information Technology",7,"CRM_quarterly_financial_data.xls","salesforcecom","salesforcecom inc","salesforcecom inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,-0.050416500521086,3e-04,0.0185,-0.050716500521086,0.0182,1.21259383693866,-0.0727857083533697,0.0223692078322837,2015,201,0.39,0.07,0.04,0,0,0.19,1,0,0
"303","CRM",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,218,0.35,0,0.06,0,0,0.19,1,0,0
"304","CSCO",2015,102,"Information Technology",7,"CSCO_quarterly_financial_data.xls","cisco systems","cisco systems inc","cisco systems inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,-0.00330812131348697,1e-04,-0.0216,-0.00340812131348697,-0.0217,1.44802965800259,0.0280141222651692,-0.0313222435786562,2014,47,0.57,0.5,0.61,0.6,0.82,0.21,1,0,1
"305","CSCO",2016,102,"Information Technology",7,"CSCO_quarterly_financial_data.xls","cisco systems","cisco systems inc","cisco systems inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.0133246184672127,3e-04,0.0185,0.0130246184672127,0.0182,1.22833162747853,-0.00933101715289646,0.0226556356201092,2015,43,0.63,0.06,0.08,0.06,0.1,0.14,1,1,1
"306","CSCO",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,46,0.64,0.05,0.1,0.06,0.08,0.14,1,1,1
"307","CSX",2015,103,"Industrials",6,"CSX_quarterly_financial_data.xls","csx","csx corporation","csx corp",963150011,963150011,1,3.5039e+10,2.966e+09,2.3371e+10,1.952e+09,1.1652e+10,1.6e+07,0,6.3e+07,1.0683e+10,2.781e+09,4.66e+08,4.66e+08,0.47,0.47,0.18,8.58e+08,-9.41e+08,1.7e+08,8.7e+07,6.28e+08,5.52e+08,27.55,30.53,24.58,0.1705,0.0579,12.1,2.31,13.71,5.73,0.3476,0.9168,0.3325,0.1666,0.35,0.32,1.5195,1,-0.0912732854026227,1e-04,-0.0216,-0.0913732854026227,-0.0217,0.954620114233743,-0.0706580289237505,-0.0206152564788722,2014,136,0.42,0.3,0.43,0.31,0.13,0.22,1,1,1
"308","CSX",2016,103,"Industrials",6,"CSX_quarterly_financial_data.xls","csx","csx corporation","csx corp",926446993,926446993,1,3.5414e+10,2.487e+09,2.372e+10,2.04e+09,1.1679e+10,1.5e+07,0,6.3e+07,1.0962e+10,3.037e+09,4.58e+08,4.58e+08,0.49,0.49,0.18,5.53e+08,-9.05e+08,3.52e+08,0,6.03e+08,6.24e+08,33.41,37.42,29.39,0.1473,0.0492,12.61,2.69,18.66,6.45,0.3954,0.9386,0.3298,0.1548,0.32,-0.08,1.2191,1.24,0.00334525602398219,3e-04,0.0185,0.00304525602398219,0.0182,1.62151708480844,-0.0264663549195314,0.0298116109435136,2015,96,0.55,0.06,0.07,0.04,0,0.18,1,1,1
"309","CSX",2017,103,"Industrials",6,"CSX_quarterly_financial_data.xls","csx","csx corporation","csx corp",887236080,887236080,1,3.5739e+10,1.915e+09,2.1018e+10,1.894e+09,1.4705e+10,1.6e+07,0,6.3e+07,1.179e+10,2.863e+09,4.14e+09,4.14e+09,4.63,4.62,0.2,6.11e+08,-4.16e+08,-3.85e+08,-1.9e+08,4.01e+08,4.81e+08,53.3,58.35,48.26,0.4481,0.1532,16.57,4.38,27.47,7.23,0.1288,0.8018,0.4115,0.4796,0.32,0.15,1.0111,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,40,0.65,0.12,0.07,0.05,0.04,0.18,1,1,1
"310","CTL",2015,104,"Telecommunication Services",10,"CTL_quarterly_financial_data.xls","centurylink","centurylink inc","centurylink inc",543852862,543852862,1,4.7604e+10,2.65e+09,3.3544e+10,4.604e+09,1.406e+10,0,0,2.1011e+10,1.8722e+10,4.476e+09,3.38e+08,3.38e+08,0.62,0.62,0.54,1.196e+09,-8.31e+08,-5.94e+08,-2.29e+08,1.26e+08,8.31e+08,26.74,29.37,24.11,0.0609,0.018,25.85,1.03,20.41,22.91,1.3651,1.3316,0.2954,0.0491,0.37,0.67,0.5756,0.72,-0.0679854749912677,1e-04,-0.0216,-0.0680854749912677,-0.0217,1.2586299541544,-0.0407732049861173,-0.0272122700051504,2014,258,0.27,0.15,0.09,0.23,0,1,0,0,0
"311","CTL",2016,104,"Telecommunication Services",10,"CTL_quarterly_financial_data.xls","centurylink","centurylink inc","centurylink inc",546575404,546575404,1,4.7017e+10,5.162e+09,3.3618e+10,5.349e+09,1.3399e+10,0,0,1.9919e+10,1.8185e+10,4.289e+09,4.2e+07,4.2e+07,0.08,0.08,0.54,1.096e+09,-9.82e+08,-3.2e+07,8.2e+07,2.22e+08,9.63e+08,28.16,33.45,22.86,0.0453,0.0133,24.51,1.11,16.56,25.07,1.8851,1.3572,0.285,0.0358,0.37,0.24,0.965,0.67,0.0109938102843533,3e-04,0.0185,0.0106938102843533,0.0182,-0.193354711274914,0.0142128660295567,-0.00321905574520343,2015,182,0.41,0.02,0,0.02,0,0.16,1,1,1
"312","CTL",2017,104,"Telecommunication Services",10,"CTL_quarterly_financial_data.xls","centurylink","centurylink inc","centurylink inc",1069861684,1069861684,1,7.5611e+10,4.194e+09,5.212e+10,4.857e+09,2.3491e+10,0,0,2.006e+10,3.7283e+10,5.323e+09,1.117e+09,1.117e+09,1.26,1.26,0.54,1.178e+09,-8.021e+09,1.268e+09,-5.575e+09,5.87e+08,7.32e+08,16.86,20.55,13.16,0.0884,0.0248,21.96,1.39,29.07,27.23,1.2586,1.5871,0.3107,0.0787,0.32,0.42,0.8635,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,113,0.5,0.01,0.02,0.02,0.09,0.16,1,1,1
"313","CTSH",2015,105,"Information Technology",7,"CTSH_quarterly_financial_data.xls","cognizant technology solutions","cognizant technology solutions corporation","cognizant technology solutions corp",609120446,609120446,1,13065400000,7908600000,3787300000,2713700000,9278100000,0,0,3.269e+09,881200000,3232500000,423400000,423400000,0.7,0.7,0,6.9e+08,-340200000,306800000,648500000,2125200000,74100000,63.97,69.8,58.15,0.1865,0.1339,15.23,4.41,25.19,0,0,0.095,0.7101,0.1308,1.02,1.01,2.9143,2.47,-0.073226981157594,1e-04,-0.0216,-0.073326981157594,-0.0217,1.10386316280081,-0.0493731505248164,-0.0238538306327776,2014,119,0.45,0.55,0.3,0.14,0.37,1,0,1,0
"314","CTSH",2016,105,"Information Technology",7,"CTSH_quarterly_financial_data.xls","cognizant technology solutions","cognizant technology solutions corporation","cognizant technology solutions corp",608637143,608637143,1,1.4262e+10,8.6e+09,3.534e+09,2.418e+09,1.0728e+10,0,0,3.505e+09,7.97e+08,3461900000,4.15e+08,4.15e+08,0.68,0.69,0,598600000,-90300000,10600000,483900000,2.034e+09,87200000,53.5,58.5,48.5,0.1534,0.1153,17.63,3.15,20.9,0,0,0.0743,0.7522,0.1151,1,0.84,3.5567,2.01,0.0171005182931694,3e-04,0.0185,0.0168005182931694,0.0182,0.559376778873127,0.00661986091767848,0.0104806573754909,2015,55,0.61,0.09,0.04,0.04,0.1,0.15,1,1,1
"315","CTSH",2017,105,"Information Technology",7,"CTSH_quarterly_financial_data.xls","cognizant technology solutions","cognizant technology solutions corporation","cognizant technology solutions corp",588051333,588051333,1,1.5221e+10,9.111e+09,4.552e+09,2.839e+09,1.0669e+10,0,0,3.685e+09,6.98e+08,3.828e+09,-1.8e+07,-1.8e+07,-0.03,-0.03,0.15,8.36e+08,-1.6e+08,-3.33e+08,3.48e+08,1.925e+09,8e+07,73.1,76.51,69.69,0.1429,0.1049,18.14,3.93,22.49,0.45,0.1764,0.0654,0.7009,0.1016,1.03,1.29,3.2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,55,0.62,0.1,0.04,0.05,0.06,0.17,1,1,1
"316","CTXS",2015,106,"Information Technology",7,"CTXS_quarterly_financial_data.xls","citrix systems","citrix systems inc","citrix systems inc",153979766,153979766,1,5481438000,1683951000,3507992000,1680969000,1973446000,0,0,2246140000,1324992000,904763000,131274000,131274000,0.85,0.83,0,281735000,-104729000,-335035000,-159076000,368518000,41971000,76.34,84.17,68.5,0.1524,0.0585,12.82,5.63,43.62,0,0,0.6714,0.36,0.0975,0.6,1.56,1.0018,1.93,-0.0133930865246977,1e-04,-0.0216,-0.0134930865246977,-0.0217,1.51688315238407,0.0194232778820366,-0.0328163644067344,2014,401,0.1,0,0,0,0,0.5,0,0,0
"317","CTXS",2016,106,"Information Technology",7,"CTXS_quarterly_financial_data.xls","citrix systems","citrix systems inc","citrix systems inc",156352410,156352410,1,6390227000,2561277000,3702005000,3098349000,2608727000,79495000,0,2194803000,0,908356000,199850000,199850000,1.29,1.25,0,259047000,-597909000,-5752000,-351727000,956956000,29094000,86.88,92.4,81.36,0.2313,0.0911,16.68,5.76,29.15,0,0,0,0.4082,0.1568,0.58,1.47,0.8267,1.82,0.0293136011786068,3e-04,0.0185,0.0290136011786068,0.0182,1.39682109117899,0.0035914573191492,0.0257221438594576,2015,340,0.19,0,0,0,0,0.19,0,0,0
"318","CTXS",2017,106,"Information Technology",7,"CTXS_quarterly_financial_data.xls","citrix systems","citrix systems inc","citrix systems inc",136150856,136150856,1,5820176000,2621423000,4827715000,1687079000,992461000,0,0,1756446000,2127474000,777857000,-283889000,-283889000,-1.92,-1.92,0,253758000,-22721000,-57802000,174261000,1115130000,20745000,83.24,88.98,77.5,-0.0126,-0.0037,7.29,6.29,28.31,18.46,NA,2.1436,0.1705,NA,0.51,1.71,1.5538,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,348,0.21,0,0.02,0,0,0.19,0,0,0
"319","CVS",2015,107,"Consumer Staples",2,"CVS_quarterly_financial_data.xls","cvs caremark","cvs health corporation","cvs health corp",1098490835,1098490835,1,9.3657e+10,3.0378e+10,5.6454e+10,2.3169e+10,3.7196e+10,7e+06,0,5.1984e+10,2.7694e+10,4.1145e+10,1.499e+09,1.499e+09,1.34,1.33,0.35,3.571e+09,-2.42e+09,-1.57e+09,-4.31e+08,2.459e+09,4.65e+08,98.43,105.29,91.56,0.1411,0.0626,33.86,2.93,22.17,12.87,0.2973,0.7445,0.3972,0.0342,1.83,2.83,1.3111,1.38,0.0383661838003673,1e-04,-0.0216,0.0382661838003673,-0.0217,0.737277562211317,0.0542651069003529,-0.0158989230999856,2014,36,0.6,0.88,0.89,0.79,0,0.59,0,1,1
"320","CVS",2016,107,"Consumer Staples",2,"CVS_quarterly_financial_data.xls","cvs caremark","cvs health corporation","cvs health corp",1025699605,1025699605,1,9.4462e+10,3.1042e+10,5.7628e+10,2.625e+10,3.683e+10,4e+06,0,5.176e+10,2.7726e+10,4.5971e+10,1.705e+09,1.705e+09,1.6,1.58,0.43,2.121e+09,-8.18e+08,-1.21e+08,1.182e+09,3.371e+09,5.8e+08,81.16,88.8,73.53,0.1481,0.0569,35.91,2.41,17.42,14.58,0.3394,0.7528,0.3899,0.0299,1.9,1.5,1.1826,1.11,0.0259321993058752,3e-04,0.0185,0.0256321993058752,0.0182,0.181395163669787,0.0223308073270851,0.00360139197879012,2015,16,0.74,0.13,0.14,0.12,0,0.14,1,1,1
"321","CVS",2017,107,"Consumer Staples",2,"CVS_quarterly_financial_data.xls","cvs caremark","cvs health corporation","cvs health corp",1014532157,1014532157,1,9.5131e+10,3.1229e+10,5.7436e+10,3.0648e+10,3.7691e+10,4e+06,0,5.2081e+10,2.2181e+10,4.8385e+10,3.287e+09,3.287e+09,3.23,3.21,0.5,-1.36e+08,-1.324e+09,6.7e+08,-7.9e+08,1.696e+09,4.93e+08,74.03,81.61,66.45,0.1885,0.071,37.15,2.15,15.33,16.58,0.3068,0.5885,0.3962,0.0358,1.98,-0.62,1.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,16,0.73,0.12,0.14,0.13,0,0.14,1,1,1
"322","CVX",2015,108,"Energy",3,"CVX_quarterly_financial_data.xls","chevron","chevron corporation","chevron corp",1883156295,1883156295,1,2.66103e+11,3.5347e+10,1.12217e+11,2.6464e+10,1.52716e+11,1.17e+09,0,4.588e+09,3.3664e+10,2.9247e+10,-5.88e+08,-5.88e+08,-0.31,-0.31,1.07,4.557e+09,-7.208e+09,7.56e+08,-1.911e+09,1.1022e+10,1.4375e+10,87.97,98.64,77.31,0.0297,0.0171,81.1,1.07,19.08,46.55,1.7559,0.2204,0.5739,0.0331,0.52,-5.21,1.3357,0.73,-0.0150047056865315,1e-04,-0.0216,-0.0151047056865315,-0.0217,1.3244468080062,0.013635790047203,-0.0286404957337345,2014,60,0.53,0.35,0.57,0.36,0.32,0.47,1,1,1
"323","CVX",2016,108,"Energy",3,"CVX_quarterly_financial_data.xls","chevron","chevron corporation","chevron corp",1893102970,1893102970,1,2.60078e+11,2.9619e+10,1.13356e+11,3.1785e+10,1.45556e+11,1.166e+09,0,4.581e+09,3.5286e+10,3.1497e+10,4.15e+08,4.15e+08,0.22,0.22,1.08,3.863e+09,-2.923e+09,-1.251e+09,-3.63e+08,6.988e+09,7.602e+09,109.31,119,99.61,-0.0034,-0.0019,76.89,1.41,NA,50.84,NA,0.2424,0.5597,NA,0.44,-1.98,0.9319,1,0.053576443945985,3e-04,0.0185,0.053276443945985,0.0182,1.00089504589896,0.035060154110624,0.018516289835361,2015,130,0.5,0.06,0.09,0.09,0.06,0.01,1,1,1
"324","CVX",2017,108,"Energy",3,"CVX_quarterly_financial_data.xls","chevron","chevron corporation","chevron corp",1910253256,1910253256,1,2.53806e+11,2.856e+10,1.04487e+11,2.7737e+10,1.48124e+11,1.195e+09,0,4.531e+09,3.3571e+10,3.7616e+10,3.111e+09,3.111e+09,1.65,1.64,1.08,6.23e+09,-3.239e+09,-4.822e+09,-1.828e+09,4.813e+09,7.159e+09,119.38,126.2,112.57,0.0626,0.036,77.54,1.55,34.8,55.16,0.8926,0.2266,0.5836,0.0649,0.55,-0.49,1.0297,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,159,0.42,0.07,0.08,0.06,0,0.01,1,1,1
"325","CXO",2015,109,"Energy",3,"CXO_quarterly_financial_data.xls","concho resources","concho resources inc","concho resources inc",129357977,129357977,1,12641876000,1314550000,5699325000,596420000,6942551000,0,0,25693000,3332188000,389152000,-788000,501000,0,0,0,136912000,-145897000,237515000,228530000,228550000,149030000,103.14,120.41,85.87,0.0104,0.0053,53.67,2.17,61.39,0,0,0.48,0.5492,0.0362,0.15,-0.09,2.2041,1.16,-0.164283478788419,1e-04,-0.0216,-0.164383478788419,-0.0217,0.762390553708693,-0.14783960377294,-0.0164438750154786,2014,322,0.18,0,0,0,0,0.87,0,0,0
"326","CXO",2016,109,"Energy",3,"CXO_quarterly_financial_data.xls","concho resources","concho resources inc","concho resources inc",148162936,148162936,1,12119326000,546494000,4496633000,753186000,7622693000,0,0,24232000,2740580000,524577000,-125135000,-125135000,-0.86,-0.86,0,947147000,-2023430000,-29395000,-1105678000,53261000,1328937000,135.72,147.55,123.88,-0.2176,-0.1275,51.45,2.76,NA,0,NA,0.3595,0.629,NA,0.14,-2.58,0.7256,1.84,-0.0756473855877358,3e-04,0.0185,-0.0759473855877358,0.0182,1.06529664629891,-0.095335784550376,0.0196883989626402,2015,494,0.01,0,0,0,0,0.01,0,0,0
"327","CXO",2017,109,"Energy",3,"CXO_quarterly_financial_data.xls","concho resources","concho resources inc","concho resources inc",149067852,149067852,1,1.3732e+10,5.92e+08,4.817e+09,1.165e+09,8.915e+09,0,0,2.6e+07,2.691e+09,7.8e+08,2.67e+08,2.66e+08,1.81,1.79,0,5.1e+08,-5.12e+08,2e+06,0,0,5.41e+08,141.96,155.05,128.86,0.1091,0.0707,59.8,2.45,37.76,0,0,0.3019,0.6492,0.367,0.19,-0.21,0.5082,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,495,0.03,0,0.02,0,0,0.01,0,0,0
"328","D",2015,110,"Utilities",11,"D_quarterly_financial_data.xls","dominion resources","dominion resources inc","dominion resources inc",596419295,596419295,1,5.8797e+10,4.191e+09,4.5195e+10,8.12e+09,1.2664e+10,9.38e+08,0,3.864e+09,2.3616e+10,2.556e+09,3.57e+08,3.57e+08,0.6,0.59,0.65,1.022e+09,-2.153e+09,1.5e+09,3.69e+08,6.07e+08,2.023e+09,69.71,74.88,64.54,0.1529,0.0335,21.23,3.3,23.01,33.61,0.8107,1.8648,0.2154,0.1625,0.21,-1.68,0.5161,1.15,0.00399960388432434,1e-04,-0.0216,0.00389960388432434,-0.0217,0.0193267108118961,0.00431899350894248,-0.000319389624618145,2014,278,0.24,0,0.29,0.12,0,0.42,1,0,0
"329","D",2016,110,"Utilities",11,"D_quarterly_financial_data.xls","dominion resources","dominion resources inc","dominion resources inc",628115398,628115398,1,7.161e+10,4.248e+09,5.477e+10,8.115e+09,1.4605e+10,2.235e+09,0,7.017e+09,3.0266e+10,3.086e+09,4.57e+08,4.57e+08,0.73,0.73,0.7,7.41e+08,-1.674e+09,9.43e+08,1e+07,2.61e+08,1.599e+09,73.41,77.32,69.51,0.1503,0.0324,23.25,3.08,22.25,36.41,0.8206,2.0723,0.204,0.1815,0.18,-1.37,0.5235,1.15,0.0440422517141765,3e-04,0.0185,0.0437422517141765,0.0182,-0.0434414620359409,0.0445328863232307,-0.000490634609054125,2015,212,0.38,0.11,0.04,0.01,0,0.12,1,0,0
"330","D",2017,110,"Utilities",11,"D_quarterly_financial_data.xls","dominion resources","dominion resources inc","dominion resources inc",651524668,651524668,1,7.6585e+10,4.334e+09,5.7215e+10,9.636e+09,1.7142e+10,2.228e+09,0,7.09e+09,3.0948e+10,3.21e+09,1.312e+09,1.312e+09,2.04,2.04,0.75,8.85e+08,-1.12e+09,1.28e+08,-1.07e+08,1.2e+08,7.285e+09,80.53,85.3,75.75,0.1921,0.0402,26.31,3.18,23.76,39.44,0.6393,1.8054,0.2238,0.2416,0.17,-9.82,0.4498,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,295,0.25,0,0.03,0,0,0.12,1,0,0
