Companies;YearFinancialIndicator;ROA;TobinsQ;ROE;YearNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;Green Revenue;SustainabilityPayLink;SustainableThemedCommitment;AuditScore;FirmSize;Leverage;NetMargin;Industry
140;2014;0,05;1,10;0,09;2015;0,12;0,00;0,02;0,03;0,00;0,02;0;1;0;10,08;0,62;0,16;3,00
140;2015;0,01;0,66;0,02;2016;0,10;0,00;0,03;0,00;0,00;0,02;0;1;0;10,15;0,55;0,04;3,00
141;2013;0,03;1,33;0,08;2014;0,08;0,00;0,00;0,00;0,00;0,38;0;0;0;10,73;0,57;0,02;5,00
141;2014;0,04;1,47;0,10;2015;0,24;0,00;0,00;0,00;0,00;0,14;1;0;0;10,73;0,55;0,02;5,00
141;2015;0,05;1,47;0,14;2016;0,24;0,00;0,00;0,00;0,00;0,14;1;0;0;10,73;0,80;0,02;5,00
142;2013;0,00;0,85;-0,01;2014;0,14;0,00;0,00;0,00;0,00;0,71;0;0;0;10,64;1,43;0,00;3,00
142;2014;0,01;0,80;0,05;2015;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;10,80;1,52;0,01;3,00
142;2015;0,00;0,76;0,00;2016;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;10,81;1,38;0,00;3,00
143;2013;0,02;0,54;0,08;2014;0,34;0,55;0,21;0,03;0,00;0,60;0;1;1;10,64;1,26;0,06;11,00
143;2014;0,02;0,59;0,09;2015;0,36;0,00;0,04;0,00;0,00;0,12;1;1;1;10,67;1,25;0,08;11,00
143;2015;0,00;0,54;-0,02;2016;0,39;0,00;0,07;0,00;0,00;0,12;1;1;1;10,65;1,42;-0,02;11,00
144;2013;0,02;0,49;0,08;2014;0,53;0,12;0,41;0,05;0,72;0,67;1;1;1;10,90;0,80;0,07;11,00
144;2014;0,02;0,56;0,07;2015;0,60;0,06;0,07;0,02;0,13;0,12;1;1;1;10,94;0,97;0,06;11,00
144;2015;0,00;0,46;0,09;2016;0,65;0,10;0,11;0,05;0,09;0,12;1;1;1;10,98;1,10;0,08;11,00
145;2013;0,03;1,47;0,11;2014;0,46;0,97;0,79;0,00;0,00;1,00;0;0;0;9,89;0,58;0,05;1,00
145;2014;0,04;1,54;0,21;2015;0,27;0,00;0,14;0,00;0,00;0,13;0;0;0;9,96;0,98;0,07;1,00
145;2015;0,06;1,60;0,28;2016;0,18;0,00;0,05;0,00;0,00;0,13;0;0;0;10,19;0,66;0,11;1,00
146;2013;0,05;1,68;0,11;2014;0,10;0,00;0,00;0,00;0,00;0,48;0;0;0;9,60;1,11;0,33;4,00
146;2014;0,04;2,08;0,10;2015;0,15;0,00;0,00;0,00;0,00;0,15;0;0;0;9,64;1,36;0,27;4,00
146;2015;0,04;2,38;0,09;2016;0,19;0,00;0,04;0,00;0,00;0,15;0;0;0;9,78;1,69;0,24;4,00
147;2013;0,04;0,40;0,34;2014;0,50;0,57;0,35;0,70;0,65;0,06;1;1;0;11,31;4,35;0,05;1,00
147;2014;0,02;0,42;0,12;2015;0,53;0,06;0,05;0,08;0,07;0,07;1;1;1;11,32;4,80;0,02;1,00
147;2015;0,03;0,56;0,27;2016;0,54;0,04;0,04;0,08;0,10;0,07;1;1;1;11,35;4,64;0,05;1,00
148;2013;0,22;6,23;0,26;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,32;0,00;0,13;6,00
148;2014;0,22;5,45;0,26;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;9,37;0,00;0,13;6,00
148;2015;0,21;4,28;0,29;2016;0,11;0,00;0,01;0,00;0,00;0,10;0;0;0;9,40;0,17;0,13;6,00
149;2013;0,09;7,61;0,11;2014;0,05;0,03;0,13;0,00;0,00;0,15;0;0;0;10,25;0,02;0,19;7,00
149;2014;0,11;;0,13;2015;0,27;0,05;0,04;0,00;0,00;0,18;0;0;0;10,60;0,00;0,23;7,00
149;2015;0,08;;0,09;2016;0,24;0,00;0,06;0,00;0,00;0,18;0;0;0;10,69;0,00;0,20;7,00
150;2013;0,05;0,91;0,10;2014;0,30;0,25;0,39;0,00;0,51;0,38;0;0;1;10,53;0,16;0,04;6,00
150;2014;0,07;1,55;0,15;2015;0,45;0,01;0,03;0,00;0,08;0,13;1;1;1;10,52;0,30;0,05;6,00
150;2015;0,03;1,22;0,08;2016;0,37;0,01;0,02;0,00;0,06;0,13;1;0;1;10,58;0,57;0,02;6,00
151;2013;0,01;0,35;0,03;2014;0,11;0,00;0,00;0,00;0,00;0,31;0;0;1;10,70;1,25;0,03;11,00
151;2014;0,01;0,36;0,02;2015;0,17;0,00;0,00;0,00;0,00;0,12;0;0;1;10,72;1,54;0,02;11,00
151;2015;0,01;0,31;0,05;2016;0,20;0,00;0,03;0,00;0,00;0,12;0;0;1;10,72;1,55;0,04;11,00
152;2013;0,04;1,38;0,09;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,14;1,23;0,10;7,00
152;2014;0,03;1,51;0,07;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;10,16;0,64;0,08;7,00
152;2015;0,05;1,14;0,10;2016;0,20;0,00;0,04;0,00;0,00;0,16;0;0;0;10,42;0,77;0,11;7,00
153;2013;0,07;1,96;0,19;2014;0,06;0,00;0,00;0,00;0,00;0,32;0;0;0;9,98;1,05;0,13;7,00
153;2014;0,08;2,23;0,22;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;9,97;1,13;0,15;7,00
153;2015;0,08;2,67;0,24;2016;0,23;0,00;0,07;0,00;0,00;0,16;0;0;0;9,97;1,61;0,14;7,00
154;2013;0,01;0,18;0,13;2014;0,21;0,08;0,15;0,00;0,00;0,61;0;0;1;11,12;0,00;0,27;4,00
154;2014;0,01;0,17;0,10;2015;0,28;0,00;0,03;0,00;0,00;0,10;1;0;1;11,14;0,00;0,23;4,00
154;2015;0,01;0,22;0,11;2016;0,29;0,00;0,04;0,00;0,00;0,10;1;0;1;11,15;0,00;0,25;4,00
155;2013;0,09;2,72;0,26;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,59;0,38;0,32;7,00
155;2014;0,06;1,94;0,18;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;9,93;0,79;0,31;7,00
155;2015;0,04;1,97;0,13;2016;0,24;0,00;0,08;0,00;0,00;0,16;0;0;0;9,90;0,73;0,21;7,00
156;2013;0,03;1,03;-0,73;2014;0,16;0,00;0,00;0,00;0,00;0,82;0;0;0;12,51;339,01;-0,05;4,00
156;2014;0,00;1,03;-0,11;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;12,51;875,59;-0,05;4,00
156;2015;0,00;1,03;-0,08;2016;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;12,51;793,47;-0,01;4,00
157;2013;0,03;1,65;0,11;2014;0,31;0,14;0,17;0,00;0,00;0,30;1;1;1;10,73;1,33;0,13;1,00
157;2014;0,03;1,61;0,13;2015;0,47;0,00;0,11;0,00;0,00;0,16;1;1;1;10,72;1,22;0,14;1,00
157;2015;0,04;1,34;0,13;2016;0,47;0,00;0,11;0,00;0,00;0,16;1;1;1;10,68;1,18;0,16;1,00
158;2013;0,07;0,90;0,19;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,55;0,27;0,08;6,00
158;2014;0,07;0,13;0,20;2015;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;10,55;0,33;0,08;6,00
158;2015;0,09;0,14;0,27;2016;0,09;0,00;0,04;0,00;0,00;0,05;0;0;0;10,51;0,32;0,09;6,00
159;2013;0,02;0,41;0,10;2014;0,36;0,36;0,45;0,21;0,37;0,03;1;1;0;11,82;1,70;0,09;6,00
159;2014;0,02;0,60;0,12;2015;0,59;0,08;0,07;0,07;0,07;0,11;1;1;1;11,81;1,56;0,10;6,00
159;2015;-0,01;0,76;-0,06;2016;0,59;0,09;0,08;0,06;0,06;0,11;1;1;1;11,69;1,48;-0,05;6,00
160;2013;0,01;1,34;0,04;2014;0,30;0,65;0,00;0,00;0,00;1,00;0;0;0;10,41;2,02;0,11;4,00
160;2014;0,03;1,64;0,09;2015;0,21;0,02;0,03;0,00;0,03;0,13;0;0;0;10,40;2,20;0,26;4,00
160;2015;0,06;1,59;0,17;2016;0,22;0,02;0,02;0,02;0,02;0,13;0;0;0;10,38;1,80;0,57;4,00
161;2013;0,14;5,25;0,28;2014;0,36;0,88;0,83;0,00;0,00;0,53;0;0;0;10,35;0,35;0,27;5,00
161;2014;0,39;4,08;0,83;2015;0,17;0,00;0,00;0,00;0,00;0,17;0;0;0;10,54;0,77;0,49;5,00
161;2015;0,40;2,90;1,07;2016;0,30;0,00;0,13;0,00;0,00;0,17;0;0;0;10,71;1,14;0,55;5,00
162;2013;0,08;1,67;0,26;2014;0,60;0,55;0,51;0,68;0,64;0,21;1;1;1;10,36;1,02;0,10;2,00
162;2014;0,06;1,67;0,24;2015;0,63;0,08;0,09;0,08;0,08;0,10;1;1;1;10,38;1,36;0,09;2,00
162;2015;0,07;1,97;0,29;2016;0,67;0,10;0,09;0,09;0,09;0,10;1;1;1;10,33;1,55;0,09;2,00
163;2013;0,07;0,74;0,09;2014;0,37;0,12;0,00;0,00;0,00;1,00;1;1;0;10,45;0,15;0,25;7,00
163;2014;0,08;0,89;0,12;2015;0,35;0,00;0,02;0,00;0,00;0,13;1;1;1;10,48;0,17;0,24;7,00
163;2015;0,05;0,75;0,07;2016;0,35;0,00;0,02;0,00;0,00;0,13;1;1;1;10,46;0,24;0,14;7,00
164;2013;0,03;0,40;0,12;2014;0,30;0,35;0,35;0,22;0,40;0,00;0;1;1;11,22;0,18;0,02;1,00
164;2014;0,02;0,34;0,07;2015;0,40;0,03;0,02;0,05;0,03;0,07;1;1;1;11,25;0,90;0,02;1,00
164;2015;0,05;0,50;0,27;2016;0,33;0,01;0,02;0,02;0,02;0,07;1;1;1;11,29;1,09;0,06;1,00
165;2013;0,09;1,47;0,22;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,89;0,15;0,05;1,00
165;2014;0,09;1,80;0,21;2015;0,09;0,00;0,00;0,00;0,00;0,09;0;0;0;9,92;0,15;0,05;1,00
165;2015;0,09;1,42;0,22;2016;0,12;0,00;0,03;0,00;0,00;0,09;0;0;0;9,91;0,08;0,05;1,00
166;2013;0,17;2,16;0,42;2014;0,26;0,36;0,45;0,53;0,00;0,03;0;1;0;9,89;0,42;0,08;1,00
166;2014;0,16;2,05;0,42;2015;0,32;0,00;0,06;0,00;0,00;0,11;1;1;0;9,89;0,48;0,08;1,00
166;2015;0,14;1,38;0,37;2016;0,35;0,05;0,03;0,01;0,00;0,11;1;1;0;9,89;0,51;0,06;1,00
167;2013;0,01;0,41;0,11;2014;0,48;0,50;0,53;0,36;0,41;0,06;1;1;1;11,96;2,26;0,23;4,00
167;2014;0,01;0,44;0,11;2015;0,66;0,11;0,07;0,08;0,11;0,10;1;1;1;11,93;2,28;0,23;4,00
167;2015;0,01;0,42;0,07;2016;0,53;0,06;0,06;0,04;0,07;0,10;1;1;1;11,94;2,32;0,16;4,00
168;2013;0,16;3,07;0,25;2014;0,47;0,55;0,70;0,00;0,00;0,91;0;1;1;9,72;0,14;0,08;6,00
168;2014;0,15;3,01;0,24;2015;0,37;0,08;0,09;0,00;0,00;0,10;0;1;1;9,72;0,13;0,08;6,00
168;2015;0,14;2,17;0,28;2016;0,34;0,00;0,09;0,05;0,00;0,10;0;1;1;9,77;0,61;0,08;6,00
169;2013;0,08;1,45;0,15;2014;0,27;0,00;0,29;0,31;0,00;0,17;1;1;0;10,47;0,58;0,07;3,00
169;2014;0,11;1,01;0,23;2015;0,21;0,00;0,04;0,00;0,00;0,02;1;1;0;10,51;0,48;0,11;3,00
169;2015;-0,02;0,79;-0,04;2016;0,27;0,01;0,01;0,00;0,08;0,02;1;1;0;10,57;0,95;-0,03;3,00
170;2013;0,06;1,60;-0,18;2014;0,16;0,00;0,00;0,00;0,00;0,82;0;0;0;10,46;-3,43;0,05;5,00
170;2014;0,07;1,82;-0,24;2015;0,19;0,00;0,00;0,00;0,00;0,14;0;0;1;10,49;-3,73;0,05;5,00
170;2015;0,06;1,63;-0,28;2016;0,20;0,00;0,01;0,00;0,00;0,14;0;0;1;10,52;-4,01;0,04;5,00
171;2013;0,05;1,18;0,09;2014;0,49;0,32;0,18;0,31;0,44;1,00;0;1;1;10,30;0,81;0,46;4,00
171;2014;0,04;1,28;0,09;2015;0,62;0,06;0,04;0,09;0,09;0,15;1;1;1;10,33;0,91;0,41;4,00
171;2015;-0,03;1,27;-0,06;2016;0,59;0,07;0,03;0,07;0,08;0,15;1;1;1;10,33;1,18;-0,22;4,00
172;2013;0,13;2,74;0,34;2014;0,51;0,31;0,36;0,86;0,18;0,27;1;1;1;10,64;1,03;0,07;1,00
172;2014;0,14;3,46;0,52;2015;0,51;0,03;0,04;0,12;0,03;0,10;1;1;1;10,62;1,65;0,07;1,00
172;2015;0,16;3,94;0,80;2016;0,54;0,02;0,04;0,14;0,05;0,10;1;1;1;10,64;2,34;0,08;1,00
173;2013;0,12;0,71;0,21;2014;0,53;0,44;0,48;0,55;0,34;0,32;1;1;1;10,63;0,22;0,21;3,00
173;2014;0,06;0,67;0,10;2015;0,59;0,10;0,10;0,12;0,04;0,03;1;1;1;10,59;0,27;0,16;3,00
173;2015;-0,09;0,54;-0,15;2016;0,47;0,08;0,06;0,08;0,04;0,01;1;1;1;10,53;0,34;-0,46;3,00
174;2013;0,00;0,05;0,01;2014;0,37;0,12;0,29;0,04;0,00;0,50;1;1;1;11,44;0,33;0,01;4,00
174;2014;0,00;0,06;0,04;2015;0,48;0,03;0,05;0,02;0,03;0,16;1;1;1;11,39;0,30;0,04;4,00
174;2015;0,01;0,07;0,09;2016;0,48;0,05;0,05;0,06;0,00;0,12;1;1;1;11,36;0,29;0,09;4,00
175;2013;0,02;1,05;0,14;2014;0,23;0,07;0,06;0,04;0,03;0,50;1;0;0;10,42;2,90;0,05;1,00
175;2014;0,03;1,13;0,14;2015;0,26;0,04;0,00;0,00;0,00;0,12;1;0;0;10,42;2,27;0,06;1,00
175;2015;0,05;0,98;0,27;2016;0,42;0,05;0,06;0,01;0,02;0,12;1;0;1;10,41;1,62;0,12;1,00
176;2013;0,08;1,83;0,26;2014;0,70;0,84;0,56;0,91;0,68;1,00;0;1;0;9,97;1,14;0,12;1,00
176;2014;0,09;1,70;0,27;2015;0,52;0,10;0,08;0,12;0,09;0,07;0;1;0;9,98;1,29;0,14;1,00
176;2015;0,07;1,20;0,29;2016;0,47;0,08;0,07;0,13;0,07;0,07;0;1;0;10,00;2,63;0,13;1,00
177;2013;0,09;1,54;0,26;2014;0,27;0,12;0,05;0,00;0,00;0,22;1;1;1;10,66;0,39;0,10;6,00
177;2014;0,09;1,68;0,23;2015;0,37;0,04;0,01;0,00;0,00;0,12;1;1;1;10,66;0,34;0,11;6,00
177;2015;0,10;1,69;0,26;2016;0,33;0,00;0,01;0,00;0,00;0,12;1;1;1;10,69;0,30;0,12;6,00
178;2013;0,07;;0,19;2014;0,32;0,21;0,23;0,00;0,00;1,00;0;0;1;9,94;0,45;0,10;1,00
178;2014;0,07;;0,25;2015;0,32;0,01;0,03;0,00;0,00;0,12;1;0;1;9,94;1,57;0,11;1,00
178;2015;0,06;;0,37;2016;0,31;0,01;0,03;0,00;0,00;0,12;1;0;1;9,92;1,66;0,08;1,00
179;2013;0,11;2,13;0,17;2014;0,20;0,16;0,09;0,36;0,24;0,36;0;0;0;9,69;0,08;0,06;2,00
179;2014;0,12;2,44;0,17;2015;0,34;0,03;0,01;0,03;0,03;0,10;1;1;0;9,74;0,07;0,06;2,00
179;2015;0,12;2,81;0,18;2016;0,39;0,05;0,02;0,05;0,02;0,10;1;1;0;9,79;0,06;0,07;2,00
180;2013;0,08;1,59;0,16;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,75;0,16;0,05;5,00
180;2014;0,08;1,77;0,17;2015;0,12;0,00;0,00;0,00;0,00;0,12;0;0;0;9,79;0,19;0,04;5,00
180;2015;0,08;1,91;0,17;2016;0,18;0,00;0,06;0,00;0,00;0,12;0;0;0;9,81;0,16;0,05;5,00
181;2013;0,02;1,46;0,04;2014;0,41;0,50;0,27;0,00;0,00;1,00;0;1;1;10,11;0,66;0,06;4,00
181;2014;0,06;1,71;0,10;2015;0,39;0,00;0,05;0,00;0,00;0,14;1;1;1;10,09;0,54;0,14;4,00
181;2015;0,05;1,32;0,08;2016;0,59;0,05;0,06;0,04;0,11;0,14;1;1;1;10,07;0,57;0,10;4,00
182;2013;0,16;4,20;0,64;2014;0,57;0,86;0,61;0,68;0,67;0,27;0;1;1;9,73;1,12;0,11;2,00
182;2014;0,15;4,31;0,55;2015;0,79;0,14;0,10;0,12;0,12;0,10;1;1;1;9,75;1,06;0,11;2,00
182;2015;0,09;3,98;0,48;2016;0,81;0,14;0,12;0,13;0,12;0,10;1;1;1;9,73;1,56;0,07;2,00
183;2013;0,06;0,70;0,13;2014;0,52;0,87;0,66;0,00;0,61;0,72;0;1;0;10,32;0,28;0,03;5,00
183;2014;0,05;0,92;0,12;2015;0,68;0,07;0,07;0,09;0,11;0,14;1;1;1;10,37;0,40;0,02;5,00
183;2015;0,05;1,10;0,13;2016;0,72;0,07;0,10;0,12;0,10;0,14;1;1;1;10,39;0,37;0,02;5,00
184;2013;0,14;1,74;0,83;2014;0,31;0,17;0,25;0,19;0,42;0,04;1;1;1;11,10;1,44;0,17;7,00
184;2014;0,10;1,59;0,80;2015;0,50;0,02;0,02;0,04;0,06;0,17;1;1;1;11,07;2,96;0,13;7,00
184;2015;0,12;1,43;0,99;2016;0,50;0,01;0,03;0,06;0,03;0,17;1;1;1;11,04;2,34;0,16;7,00
185;2013;0,01;0,46;0,08;2014;0,18;0,00;0,00;0,00;0,00;0,90;0;0;0;10,81;0,18;0,23;4,00
185;2014;0,02;0,40;0,10;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;10,83;0,32;0,27;4,00
185;2015;0,01;0,47;0,16;2016;0,16;0,00;0,06;0,00;0,00;0,10;0;0;0;10,89;0,27;0,40;4,00
186;2013;0,04;0,25;0,19;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,50;1,53;0,05;6,00
186;2014;-0,01;0,30;-0,06;2015;0,04;0,00;0,00;0,00;0,00;0,04;0;0;0;10,55;2,13;-0,02;6,00
186;2015;-0,03;0,28;-0,25;2016;0,04;0,00;0,00;0,00;0,00;0,04;0;0;0;10,56;3,17;-0,08;6,00
187;2013;0,04;4,53;0,09;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,48;0,55;0,09;5,00
187;2014;0,11;7,88;0,26;2015;0,43;0,00;0,04;0,11;0,06;0,17;0;1;0;9,52;0,67;0,19;5,00
187;2015;0,14;7,49;0,30;2016;0,55;0,11;0,06;0,11;0,04;0,17;0;1;0;9,57;0,52;0,24;5,00
188;2013;-0,20;13,45;0,78;2014;0,18;0,00;0,00;0,00;0,00;0,89;0;0;0;8,80;-3,43;-0,23;9,00
188;2014;-0,07;15,85;0,35;2015;0,17;0,00;0,00;0,00;0,00;0,17;0;0;0;8,92;-8,27;-0,09;9,00
188;2015;0,01;20,04;0,17;2016;0,23;0,00;0,06;0,00;0,00;0,17;0;0;0;9,00;3,62;0,01;9,00
189;2013;0,11;1,34;0,18;2014;0,51;0,56;0,59;0,57;0,26;0,06;1;1;1;10,97;0,23;0,18;7,00
189;2014;0,13;1,88;0,20;2015;0,58;0,08;0,07;0,06;0,03;0,13;1;1;1;10,96;0,22;0,21;7,00
189;2015;0,12;1,58;0,20;2016;0,63;0,08;0,08;0,07;0,07;0,13;1;1;1;11,01;0,33;0,21;7,00
190;2013;0,17;4,92;0,29;2014;0,36;0,43;0,60;0,30;0,33;0,55;0;0;0;9,61;0,22;0,21;7,00
190;2014;0,16;4,87;0,29;2015;0,30;0,00;0,11;0,00;0,00;0,19;0;0;0;9,70;0,17;0,18;7,00
190;2015;0,09;6,97;0,21;2016;0,48;0,08;0,10;0,03;0,10;0,17;0;0;0;9,58;0,48;0,10;7,00
191;2013;0,04;0,83;0,19;2014;0,34;0,86;0,36;0,00;0,00;0,29;0;1;1;10,50;1,09;0,05;8,00
191;2014;0,02;0,98;0,08;2015;0,35;0,00;0,04;0,03;0,00;0,08;1;1;1;10,46;1,69;0,02;8,00
191;2015;0,03;0,71;0,21;2016;0,46;0,04;0,06;0,08;0,05;0,08;1;1;0;10,49;2,29;0,04;8,00
192;2013;0,02;0,68;0,12;2014;0,22;0,00;0,00;0,00;0,00;0,85;0;1;0;10,11;0,51;0,04;1,00
192;2014;0,04;0,77;0,22;2015;0,15;0,00;0,00;0,00;0,00;0,10;0;1;0;10,11;0,77;0,06;1,00
192;2015;0,04;0,87;0,24;2016;0,20;0,00;0,05;0,00;0,00;0,10;0;1;0;10,10;0,82;0,06;1,00
193;2013;0,17;;0,19;2014;0,10;0,00;0,00;0,00;0,00;0,51;0;0;0;9,60;0,00;0,30;5,00
193;2014;0,11;;0,13;2015;0,15;0,00;0,00;0,00;0,00;0,15;0;0;0;9,60;0,00;0,20;5,00
193;2015;0,13;;0,15;2016;0,22;0,00;0,07;0,00;0,00;0,15;0;0;0;9,69;0,00;0,25;5,00
194;2013;0,14;0,84;0,54;2014;0,02;0,00;0,00;0,00;0,00;0,08;0;0;0;9,57;0,01;0,20;7,00
194;2014;0,05;;0,15;2015;0,18;0,00;0,00;0,00;0,00;0,18;0;0;0;9,56;0,01;0,07;7,00
194;2015;0,10;;0,28;2016;0,26;0,00;0,08;0,00;0,00;0,18;0;0;0;9,57;0,18;0,14;7,00
195;2013;0,09;1,76;0,17;2014;0,43;0,39;0,30;0,47;0,39;0,51;1;0;0;10,30;0,29;0,12;6,00
195;2014;0,15;2,17;0,37;2015;0,50;0,06;0,06;0,08;0,05;0,10;1;1;0;10,25;0,88;0,20;6,00
195;2015;0,12;2,31;0,37;2016;0,36;0,07;0,05;0,08;0,06;0,10;0;0;0;10,20;1,32;0,14;6,00
196;2013;0,05;1,02;0,11;2014;0,59;0,69;0,49;0,69;0,39;0,76;0;1;1;10,28;0,69;0,20;4,00
196;2014;0,05;1,13;0,12;2015;0,63;0,11;0,06;0,10;0,07;0,10;1;1;1;10,31;0,81;0,19;4,00
196;2015;0,04;0,74;0,12;2016;0,58;0,00;0,12;0,11;0,06;0,10;1;1;1;10,40;0,95;0,19;4,00
197;2013;0,13;3,39;0,36;2014;0,46;0,26;0,49;0,00;0,00;1,00;1;0;1;9,45;0,45;0,06;6,00
197;2014;0,12;3,08;0,33;2015;0,33;0,00;0,10;0,00;0,00;0,08;1;0;1;9,53;0,57;0,06;6,00
197;2015;0,12;2,49;0,33;2016;0,32;0,00;0,09;0,00;0,00;0,08;1;0;1;9,56;0,77;0,07;6,00
198;2013;0,05;0,96;0,14;2014;0,51;0,38;0,30;0,57;0,28;0,89;0;1;1;10,49;0,50;0,04;1,00
198;2014;0,04;1,04;0,10;2015;0,59;0,09;0,09;0,10;0,02;0,09;1;1;1;10,50;0,46;0,03;1,00
198;2015;0,04;0,81;0,11;2016;0,65;0,12;0,07;0,12;0,05;0,09;1;1;1;10,49;0,58;0,03;1,00
199;2013;0,11;1,82;0,20;2014;0,60;0,72;0,69;0,74;0,46;0,05;1;1;1;11,12;0,25;0,19;5,00
199;2014;0,12;2,11;0,22;2015;0,73;0,11;0,12;0,11;0,06;0,13;1;1;1;11,12;0,27;0,14;5,00
199;2015;0,12;1,98;0,22;2016;0,76;0,12;0,12;0,11;0,08;0,13;1;1;1;11,12;0,28;0,18;5,00
200;2013;0,04;0,96;0,06;2014;0,70;0,36;0,29;0,65;0,87;0,84;1;1;1;10,01;0,14;0,09;7,00
200;2014;-0,04;1,13;-0,06;2015;0,65;0,03;0,05;0,09;0,14;0,15;1;1;1;9,92;0,27;-0,07;7,00
200;2015;0,07;1,29;0,14;2016;0,54;0,01;0,07;0,08;0,13;0,15;0;1;1;9,94;0,36;0,13;7,00
201;2013;0,01;0,15;0,08;2014;0,23;0,20;0,23;0,22;0,11;0,06;0;1;1;12,38;1,48;0,17;4,00
201;2014;0,01;0,10;0,10;2015;0,44;0,04;0,04;0,04;0,02;0,10;1;1;1;12,41;1,45;0,21;4,00
201;2015;0,01;0,15;0,10;2016;0,43;0,03;0,04;0,05;0,01;0,10;1;1;1;12,37;1,40;0,24;4,00
202;2013;0,09;1,43;0,38;2014;0,47;0,66;0,48;0,00;0,71;0,44;1;0;0;9,93;1,36;0,06;1,00
202;2014;0,08;1,59;0,35;2015;0,55;0,12;0,10;0,00;0,12;0,11;1;0;0;9,97;1,37;0,06;1,00
202;2015;0,07;1,65;0,30;2016;0,66;0,14;0,10;0,10;0,11;0,11;1;0;0;9,93;1,99;0,05;1,00
203;2013;0,12;1,88;0,62;2014;0,42;0,33;0,24;0,63;0,00;0,18;1;1;1;10,19;1,79;0,12;2,00
203;2014;0,11;1,99;0,49;2015;0,58;0,05;0,06;0,09;0,09;0,10;1;1;1;10,20;1,76;0,12;2,00
203;2015;0,02;2,19;0,14;2016;0,60;0,06;0,06;0,09;0,09;0,10;1;1;1;10,19;2,19;0,03;2,00
204;2013;0,01;0,16;0,09;2014;0,31;0,04;0,15;0,00;0,00;0,89;0;1;1;10,97;0,76;0,21;4,00
204;2014;0,01;0,18;0,09;2015;0,35;0,01;0,03;0,00;0,01;0,10;1;1;1;10,97;0,77;0,21;4,00
204;2015;0,01;0,21;0,08;2016;0,36;0,01;0,03;0,00;0,02;0,10;1;1;1;10,98;0,97;0,20;4,00
205;2013;0,05;1,24;0,12;2014;0,32;0,43;0,32;0,04;0,08;0,48;1;0;0;9,99;0,45;0,11;4,00
205;2014;0,03;1,41;0,07;2015;0,49;0,12;0,08;0,01;0,00;0,13;1;0;1;10,01;0,50;0,06;4,00
205;2015;0,11;1,41;0,27;2016;0,50;0,10;0,09;0,02;0,01;0,13;1;0;1;10,05;0,52;0,25;4,00
206;2013;0,02;1,45;0,04;2014;0,40;0,66;0,67;0,00;0,00;1,00;0;0;0;9,74;0,91;0,19;7,00
206;2014;0,04;2,34;0,08;2015;0,26;0,00;0,13;0,00;0,00;0,13;0;0;0;9,70;0,97;0,37;7,00
206;2015;0,08;2,44;0,17;2016;0,23;0,00;0,10;0,00;0,00;0,13;0;0;0;9,66;1,07;0,71;7,00
207;2013;0,10;2,26;0,16;2014;0,30;0,11;0,14;0,06;0,05;0,50;1;0;1;10,28;0,21;0,20;2,00
207;2014;0,08;3,12;0,15;2015;0,35;0,02;0,03;0,03;0,01;0,11;1;0;1;10,19;5,33;0,15;2,00
207;2015;0,11;3,57;3,65;2016;0,41;0,03;0,02;0,02;0,01;0,11;1;1;1;10,17;8,57;0,19;2,00
208;2013;0,11;0,97;0,46;2014;0,08;0,00;0,00;0,00;0,00;0,38;0;0;0;10,88;1,11;0,10;3,00
208;2014;0,08;1,60;0,43;2015;0,05;0,00;0,00;0,00;0,00;0,05;0;0;0;10,92;7,72;0,08;3,00
208;2015;0,07;0,91;0,01;2016;0,06;0,00;0,01;0,00;0,00;0,05;0;0;0;10,92;1,21;0,05;3,00
209;2013;0,02;1,43;0,09;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,05;2,59;0,08;1,00
209;2014;0,01;1,45;0,06;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;10,11;1,18;0,06;1,00
209;2015;0,00;1,36;0,01;2016;0,18;0,00;0,08;0,00;0,00;0,10;0;0;0;10,16;1,21;0,02;1,00
