"","Ticker","Year","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio","TobinsQ","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"619","KMB",2013,207,"Consumer Staples",2,"KMB_quarterly_financial_data.xls","kimberly-clark","kimberly-clark corporation","kimberly-clark corp",379402894,379402894,1,1.8919e+10,6.55e+09,1.3779e+10,5.848e+09,4.856e+09,2.84e+08,0,3.424e+09,5.386e+09,5.305e+09,5.39e+08,5.39e+08,1.41,1.39,0.81,9.45e+08,-2.54e+08,-8.32e+08,-1.25e+08,1.054e+09,2.4e+08,102.4,111.68,93.12,0.4607,0.1105,12.8,8.37,21.24,35.36,0.5781,1.1091,0.2567,0.1013,1.09,1.86,1.12,2.26,-0.0360448845684397,0,0.0281,-0.0360448845684397,0.0281,0.926655616498232,-0.0620839073920401,0.0260390228236003,2014,233,0.3,0.11,0.14,0.06,0.05,0.5,1,0,1
"620","KMB",2014,207,"Consumer Staples",2,"KMB_quarterly_financial_data.xls","kimberly-clark","kimberly-clark corporation","kimberly-clark corp",365468649,365468649,1,1.5526e+10,5.559e+09,1.4527e+10,6.226e+09,7.29e+08,2.7e+08,0,1.737e+09,5.63e+09,3.661e+09,-8.3e+07,-8.3e+07,-0.23,-0.23,5.47,5.9e+08,-2.45e+08,-5.7e+08,-6.42e+08,7.89e+08,3.07e+08,111.35,118.83,103.88,0.4276,0.0839,1.99,9.72,19.71,43.35,1.9283,7.7229,0.047,0.0774,1.08,0.77,0.8929,3.12,-0.00179262141367721,0,-6e-04,-0.00179262141367721,-6e-04,0.453493949837235,-0.00152052504377487,-0.000272096369902341,2015,239,0.35,0.02,0.03,0.03,0.01,0.11,1,0,1
"621","KMB",2015,207,"Consumer Staples",2,"KMB_quarterly_financial_data.xls","kimberly-clark","kimberly-clark corporation","kimberly-clark corp",360899707,360899707,1,1.4842e+10,5.426e+09,1.4802e+10,6.349e+09,-1.74e+08,2.14e+08,0,1.446e+09,6.106e+09,4.539e+09,3.33e+08,3.33e+08,0.92,0.92,0.88,6.65e+08,-2.27e+08,-4.39e+08,-2.4e+07,6.19e+08,2.31e+08,118.84,129.89,107.79,NA,0.0673,-0.48,792.27,73.36,46.87,1.2616,NA,NA,0.0545,1.24,1.2,0.8546,3.57,0.0734547692376937,1e-04,-0.0216,0.0733547692376937,-0.0217,0.840011768729989,0.0915830246191345,-0.0181282553814408,2016,166,0.41,0.03,0.02,0.02,0.01,0.11,1,1,1
"622","KMI",2013,208,"Energy",3,"KMI_quarterly_financial_data.xls","kinder morgan","kinder morgan inc","kinder morgan inc",1030677290,1030677290,1,7.5185e+10,3.868e+09,4.69e+10,6.075e+09,1.3093e+10,1.5192e+10,0,2.6942e+10,3.3887e+10,3.872e+09,3.38e+08,3.38e+08,0.33,0.33,0.41,1.287e+09,-1.026e+09,-4.7e+08,-2.18e+08,5.98e+08,1.173e+09,34.49,36.68,32.3,0.0891,0.0163,12.7,2.71,32.54,3.95,1.3527,2.5882,0.1741,0.0848,0.19,0.11,0.6367,0.97,0.0128600366904204,0,0.0281,0.0128600366904204,0.0281,0.21366530375475,0.00685604165491194,0.00600399503550846,2014,412,0.08,0,0,0,0,0.38,0,0,0
"623","KMI",2014,208,"Energy",3,"KMI_quarterly_financial_data.xls","kinder morgan","kinder morgan inc","kinder morgan inc",2130052022,2130052022,1,8.3198e+10,3.752e+09,4.8772e+10,6.362e+09,3.4076e+10,3.5e+08,0,2.6956e+10,4.0246e+10,3.951e+09,1.26e+08,1.26e+08,0.14,0.07,0.44,9.75e+08,-1.19e+09,6e+07,-1.57e+08,3.15e+08,9.39e+08,38.22,43.18,33.25,0.057,0.0131,16,3.13,31.85,5.65,2.1761,1.1811,0.4096,0.0632,0.21,0.02,0.5898,1.6,0.0229512365810881,0,-6e-04,0.0229512365810881,-6e-04,0.970152385090401,0.0235333280121423,-0.000582091431054241,2015,479,0.05,0,0,0,0,0.05,0,0,0
"624","KMI",2015,208,"Energy",3,"KMI_quarterly_financial_data.xls","kinder morgan","kinder morgan inc","kinder morgan inc",2231555976,2231555976,1,8.4104e+10,2.824e+09,4.8701e+10,4.065e+09,3.5119e+10,2.84e+08,0,2.7341e+10,4.2406e+10,3.636e+09,-6.95e+08,-6.95e+08,-0.32,-0.32,0.51,1.796e+09,-9.84e+08,-7.59e+08,5e+07,2.29e+08,8.97e+08,23.55,32.89,14.22,0.0072,0.003,15.74,1.48,47.1,7.58,16.8353,1.2075,0.4176,0.0176,0.17,0.4,0.6947,0.91,-0.457272090008256,1e-04,-0.0216,-0.457372090008256,-0.0217,1.13954623544843,-0.432643936699025,-0.024628153309231,2016,485,0.06,0,0.01,0,0,0.05,0,0,0
"625","KMX",2013,209,"Consumer Discretionary",1,"KMX_quarterly_financial_data.xls","carmax","carmax inc","carmax inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,-0.0684255363307006,0,0.0281,-0.0684255363307006,0.0281,0.850810218465417,-0.0923333034695788,0.0239077671388782,2014,435,0,0,0,0,0,0,0,0,0
"626","KMX",2014,209,"Consumer Discretionary",1,"KMX_quarterly_financial_data.xls","carmax","carmax inc","carmax inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,0.155703933116167,0,-6e-04,0.155703933116167,-6e-04,2.43693053343532,0.157166091436228,-0.00146215832006119,2015,428,0.1,0,0,0,0,0.1,0,0,0
"627","KMX",2015,209,"Consumer Discretionary",1,"KMX_quarterly_financial_data.xls","carmax","carmax inc","carmax inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,-0.0598722511093231,1e-04,-0.0216,-0.0599722511093231,-0.0217,0.775404718715323,-0.0431459687132006,-0.0167262823961225,2016,391,0.18,0,0.08,0,0,0.1,0,0,0
"628","KO",2013,210,"Consumer Staples",2,"KO_quarterly_financial_data.xls","coca-cola company","the coca-cola company","coca-cola co",4405893150,4405893150,1,9.0055e+10,3.1304e+10,5.6615e+10,2.7811e+10,3.3173e+10,2.67e+08,0,1.3281e+10,1.9154e+10,1.104e+10,1.71e+09,1.71e+09,0.4,0.38,0.28,2.83e+09,-1.231e+09,-2.362e+09,-7.04e+08,1.0414e+10,8.78e+08,39.11,41.39,36.83,0.2641,0.0961,7.53,5.37,20.16,11.01,0.5776,0.5774,0.3684,0.1832,0.52,0.44,1.1256,2.19,0.0274864840043236,0,0.0281,0.0274864840043236,0.0281,0.50169497248105,0.0133888552776061,0.0140976287267175,2014,147,0.41,0.79,0.42,0.11,0,0.04,1,1,1
"629","KO",2014,210,"Consumer Staples",2,"KO_quarterly_financial_data.xls","coca-cola company","the coca-cola company","coca-cola co",4366243616,4366243616,1,9.2023e+10,3.2986e+10,6.1462e+10,3.2374e+10,3.032e+10,2.41e+08,0,1.3764e+10,1.9063e+10,1.0872e+10,7.7e+08,7.7e+08,0.18,0.18,0.3,2.636e+09,-9.48e+08,-3.435e+09,-2.126e+09,8.958e+09,7.83e+08,42.4,45,39.8,0.2176,0.0757,6.94,5.56,23.56,12.23,0.7501,0.6287,0.3295,0.1543,0.49,0.42,1.0189,2.2,-0.0599835156472551,0,-6e-04,-0.0599835156472551,-6e-04,1.2577606022959,-0.0592288592858776,-0.000754656361377539,2015,34,0.66,0.09,0.11,0.09,0.1,0.07,1,1,1
"630","KO",2015,210,"Consumer Staples",2,"KO_quarterly_financial_data.xls","coca-cola company","the coca-cola company","coca-cola co",4329497778,4329497778,1,9.0093e+10,3.3395e+10,6.4329e+10,2.693e+10,2.5554e+10,2.1e+08,0,1.2631e+10,2.8407e+10,1e+10,1.237e+09,1.237e+09,0.29,0.28,0.33,2.138e+09,-7.73e+08,-3.935e+09,-2.674e+09,7.309e+09,8.2e+08,42.17,43.91,40.43,0.2701,0.08,5.9,7.04,26.86,13.55,0.7805,1.1116,0.2836,0.166,0.48,0.3,1.2401,2.31,0.00794591555365344,1e-04,-0.0216,0.00784591555365344,-0.0217,0.704349102098717,0.0231302910691956,-0.0151843755155422,2016,103,0.52,0.01,0.03,0.1,0.12,0.07,1,1,1
"631","KR",2013,211,"Consumer Staples",2,"KR_quarterly_financial_data.xls","kroger","the kroger co","kroger co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0546394155116174,0,0.0281,-0.0546394155116174,0.0281,1.53253814137109,-0.0977037372841449,0.0430643217725276,2014,225,0.31,0.53,0.17,0,0,0.78,0,1,0
"632","KR",2014,211,"Consumer Staples",2,"KR_quarterly_financial_data.xls","kroger","the kroger co","kroger co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0704845248900354,0,-6e-04,0.0704845248900354,-6e-04,1.78355096007517,0.0715546554660805,-0.0010701305760451,2015,232,0.36,0.08,0,0,0,0.13,1,1,0
"633","KR",2015,211,"Consumer Staples",2,"KR_quarterly_financial_data.xls","kroger","the kroger co","kroger co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105015138314833,1e-04,-0.0216,0.104915138314833,-0.0217,0.475538897936019,0.115234332400045,-0.0102191940852116,2016,164,0.41,0.1,0.03,0,0,0.13,1,1,0
"634","KSS",2013,212,"Consumer Discretionary",1,"KSS_quarterly_financial_data.xls","kohl's","kohl's corporation","kohl's corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.0262444949918228,0,0.0281,0.0262444949918228,0.0281,1.09200373802162,-0.00444081004658465,0.0306853050384075,2014,118,0.45,0.28,0.25,0.25,0.43,0.37,1,1,1
"635","KSS",2014,212,"Consumer Discretionary",1,"KSS_quarterly_financial_data.xls","kohl's","kohl's corporation","kohl's corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.0235383318818711,0,-6e-04,0.0235383318818711,-6e-04,1.30696474805319,0.024322510730703,-0.000784178848831913,2015,122,0.51,0.08,0.04,0.02,0.06,0.11,1,1,1
"636","KSS",2015,212,"Consumer Discretionary",1,"KSS_quarterly_financial_data.xls","kohl's","kohl's corporation","kohl's corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.0105530736543927,1e-04,-0.0216,0.0104530736543927,-0.0217,1.53097769639826,0.043675289666235,-0.0331222160118423,2016,98,0.53,0.1,0.06,0,0.06,0.11,1,1,1
"637","KSU",2013,213,"Industrials",6,"KSU_quarterly_financial_data.xls","kansas city southern","kansas city southern","kansas city southern",110247066,110247066,1,7435400000,942400000,3758800000,730600000,3370600000,3.06e+08,6100000,0,1856900000,615600000,113800000,113800000,1.03,1.03,0.21,225800000,-269500000,377300000,333600000,429500000,267700000,116.9,125.96,107.84,0.1082,0.0511,30.52,3.94,39.1,95.24,0.2683,0.5519,0.4525,0.1482,0.34,-0.38,1.2899,2.06,0.0246938885237619,0,0.0281,0.0246938885237619,0.0281,1.25143871125807,-0.0104715392625899,0.0351654277863517,2014,435,0,0,0,0,0,0,0,0,0
"638","KSU",2014,213,"Industrials",6,"KSU_quarterly_financial_data.xls","kansas city southern","kansas city southern","kansas city southern",110411095,110411095,1,8.091e+09,818300000,4026900000,898800000,3755500000,308600000,6100000,0,1.841e+09,642500000,1.41e+08,1.41e+08,1.28,1.27,0.28,224200000,-260100000,98100000,62200000,3.48e+08,260900000,118.03,126.49,109.57,0.1401,0.065,33.96,3.58,27.39,96.36,0.246,0.491,0.4634,0.1949,0.33,-0.33,0.9104,1.94,0.0279377536067749,0,-6e-04,0.0279377536067749,-6e-04,0.310003444659434,0.0281237556735706,-0.00018600206679566,2015,349,0.18,0,0,0,0,0.18,0,0,0
"639","KSU",2015,213,"Industrials",6,"KSU_quarterly_financial_data.xls","kansas city southern","kansas city southern","kansas city southern",108498752,108498752,1,8.341e+09,5.37e+08,4116300000,757600000,3914300000,310400000,6100000,0,2.045e+09,5.98e+08,139300000,139300000,1.29,1.28,0.33,238100000,-1.79e+08,-39100000,2e+07,136600000,1.66e+08,85.05,100.4,69.7,0.1249,0.0592,36.02,2.4,19.37,97.68,0.2994,0.5233,0.4686,0.1998,0.3,0.66,0.7088,1.24,-0.192404292684787,1e-04,-0.0216,-0.192504292684787,-0.0217,0.572143863299038,-0.180088770851198,-0.0123155218335891,2016,379,0.19,0,0.01,0,0,0.18,0,0,0
"640","L",2013,214,"Financials",4,"LTR_quarterly_financial_data.xls","loews","loews corporation","loews corp",387403380,387403380,1,7.9939e+10,NA,5.5033e+10,NA,1.9458e+10,5.448e+09,0,3.57e+08,1.0006e+10,3.89e+09,-1.98e+08,-1.98e+08,-0.51,-0.51,0.06,7.68e+08,-1.433e+09,7.03e+08,3.8e+07,2.95e+08,3.83e+08,47.77,49.43,46.1,0.0307,0.0074,50.23,0.96,24.37,3.98,0.1613,0.5142,0.2434,0.0395,0.19,0.99,NA,0.24,0.0186217217099141,0,0.0281,0.0186217217099141,0.0281,0.925542615029583,-0.00738602577241719,0.0260077474823313,2014,319,0.18,0,0,0,0,0.38,1,0,0
"641","L",2014,214,"Financials",4,"LTR_quarterly_financial_data.xls","loews","loews corporation","loews corp",373176361,373176361,1,7.8367e+10,NA,5.3717e+10,NA,1.928e+10,5.37e+09,0,3.74e+08,1.0333e+10,3.466e+09,2.08e+08,2.08e+08,0.56,0.56,0.06,8.94e+08,-5.05e+08,-6.57e+08,-2.73e+08,3.64e+08,1.158e+09,41.41,43.77,39.04,0.0301,0.0074,51.66,0.79,84.51,4.23,0.1586,0.5359,0.246,0.0413,0.18,-0.71,NA,0.16,0.00908435715799896,0,-6e-04,0.00908435715799896,-6e-04,0.904850890714086,0.00962726769242741,-0.000542910534428452,2015,321,0.22,0,0,0,0,0.12,1,0,0
"642","L",2015,214,"Financials",4,"LTR_quarterly_financial_data.xls","loews","loews corporation","loews corp",338998280,338998280,1,7.6029e+10,NA,5.3219e+10,NA,1.7561e+10,5.249e+09,0,3.51e+08,9.543e+09,3.333e+09,-2.01e+08,-2.01e+08,-0.57,-0.57,0.06,1.352e+09,-3.48e+08,-8.87e+08,1.12e+08,4.4e+08,1.08e+08,36.64,38.88,34.4,0.0139,0.0034,51.8,0.69,20.24,4.47,0.34,0.5434,0.231,0.0194,0.17,3.67,NA,0.14,0.0133701460052637,1e-04,-0.0216,0.0132701460052637,-0.0217,0.657441940735296,0.0275366361192196,-0.0141664901139559,2016,290,0.25,0,0.03,0,0,0.12,1,0,0
"643","LB",2013,215,"Consumer Discretionary",1,"LB_quarterly_financial_data.xls","l brands","l brands inc","l brands inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,-0.0495216523826112,0,0.0281,-0.0495216523826112,0.0281,0.482869287974763,-0.063090279374702,0.0135686269920908,2014,285,0.24,0.15,0.16,0,0,0.2,1,0,1
"644","LB",2014,215,"Consumer Discretionary",1,"LB_quarterly_financial_data.xls","l brands","l brands inc","l brands inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,0.0675083475716879,0,-6e-04,0.0675083475716879,-6e-04,2.27023492015753,0.0688704885237824,-0.00136214095209452,2015,279,0.29,0,0.04,0,0,0.1,1,0,1
"645","LB",2015,215,"Consumer Discretionary",1,"LB_quarterly_financial_data.xls","l brands","l brands inc","l brands inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.00428789613913038,1e-04,-0.0216,0.00418789613913038,-0.0217,0.234604355764075,0.0092788106592108,-0.00499091452008042,2016,238,0.32,0,0.06,0,0,0.11,1,0,1
"646","LH",2013,216,"Health Care",5,"LH_quarterly_financial_data.xls","laboratory corp of america holdings","laboratory corporation of america holdings","laboratory corp of america holdings",85300000,85300000,1,6965900000,1432100000,4455200000,735700000,2491300000,19400000,0,4594800000,2889100000,1.437e+09,126300000,126300000,1.45,1.43,0,248700000,-112800000,95400000,229900000,4.04e+08,59100000,97.5,108,87.01,0.2186,0.0856,29.21,3.32,15.91,0,0,1.1597,0.3576,0.0988,0.87,2.22,1.9466,1.44,-0.108583893192031,0,0.0281,-0.108583893192031,0.0281,0.134492606748089,-0.112363135441653,0.00377924224962129,2014,316,0.18,0,0,0,0,0.89,0,0,0
"647","LH",2014,216,"Health Care",5,"LH_quarterly_financial_data.xls","laboratory corp of america holdings","laboratory corporation of america holdings","laboratory corp of america holdings",100300000,100300000,1,7301800000,1692700000,4463600000,976300000,2820500000,17700000,0,4575200000,2682700000,1512700000,119600000,119600000,1.41,1.37,0,213700000,-147300000,-58800000,4300000,5.8e+08,45800000,102.72,109.84,95.61,0.1902,0.0713,28.12,3.13,17.21,0,0,0.9511,0.3863,0.085,0.84,1.67,1.7338,1.51,0.0306790126474564,0,-6e-04,0.0306790126474564,-6e-04,0.65161397095022,0.0310699810300265,-0.000390968382570132,2015,394,0.14,0,0,0,0,0.14,0,0,0
"648","LH",2015,216,"Health Care",5,"LH_quarterly_financial_data.xls","laboratory corp of america holdings","laboratory corporation of america holdings","laboratory corp of america holdings",101700000,101700000,1,14221700000,2.663e+09,9262400000,1701500000,4944400000,14900000,0,9551200000,5992100000,2300500000,1.15e+08,1.15e+08,1.13,1.11,0,384600000,-128600000,-239600000,3400000,716400000,8.5e+07,116.77,126.24,107.3,0.0913,0.0305,48.62,2.41,25.89,0,0,1.2119,0.3477,0.0503,0.61,2.95,1.5651,1.24,0.0171306742409649,1e-04,-0.0216,0.0170306742409649,-0.0217,1.09190048711745,0.0407249148114135,-0.0235942405704486,2016,396,0.18,0,0.04,0,0,0.14,0,0,0
"649","LLL",2013,217,"Industrials",6,"LLL_quarterly_financial_data.xls","l-3 communications holdings","l-3 communications holdings inc","l-3 communications holdings inc",85847821,85847821,1,1.3988e+10,4.594e+09,7.932e+09,2.534e+09,5.981e+09,7.5e+07,0,8.081e+09,3.654e+09,3.249e+09,1.69e+08,1.69e+08,1.92,1.87,0.55,6.46e+08,-1.2e+08,-4.03e+08,1.23e+08,5e+08,6e+07,99.53,107.13,91.94,0.1315,0.0538,69.67,1.53,11.55,12.56,0.2593,0.6109,0.4276,0.0595,0.9,6.83,1.8129,0.77,0.0323345294119484,0,0.0281,0.0323345294119484,0.0281,0.84196614369281,0.0086752807741804,0.023659248637768,2014,435,0,0,0,0,0,0,0,0,0
"650","LLL",2014,217,"Industrials",6,"LLL_quarterly_financial_data.xls","l-3 communications holdings","l-3 communications holdings inc","l-3 communications holdings inc",82526828,82526828,1,1.3836e+10,4.737e+09,8.476e+09,2.525e+09,5.285e+09,7.5e+07,0,7.744e+09,3.973e+09,3.208e+09,2.03e+08,2.03e+08,2.42,2.36,0.6,5.2e+08,-6.7e+07,-4.5e+08,-5e+06,4.42e+08,6.8e+07,118.22,128.34,108.11,0.1147,0.0474,64.04,1.7,16.7,14.96,0.3062,0.7518,0.382,0.0548,0.87,5.48,1.876,0.82,0.0128384147563829,0,-6e-04,0.0128384147563829,-6e-04,0.689091722175421,0.0132518697896881,-0.000413455033305252,2015,467,0.07,0,0,0,0,0.02,0,0,1
"651","LLL",2015,217,"Industrials",6,"LLL_quarterly_financial_data.xls","l-3 communications holdings","l-3 communications holdings inc","l-3 communications holdings inc",77818517,77818517,1,1.2085e+10,4.232e+09,7.656e+09,2.879e+09,4.355e+09,7.4e+07,0,6.48e+09,3.143e+09,2.143e+09,-1.66e+08,-1.66e+08,-2.11,-2.11,0.65,4.67e+08,-1.11e+08,-4.67e+08,-1.16e+08,2.07e+08,5.6e+07,115.15,128.4,101.9,-0.0496,-0.0183,55.96,1.97,87.9,17.56,NA,0.7217,0.3604,NA,0.8,5.28,1.47,0.92,-0.0239759464457224,1e-04,-0.0216,-0.0240759464457224,-0.0217,1.54686093645796,0.00949093587541534,-0.0334668823211377,2016,411,0.17,0,0.04,0,0,0.08,0,0,1
"652","LLTC",2013,218,"Information Technology",7,"LLTC_quarterly_financial_data.xls","linear technology","linear technology corporation","linear technology corp",235920816,235920816,1,2271498000,1984777000,1133440000,1029864000,1138058000,0,0,14900000,0,334595000,104751000,104751000,0.44,0.44,0.26,169044000,5457000,-36344000,138157000,413123000,4009000,42.04,45.38,38.7,0.4128,0.1972,4.82,9.36,24.58,8.64,0.4297,0,0.501,0.3232,0.61,0.7,1.9272,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,227,0.31,0.39,0.33,0,0,1,0,0,0
"653","LLTC",2014,218,"Information Technology",7,"LLTC_quarterly_financial_data.xls","linear technology","linear technology corporation","linear technology corp",239194328,239194328,1,1728548000,1421334000,290056000,169790000,1438492000,0,0,12700000,0,352575000,123602000,123602000,0.51,0.5,0.27,147957000,-71833000,-85891000,-9767000,136289000,16201000,42.23,46.52,37.95,0.3723,0.2693,6.01,7.28,21.33,9.72,0.5141,0,0.8322,0.3482,0.77,0.55,8.3711,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,353,0.17,0,0.04,0,0,0.13,0,0,0
"654","LLTC",2015,218,"Information Technology",7,"LLTC_quarterly_financial_data.xls","linear technology","linear technology corporation","linear technology corp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,390,0.18,0,0.05,0,0,0.13,0,0,0
"655","LLY",2013,219,"Health Care",5,"LLY_quarterly_financial_data.xls","eli lilly","eli lilly and company","eli lilly & co",1119713084,1119713084,1,35248700000,13104700000,1.7608e+10,8916600000,17631400000,9300000,0,4331100000,4200300000,5808800000,727500000,727500000,0.5,0.52,0.49,1726800000,-1232400000,-1036400000,-538700000,3830200000,308700000,49.5,51.34,47.65,0.2897,0.1391,15.75,3.3,11.67,27.08,0.4706,0.2382,0.5002,0.2027,0.69,1.27,1.4697,1.62,0.015412101802052,0,0.0281,0.015412101802052,0.0281,1.33046440862743,-0.0219739480803789,0.0373860498824309,2014,234,0.3,0.27,0.18,0.3,0.35,0.19,0,1,1
"656","LLY",2014,219,"Health Care",5,"LLY_quarterly_financial_data.xls","eli lilly","eli lilly and company","eli lilly & co",1111103942,1111103942,1,37178200000,12179800000,21790100000,11207500000,15373200000,14900000,0,4642300000,5367700000,5121300000,428500000,428500000,0.4,0.4,0.49,1349600000,-2178900000,1628400000,705800000,3871600000,393600000,67.36,72.83,61.9,0.1379,0.0675,13.84,4.24,28.66,29.04,0.9145,0.3492,0.4135,0.1219,0.55,0.86,1.0868,2.2,0.0126907266646645,0,-6e-04,0.0126907266646645,-6e-04,0.654336106126645,0.0130833283283405,-0.000392601663675987,2015,139,0.49,0.12,0.03,0,0,0.14,1,1,1
"657","LLY",2015,219,"Health Care",5,"LLY_quarterly_financial_data.xls","eli lilly","eli lilly and company","eli lilly & co",1106093485,1106093485,1,35568900000,12573600000,20978600000,8229600000,14571300000,1.9e+07,0,9074700000,7972400000,5375600000,478400000,478400000,0.45,0.45,0.5,804300000,253700000,-679600000,427600000,3666400000,287600000,82.25,87.52,76.98,0.1622,0.0671,13.17,5.99,37.22,31.04,0.9202,0.5471,0.4097,0.1207,0.56,0.47,1.5279,2.72,0.0267004906569747,1e-04,-0.0216,0.0266004906569747,-0.0217,-0.252427734458681,0.0211228088192213,0.00557768183775338,2016,141,0.44,0.03,0.03,0.04,0.02,0.14,1,1,1
"658","LMT",2013,220,"Industrials",6,"LMT_quarterly_financial_data.xls","lockheed martin","lockheed martin corporation","lockheed martin corp",321430271,321430271,1,3.6188e+10,1.3329e+10,3.127e+10,1.112e+10,4.918e+09,0,0,1.0348e+10,6.152e+09,1.1533e+10,4.88e+08,4.88e+08,1.52,1.5,1.33,9.38e+08,-3.37e+08,-6.45e+08,-4.4e+07,2.617e+09,3.45e+08,135.75,149.99,121.52,NA,0.0776,15.3,34.02,14.49,29.4,0.5144,1.2509,0.1359,0.0657,1.18,1.84,1.1987,1.43,0.0481616860841711,0,0.0281,0.0481616860841711,0.0281,0.21891876088639,0.0420100689032636,0.00615161718090757,2014,45,0.58,0.49,0.56,0.63,0.87,0,1,1,1
"659","LMT",2014,220,"Industrials",6,"LMT_quarterly_financial_data.xls","lockheed martin","lockheed martin corporation","lockheed martin corp",315583849,315583849,1,3.7073e+10,1.2329e+10,3.3673e+10,1.1112e+10,3.4e+09,0,0,1.0862e+10,6.169e+09,1.253e+10,9.04e+08,9.04e+08,2.87,2.82,1.5,-2.01e+08,-6.59e+08,-6.57e+08,-1.517e+09,1.446e+09,3.89e+08,182.5,198.72,166.28,0.8457,0.0976,10.77,12.6,18.45,34.88,0.4809,1.8144,0.0917,0.0793,1.23,-1.87,1.1095,1.78,0.00525877677028555,0,-6e-04,0.00525877677028555,-6e-04,0.257253600260657,0.00541312893044195,-0.000154352160156394,2015,56,0.61,0.08,0.09,0.06,0.13,0.05,1,1,1
