"";"Companies";"YearFinancialIndicator";"Industry";"Asset";"DebtRatio";"NetMargin";"ROA";"ROE";"TobinsQ";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"GreenReputation";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore"
"892";298;2013;2;3,8168e+10;-3,56;0,11;0,23;-1,51;4,26;0,76;0,81;0,93;0,64;0;0,1;0;0,05
"893";299;2015;4;3,58493e+11;1,18;0,25;0,01;0,09;0,21;0,01;0,03;0,02;0,04;0,1;0,1;0;0,05
"894";299;2014;4;3,45072e+11;1,08;0,26;0,01;0,09;0,2;0,02;0,03;0,02;0,06;0,09;0,1;0;0,05
"895";299;2013;4;3,20296e+11;0,87;0,25;0,01;0,1;0,22;0,07;0,14;0,08;0;0,22;0,1;0;0,05
"896";300;2015;8;1,7076e+10;0,86;0,09;0,08;0,28;1,66;0,11;0,1;0,14;0,05;0,1;0,1;0,05;0
"897";300;2014;8;1,7583e+10;0,75;0,14;0,12;0,36;1,91;0;0,11;0;0;0,1;0,1;0,05;0
"898";300;2013;8;1,5863e+10;0,68;0,21;0,2;0,65;1,68;0,32;0,33;0,19;0,35;0,5;0;0,05;0
"899";301;2014;11;4,8864e+10;1,87;0,09;0,02;0,06;0,84;0;0;0;0,11;0,12;0;0;0
"900";301;2015;11;3,9301e+10;1,79;0,12;0,04;0,14;1,09;0;0,03;0;0,11;0,12;0;0;0
"901";301;2013;11;4,6259e+10;1,38;0,15;0,04;0,13;0,82;0;0;0;0;0,6;0;0;0
"902";302;2013;4;7,31781e+11;0,76;-0,02;0;-0,02;0,08;0,83;0,64;0,67;0;0,68;0;0,05;0
"903";302;2015;4;7,57388e+11;0,68;0,1;0,01;0,13;0,08;0,11;0,07;0,06;0,08;0,14;0,1;0,05;0
"904";302;2014;4;7,66655e+11;0,47;0,02;0;0,03;0,09;0,06;0,06;0,05;0,08;0,14;0,1;0,05;0
"905";303;2015;3;4,858e+10;0,38;0,04;0,09;0,19;0,98;0;0,09;0;0;0,04;0;0;0,05
"906";303;2014;3;4,8741e+10;0,36;0,03;0,1;0,22;0,85;0;0;0;0;0,04;0;0;0,05
"907";303;2013;3;4,9798e+10;0,28;0,02;0,07;0,17;0,91;0;0;0;0;0,25;0;0;0,05
"908";304;2015;8;1,8319e+10;2,04;0,14;0,08;0,33;2,05;0,04;0,02;0,08;0,13;0,06;0,1;0,05;0,05
"909";304;2014;8;1,9802e+10;1,54;0,14;0,08;0,26;2,32;0,04;0,02;0,07;0,11;0,06;0,1;0,05;0,05
"910";304;2013;8;2,0255e+10;1,21;0,15;0,09;0,28;2,27;0,27;0,21;0,55;0,87;0,68;0,1;0,05;0,05
"911";305;2013;3;12292788000;0,4;-0,24;-0,06;-0,12;2,31;0;0;0;0;0,59;0;0;0
"912";305;2015;3;1,5154e+10;0,38;-0,06;-0,02;-0,03;1,33;0;0,02;0;0;0,01;0;0;0
"913";305;2014;3;1,4926e+10;0,31;0,18;0,07;0,13;1,6;0;0;0;0;0,01;0;0;0
"914";306;2015;7;5,0229e+10;0,33;0,2;0,1;0,14;1,41;0,13;0;0,13;0,05;0,13;0;0,05;0,05
"915";306;2013;7;4,6282e+10;0;0,27;0,15;0,18;2,38;0,65;0,74;0,91;0,86;0,29;0;0,05;0,05
"916";306;2014;7;4,8447e+10;0;0,3;0,17;0,21;2,2;0,12;0,12;0,15;0,06;0,13;0;0,05;0,05
"917";307;2014;2;1,5196e+10;1,02;0,17;0,1;0,3;NA;0,04;0,02;0,05;0,01;0;0,1;0;0,05
"918";307;2013;2;1,5402e+10;0,99;0,21;0,11;0,34;NA;0,4;0,39;0,61;0,39;0;0,1;0;0,05
"919";307;2015;2;5,3224e+10;0,93;0,3;0,07;0,22;NA;0,04;0,03;0,06;0,02;0;0,1;0;0,05
"920";308;2014;1;20713190000;0,96;0,08;0,03;0,08;1,39;0,02;0,01;0,1;0,08;0,12;0,1;0,05;0,05
"921";308;2013;1;20072947000;0,92;0,09;0,04;0,09;1,01;0,18;0,06;0,62;0,72;0,3;0,1;0,05;0,05
"922";308;2015;1;20921855000;0,84;0;0;0,08;1,6;0,02;0,01;0,09;0,09;0,12;0,1;0,05;0,05
"923";309;2013;5;2951013000;0,26;0,2;0,17;0,26;8,9;0;0;0;0;0;0;0;0
"924";309;2014;5;3871827000;0,18;0,12;0,1;0,14;10,62;0;0;0;0;0,17;0;0;0
"925";309;2015;5;5609132000;0,1;0,16;0,13;0,19;8,97;0;0,08;0;0;0,17;0;0;0
"926";310;2015;4;1,2605e+11;0,52;0,19;0,01;0,06;0,13;0;0,01;0;0;0,1;0;0;0
"927";310;2013;4;1,17396e+11;0,32;0,21;0,01;0,07;0,11;0;0;0;0;0,65;0;0;0
"928";310;2014;4;1,19679e+11;0,21;0,22;0,01;0,07;0,12;0;0;0;0;0,1;0;0;0
"929";311;2014;7;3547871000;0,58;0,1;0,06;0,12;3,26;0;0;0;0;0,19;0;0;0
"930";311;2015;7;3899205000;0,54;0,1;0,05;0,15;3,88;0;0,05;0;0;0,19;0;0;0
"931";311;2013;7;2851368000;0,03;0,12;0,06;0,12;2,96;0;0;0;0;0;0;0;0
"932";312;2015;1;6,341e+09;0,23;0,06;0,08;0,13;1,22;0;0,04;0;0;0,12;0;0;0
"933";312;2014;1;6,344e+09;0,21;0,1;0,12;0,18;2,24;0;0,07;0;0;0,12;0;0;0
"934";312;2013;1;6,06e+09;0,14;0,1;0,13;0,19;2,27;0;0;0;0;0,5;0;0;0
"935";313;2015;6;6419700000;0,74;0,13;0,13;0,33;1,93;0,12;0,1;0,12;0,11;0,12;0,1;0,05;0,05
"936";313;2014;6;6,202e+09;0,58;0,14;0,14;0,31;2,23;0;0,08;0,12;0,09;0,12;0,1;0,05;0,05
"937";313;2013;6;5940800000;0,43;0,12;0,14;0,35;2,55;0,7;0,48;0,89;0,84;0,5;0,1;0,05;0,05
"938";314;2013;6;8184981000;0,62;0,19;0,07;0,14;1,82;0;0;0;0;0,72;0;0;0
"939";314;2015;6;10168365000;0,46;0,18;0,08;0,14;2,12;0;0,07;0;0;0,13;0;0;0
"940";314;2014;6;8412934000;0,41;0,16;0,08;0,14;2,02;0;0;0;0;0,13;0;0;0
"941";315;2014;1;4669242000;0,18;0,08;0,21;0,42;3,6;0;0;0;0;0,11;0;0;0
"942";315;2015;1;4903771000;0,17;0,09;0,21;0,43;4,15;0;0,01;0;0;0,11;0;0;0
"943";315;2013;1;3946723000;0,08;0,08;0,22;0,46;4,14;0;0;0;0;0,6;0;0;0
"944";316;2015;6;20577200000;0,97;0,07;0,04;0,1;1,14;0;0,01;0;0;0,13;0,1;0;0,05
"945";316;2014;6;2,0094e+10;0,91;0,05;0,03;0,07;1,08;0;0,01;0;0;0,13;0,1;0;0,05
"946";316;2013;6;19949200000;0,89;0,06;0,03;0,08;0,97;0;0;0;0;0,09;0;0;0
"947";317;2014;6;2,79e+10;0,56;0,1;0,08;0,2;1,23;0,09;0,09;0,08;0,07;0,05;0,1;0,05;0,05
"948";317;2015;6;2,9281e+10;0,53;0,09;0,07;0,21;1,33;0,08;0,09;0,09;0,14;0,05;0,1;0,05;0,05
"949";317;2013;6;2,5967e+10;0,43;0,08;0,08;0,22;0,95;0,51;0,58;0,65;0,83;0;0;0,05;0,05
"950";318;2015;10;7,9551e+10;1,5;-0,1;-0,02;-0,08;NA;0;0,11;0;0;0,16;0,1;0,05;0,05
"951";318;2014;10;8,3038e+10;1,47;-0,11;-0,04;-0,13;NA;0,09;0,11;0,07;0,05;0,16;0,1;0,05;0,05
"952";318;2013;10;8,6095e+10;1,25;-0,12;-0,03;-0,12;NA;0,4;0,35;0,63;0,49;0,68;0,1;0,05;0,05
"953";319;2013;10;6783188000;15,12;-0,04;-0,01;-0,12;2,56;0;0;0;0;0;0;0;0
"954";320;2014;10;7841125000;-4,95;-0,02;0;2,64;2,82;0;0;0;0;0,16;0;0;0
"955";320;2015;10;7403215000;-11,9;-0,11;-0,02;0,14;2,96;0;0;0;0;0,16;0;0;0
"956";321;2013;1;10255200000;0,42;0,01;0,01;0,02;5,9;0,51;0,52;0;0;0,16;0;0;0,05
"957";321;2014;1;12351100000;0,35;0,15;0,23;0,48;5,07;0,1;0,08;0;0;0,1;0,1;0,05;0,05
"958";321;2015;1;12943500000;0,33;0,12;0,2;0,42;7,17;0,08;0,09;0,1;0,02;0,1;0,1;0,05;0,05
"959";322;2015;4;1,83718e+11;0,24;0,21;0,01;0,12;0,3;0,03;0,06;0,03;0;0,1;0;0;0
"960";322;2013;4;1,43642e+11;0,2;0,19;0,01;0,11;0,36;0,24;0,15;0;0;0,56;0;0;0
"961";322;2014;4;1,54642e+11;0,17;0,21;0,01;0,12;0,34;0,06;0,02;0,01;0;0,1;0;0;0
"962";323;2015;3;3,2923e+10;1,98;0,04;0,01;0,03;NA;0;0,03;0,03;0,08;0,05;0,1;0,05;0,05
"963";323;2014;3;3,404e+10;1,56;0,18;0,03;0,13;NA;0,12;0,03;0,02;0,1;0,06;0,1;0,05;0,05
"964";323;2013;3;3,3533e+10;1,53;0,19;0,03;0,12;NA;0,64;0,06;0,12;0,5;0,44;0,1;0,05;0,05
"965";324;2015;8;5791855000;2,21;0,09;0,18;1,13;4,39;0;0,11;0;0;0,11;0,1;0,05;0
"966";324;2014;8;5706052000;1,13;0,08;0,14;0,63;4,59;0,11;0,12;0;0;0,12;0,1;0,05;0
"967";324;2013;8;6382507000;0,65;0,07;0,12;0,42;2,96;0,68;0,78;0,75;0;0,29;0,1;0,05;0
"968";325;2014;1;8,369e+09;3,43;0,12;0,06;0,24;2,99;0;0;0;0;0,16;0;0;0
"969";325;2013;1;8,845e+09;1,13;0,1;0,04;0,11;2,9;0;0;0;0;0;0;0;0
"970";325;2015;1;8,047e+09;-32,72;0,11;0,06;0,89;3,52;0;0,06;0;0;0,16;0;0;0
"971";326;2015;2;16694800000;0,76;0,06;0,03;0,06;1,12;0;0,07;0;0;0,1;0,1;0;0,05
"972";326;2014;2;9334800000;0,37;0,1;0,06;0,11;1,26;0;0,06;0;0;0,1;0,1;0;0,05
"973";326;2013;2;9,246e+09;0,36;0,1;0,06;0,11;1,38;0,44;0,38;0,51;0;0,35;0,1;0;0,05
"974";327;2015;3;6,8005e+10;0,41;0,06;0,03;0,06;1,31;0,06;0,06;0,12;0,08;0,02;0,1;0;0,05
"975";327;2014;3;6,6904e+10;0,28;0,11;0,08;0,14;1,63;0,04;0,07;0,12;0,12;0,02;0,1;0;0,05
"976";327;2013;3;6,71e+10;0,26;0,15;0,1;0,18;1,72;0,62;0,76;0,88;0,21;0,55;0;0;0
"977";328;2015;4;19857941000;1,49;0,16;0,02;0,04;1,06;0,07;0,06;0,09;0,14;0,14;0;0;0,05
"978";328;2014;4;17096587000;1,26;0,33;0,03;0,08;1,11;0;0,02;0;0;0,14;0;0;0
"979";328;2013;4;14959001000;1,11;0,07;0,01;0,02;1,03;0,17;0,38;0,67;0,6;0,48;0;0;0
"980";329;2015;7;9073003000;0,38;0,08;0,05;0,08;NA;0;0,06;0;0;0,13;0,1;0;0,05
"981";329;2013;7;10488717000;0,28;0,17;0,11;0,15;NA;0,59;0,45;0;0;0,87;0;0;0,05
"982";329;2014;7;10289957000;0,18;0,15;0,1;0,15;NA;0;0,05;0;0;0,13;0,1;0;0,05
"983";330;2015;11;7,823e+10;1,2;0,14;0,03;0,12;0,89;0;0,02;0,03;0,01;0,12;0,1;0;0
"984";330;2013;11;6,455e+10;1,12;0,1;0,03;0,09;0,89;0;0,09;0,11;0;0,11;0,1;0;0
"985";330;2014;11;7,23e+09;1,04;0,11;0,03;0,1;0,97;0;0,02;0,04;0;0,12;0,1;0;0
"986";331;2015;4;30650673000;5,01;0,28;0,06;0,39;2,69;0;0,07;0;0;0,13;0,1;0,05;0,05
"987";331;2014;4;29532330000;4,09;0,31;0,05;0,26;2,59;0,03;0,07;0;0;0,13;0,1;0,05;0,05
"988";331;2013;4;33324574000;3,88;0,31;0,04;0,23;2,05;0,54;0,44;0;0;0,74;0;0;0,05
"989";332;2015;6;7077450000;1,12;0,09;0,05;0,11;1,85;0;0;0;0;0,13;0;0;0
"990";332;2014;6;4401722000;0,81;0,13;0,08;0,18;2,87;0;0;0;0;0,13;0;0;0
"991";332;2013;6;3882797000;0,73;0,15;0,08;0,19;2,85;0;0;0;0;0,31;0;0;0
"992";333;2015;11;4,115e+10;1,11;0,13;0,03;0,12;0,93;0;0,1;0,12;0;0,1;0,1;0,05;0,05
"993";333;2014;11;3,9732e+10;1,07;0,11;0,03;0,1;1,02;0;0,09;0,09;0;0,11;0,1;0,05;0,05
"994";333;2013;11;3,7244e+10;1,02;0,09;0,03;0,09;0,9;0,31;0,59;0,48;0;0,89;0;0,05;0,05
"995";334;2014;4;1,90328e+11;0,6;0,21;0,01;0,08;0,18;0;0;0;0;0,1;0;0;0
"996";334;2013;4;1,75335e+11;0,52;0,16;0,01;0,06;0,19;0;0;0;0;0,65;0;0;0
"997";334;2015;4;1,90817e+11;0,38;0,23;0,01;0,08;0,15;0;0,03;0;0;0,1;0;0;0
"998";335;2013;5;1,0248e+10;0,83;0,13;0,07;0,18;0,19;0,33;0,35;0,5;0;0,55;0;0;0
"999";335;2015;5;1,1125e+10;0,82;0,18;0,1;0,25;0,15;0,09;0,07;0,11;0;0,15;0;0;0
"1000";335;2014;5;1,0236e+10;0,75;0,16;0,09;0,22;0,18;0,12;0,07;0,08;0;0,15;0;0;0
"1001";336;2015;4;2,45192e+11;0,63;0,18;0,01;0,1;-0,09;0;0,04;0,01;0,02;0,1;0;0,05;0,05
"1002";336;2014;4;2,74119e+11;0,51;0,19;0,01;0,1;-0,18;0,01;0,03;0,01;0;0,1;0;0,05;0,05
"1003";336;2013;4;2,43291e+11;0,49;0,21;0,01;0,11;-0,1;0,13;0,41;0,17;0,27;0,34;0;0,05;0,05
"1004";337;2013;2;14336300000;1,44;0,39;0,16;0,49;1,34;0,39;0,59;0,04;0,5;0,9;0,1;0;0,05
"1005";337;2014;2;14980500000;1,26;0,12;0,05;0,15;1,6;0,08;0,12;0,01;0,05;0,1;0;0;0,05
"1006";337;2015;2;16156600000;1;0,14;0,07;0,16;2,04;0,13;0,12;0,02;0,02;0,09;0;0;0,05
"1007";338;2015;6;15870900000;0,68;0,07;0,05;0,13;1,25;0;0,07;0;0;0,15;0,1;0;0,05
"1008";338;2013;6;16535100000;0,56;0,04;0,03;0,07;0,94;0,43;0,47;0,47;0,7;0,41;0;0;0,05
"1009";338;2014;6;16733800000;0,55;0,06;0,04;0,1;1,12;0,09;0,09;0,13;0,12;0,15;0,1;0;0,05
"1010";339;2015;5;1,6247e+10;0,38;0,14;0,09;0,17;2,06;0;0,08;0;0;0,15;0,1;0;0
"1011";339;2014;5;1,7713e+10;0,38;0,05;0,03;0,06;2,01;0;0,1;0;0;0,15;0,1;0;0
"1012";339;2013;5;1,5743e+10;0,3;0,11;0,07;0,12;1,62;0,54;0,47;0;0;0,3;0;0;0
"1013";340;2013;7;1,3258e+10;0,36;0,13;0,06;0,16;1,31;0,12;0,34;0,29;0,54;0,76;0;0;0,05
"1014";340;2014;7;1,2883e+10;0,3;0,15;0,07;0,17;1,41;0,01;0,02;0,03;0,01;0,19;0,1;0;0,05
"1015";340;2015;7;1,246e+10;0,3;0,11;0,05;0,11;1,05;0,01;0,02;0;0,1;0,19;0;0;0,05
"1016";341;2014;2;17970470000;1,36;0,02;0,06;0,16;1,31;0;0,07;0;0;0,13;0;0,05;0
"1017";341;2015;2;13089468000;1,08;0,02;0,05;0,15;1,88;0;0,1;0;0;0,13;0;0,05;0
"1018";341;2013;2;13013025000;0,56;0,02;0,08;0,19;1,63;0,78;0,49;0,69;0;0,72;0;0,05;0
"1019";342;2015;10;4,02672e+11;0,97;0,09;0,04;0,13;0,85;0,03;0,04;0,03;0,02;0,16;0,1;0,05;0,05
"1020";342;2014;10;2,92829e+11;0,88;0,05;0,02;0,07;0,85;0,06;0,03;0,04;0,04;0,16;0,1;0,05;0,05
"1021";342;2013;10;2,77787e+11;0,76;0,14;0,07;0,21;0,95;0,27;0,26;0,28;0,16;0,12;0,1;0,05;0,05
"1022";343;2015;2;12276300000;0,41;0,07;0,03;0,05;1,65;0,03;0,08;0,02;0,04;0,08;0,1;0,05;0,05
"1023";343;2013;2;15580100000;0,37;0,09;0,04;0,07;0,91;0,43;0,6;0,35;0,1;0,84;0,1;0,05;0,05
"1024";343;2014;2;13996300000;0,3;0,09;0,03;0,06;1,21;0,03;0,05;0,03;0,06;0,08;0,1;0,05;0,05
"1025";344;2014;6;6913572000;-5,1;0,08;0,05;-0,32;2,36;0;0;0;0;0,13;0;0;0
"1026";344;2015;6;8427050000;-8,65;0,16;0,06;-0,4;2,3;0;0,05;0;0;0,13;0;0;0
"1027";344;2013;6;6292487000;-24,47;0,13;0,05;1,04;2,12;0;0;0;0;0;0;0;0
"1028";345;2015;1;4,1696e+10;0,9;-0,02;-0,02;-0,05;1,4;0,04;0,02;0,06;0;0,12;0,1;0,05;0,05
"1029";345;2014;1;4,6461e+10;0,84;0,02;0,03;0,09;1,11;0,04;0,06;0,05;0;0,12;0,1;0,05;0,05
"1030";345;2013;1;4,6373e+10;0,78;0,03;0,05;0,15;1,19;0,33;0,27;0,3;0;0,06;0,1;0,05;0,05
"1031";346;2014;1;4996989000;0,31;0,04;0,04;0,06;2,09;0,12;0,09;0;0;0,1;0;0,05;0,05
"1032";346;2015;1;5165800000;0,28;0,12;0,1;0,17;1,64;0,11;0,11;0;0;0,1;0;0,05;0,05
"1033";346;2013;1;4879501000;0,27;0,12;0,1;0,17;1,68;0,79;0,71;0;0;0,37;0;0,05;0,05
"1034";347;2015;1;11992433000;0,37;0,07;0,2;0,53;4;0;0,03;0;0;0,11;0,1;0;0
"1035";347;2014;1;11592048000;0,37;0,08;0,2;0,5;3,69;0;0;0;0;0,11;0,1;0;0
"1036";347;2013;1;10669239000;0,31;0,08;0,22;0,56;3,95;0,19;0,14;0;0;0,36;0,1;0;0
"1037";348;2014;5;42852100000;0,6;0,11;0,04;0,09;1,43;0,09;0,05;0;0;0,15;0,1;0;0,05
"1038";348;2013;5;31863400000;0,56;0,1;0,04;0,08;1,35;0,7;0,26;0,73;0;0,91;0;0;0,05
"1039";348;2015;5;4,0889e+10;0,54;0,12;0,05;0,1;1,63;0;0,04;0;0;0,15;0,1;0;0,05
"1040";349;2015;10;6,241e+10;1,58;0,02;0,01;0,04;0,84;0;0,07;0;0;0,16;0;0;0
"1041";349;2014;10;5,665e+10;1,56;0,01;0;0,02;0,67;0;0;0;0;0,16;0;0;0
"1042";349;2013;10;4,995e+10;1,18;0;0;0;0,81;0;0;0;0;0,37;0;0;0
"1043";350;2015;1;2,911e+10;0,53;0,15;0,06;0,13;1,29;0;0,02;0,03;0;0,12;0,1;0,05;0,05
"1044";350;2014;1;3,06e+10;0,46;0,01;0;0,01;1,33;0;0,03;0;0;0,13;0,1;0,05;0,05
"1045";350;2013;1;3,244e+10;0,36;0,16;0,06;0,12;1,21;0,21;0,19;0;0;0,68;0;0,05;0,05
"1046";351;2013;1;1473014000;0,35;0,22;0,14;0,25;7,94;0;0;0;0;0;0;0;0
"1047";351;2014;1;1,959e+09;0,23;0,18;0,12;0,22;5,43;0;0;0;0;0,13;0;0;0
"1048";351;2015;1;2,128e+09;0,14;0,13;0,09;0,15;5,65;0;0,04;0;0;0,13;0;0;0
"1049";352;2013;4;5033100000;0;0,3;0,21;0,23;NA;0,37;0,38;0;0;0,52;0;0;0,05
"1050";352;2014;4;5644400000;0;0,31;0,22;0,23;NA;0,06;0,04;0,06;0,09;0,1;0;0;0,05
"1051";352;2015;4;5106900000;0;0,29;0,22;0,25;NA;0,09;0,05;0,02;0,09;0,1;0;0;0,05
"1052";353;2015;4;1,00184e+11;0,27;0,13;0,03;0,14;0,28;0;0,04;0;0;0,16;0,1;0,05;0
"1053";353;2014;4;1,03078e+11;0,26;0,13;0,04;0,15;0,29;0;0,02;0;0;0,16;0,1;0,05;0
"1054";353;2013;4;1,03812e+11;0,25;0,14;0,04;0,15;0,27;0,46;0,22;0;0;0,45;0,1;0,05;0
"1055";354;2015;1;2370826000;0,16;0,07;0,17;0,3;4,58;0;0,06;0;0;0,1;0;0;0
"1056";354;2014;1;2034571000;0;0,06;0,18;0,3;4,95;0;0;0;0;0,1;0;0;0
"1057";354;2013;1;1903391000;0;0,06;0,17;0,29;5,34;0;0;0;0;0;0;0;0
"1058";355;2014;1;5849251000;1,99;-0,09;-0,06;-0,32;4,93;0;0;0;0;0,16;0;0;0
"1059";355;2015;1;8092460000;1,87;-0,22;-0,13;-0,9;3,92;0;0,05;0;0;0,16;0;0;0
"1060";355;2013;1;2416930000;0,9;-0,04;-0,04;-0,15;7,66;0;0;0;0;0,39;0;0;0
"1061";356;2014;2;2,3758e+10;0,76;0,02;0,05;0,12;0,84;0;0,03;0,03;0;0,1;0;0;0
"1062";356;2015;2;2,3004e+10;0,62;0,03;0,05;0,13;1;0,06;0,04;0,02;0;0,1;0;0;0
"1063";356;2013;2;1,1844e+10;0,3;0,02;0,07;0,14;0,9;0;0,12;0,28;0;0,35;0;0;0
"1064";357;2013;1;4,8273e+10;3,35;0,09;0,04;0,29;NA;0;0;0;0;0,41;0;0;0
"1065";357;2014;1;4,8501e+10;2,83;0,09;0,04;0,27;NA;0;0;0;0;0,16;0;0;0,05
"1066";357;2015;1;4,9277e+10;2,5;0,08;0,04;0,21;NA;0;0,02;0;0;0,16;0;0;0,05
"1067";358;2015;1;6,3848e+10;1;0,14;0,06;0,16;1,1;0;0,02;0;0;0,16;0;0;0,05
"1068";358;2014;1;6,3259e+10;0,87;0,14;0,06;0,14;1,4;0;0,09;0;0;0,16;0;0,05;0
"1069";358;2013;1;6,7994e+10;0,67;0,12;0,06;0,12;1,15;0,73;0,59;0;0;0,72;0;0,05;0
"1070";359;2013;7;1,8938e+10;0,38;0,17;0,11;0,19;2,45;0,27;0,17;0,27;0,58;0,86;0;0,05;0
"1071";359;2014;7;1,7722e+10;0,35;0,21;0,16;0,26;3,16;0,04;0,02;0,06;0,08;0,1;0;0,05;0
"1072";359;2015;7;1,623e+10;0,31;0,23;0,18;0,29;3,33;0,05;0,02;0,04;0,08;0,13;0;0,05;0
"1073";360;2014;6;1,4739e+10;0,78;0,04;0,04;0,12;0,89;0,02;0,02;0,02;0,11;0,07;0,1;0,05;0
"1074";360;2013;6;1,2944e+10;0,73;0,04;0,04;0,14;0,84;0,36;0,27;0,35;0,7;0,4;0,1;0,05;0
"1075";360;2015;6;1,4898e+10;0,72;0,05;0,05;0,15;0,82;0,02;0,02;0,04;0,11;0,08;0,1;0,05;0
"1076";361;2015;1;2868900000;0,21;0,07;0,08;0,16;NA;0;0,02;0;0;0,12;0;0;0
"1077";361;2014;1;2095083000;0,19;0,08;0,11;0,17;NA;0;0;0;0;0,12;0;0;0
"1078";361;2013;1;1577741000;0,05;0,08;0,12;0,17;NA;0;0;0;0;0;0;0;0
"1079";362;2014;6;3,7353e+10;4,46;0,03;0,03;0,37;1,09;0,09;0,1;0,03;0,04;0,1;0,1;0,05;0,05
"1080";362;2013;6;3,6812e+10;3,66;0,01;0,02;0,38;0,74;0,11;0,28;0;0,51;0,74;0;0,05;0,05
"1081";362;2015;6;4,0861e+10;1,16;0,19;0,18;1,29;0,86;0,11;0,12;0,04;0,02;0,1;0,1;0,05;0,05
"1082";363;2015;5;9634113000;1,37;0,06;0,06;0,17;1,51;0;0,01;0;0;0,14;0;0;0
"1083";363;2013;5;8311723000;0,86;0,07;0,06;0,15;1,3;0;0;0;0;0;0;0;0
"1084";363;2014;5;8974443000;0,8;0,08;0,07;0,17;1,53;0;0;0;0;0,14;0;0;0
"1085";364;2015;5;1,11383e+11;0,75;0,04;0,06;0,18;1,34;0,1;0,11;0,13;0,14;0,14;0;0,05;0,05
"1086";364;2014;5;8,6382e+10;0,49;0,04;0,07;0,17;1,38;0,13;0,13;0,13;0,11;0,14;0;0,05;0,05
"1087";364;2013;5;8,1882e+10;0,46;0,05;0,07;0,18;1,18;0,77;0,91;0;0;0,76;0;0,05;0,05
"1088";365;2014;4;62497100000;0,31;0,04;0,01;0,05;0,14;0,02;0,03;0,03;0,08;0,16;0,1;0;0,05
"1089";365;2013;4;59403600000;0,3;0,08;0,01;0,1;0,15;0,29;0,23;0,15;0,17;0,87;0,1;0;0,05
"1090";365;2015;4;60589700000;0,29;0,08;0,01;0,1;0,14;0,01;0,03;0,03;0,06;0,16;0,1;0;0,05
"1091";366;2015;6;3,8311e+10;5,8;0,08;0,13;2,1;2,46;0,02;0,04;0,06;0,08;0,13;0,1;0;0,05
"1092";366;2014;6;3,5471e+10;5,04;0,05;0,08;0,62;3,05;0,03;0,04;0,05;0,15;0,13;0,1;0;0,05
"1093";366;2013;6;3,6212e+10;1,68;0,08;0,12;0,98;2,81;0,34;0,57;0,55;0,61;0,34;0,1;0;0,05
"1094";367;2014;4;4,02529e+11;0,83;0,28;0,02;0,15;0,34;0,03;0,03;0;0;0,1;0,1;0,05;0
"1095";367;2015;4;4,21853e+11;0,79;0,28;0,01;0,14;0,31;0,04;0,03;0;0;0,1;0,1;0,05;0
"1096";367;2013;4;3,64021e+11;0,55;0,29;0,02;0,16;0,32;0,14;0,16;0;0;0,35;0,1;0,05;0
"1097";368;2015;6;8,7484e+10;0,83;0,09;0,06;0,21;1,1;0;0,04;0,06;0,05;0,11;0,1;0,05;0,05
"1098";368;2014;6;9,1289e+10;0,71;0,14;0,08;0,26;1,25;0;0,03;0,05;0,03;0,12;0,1;0,05;0,05
"1099";368;2013;6;9,0594e+10;0,57;0,1;0,07;0,19;1,3;0,72;0,38;0,74;0,43;0,31;0,1;0,05;0,05
"1100";369;2015;7;5,4977e+10;0,54;0,48;0,15;0,23;3,32;0;0,11;0;0;0,1;0,1;0;0
"1101";369;2013;7;3,6248e+10;0;0,42;0,14;0,19;3,79;0,13;0,73;0;0;0,18;0;0;0
"1102";369;2014;7;3,8884e+10;0;0,43;0,15;0,2;4,05;0,03;0,13;0;0;0,1;0,1;0;0
"1103";370;2015;1;10651922000;0,26;0,08;0,1;0,2;2,67;0;0,04;0;0;0,12;0,1;0,05;0,05
"1104";370;2014;1;10815876000;0,24;0,11;0,13;0,22;3,18;0,02;0,04;0,01;0,02;0,12;0,1;0,05;0,05
"1105";370;2013;1;10315443000;0,23;0,11;0,12;0,22;2,58;0,57;0,36;0;0;0,31;0,1;0,05;0,05
"1106";371;2014;1;2,3416e+10;3,92;0,17;0,1;0,6;1,81;0,11;0,12;0,04;0,02;0,16;0,1;0;0
"1107";371;2015;1;2,2362e+10;3,11;0,14;0,08;0,6;1,28;0,09;0,11;0,13;0,03;0,16;0,1;0;0,05
"1108";371;2013;1;2,2778e+10;2,47;0,18;0,11;0,42;1,6;0,37;0,39;0,34;0,09;0,7;0,1;0;0
"1109";372;2015;3;4,4343e+10;0,35;0,05;0,09;0,19;NA;0;0,09;0;0;0,02;0;0,05;0
"1110";372;2013;3;4,726e+10;0,32;0,02;0,06;0,15;NA;0;0;0;0;0,47;0;0,05;0
"1111";372;2014;3;4,555e+10;0,28;0,03;0,08;0,18;NA;0;0;0;0;0,02;0;0,05;0
"1112";373;2015;7;1,575e+10;0,2;0,15;0,06;0,12;1,28;0;0,02;0;0;0,19;0;0;0
"1113";373;2013;7;1,233e+10;0,08;0,16;0,08;0,14;2,81;0;0;0;0;0;0;0;0
"1114";373;2014;7;1,522e+10;0,07;0,19;0,09;0,16;2,11;0;0;0;0;0,19;0;0;0
"1115";374;2015;4;21143293000;2,05;0,27;0,04;0,13;1,18;0,02;0,02;0,06;0,08;0,14;0;0;0,05
