"","Ticker","Year","X.x","Companies.x","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio","Companies.y","TobinsQ","X.y","Date","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","Companies","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","X"
"829","BWA",2016,1048,62,"Consumer Discretionary",1,"BWA_quarterly_financial_data.xls","borgwarner","borgwarner inc","borgwarner inc",212690967,212690967,1,8834700000,"2911600000",5532800000,"2091800000",3218300000,83600000,0,2165700000,2043600000,"2259000000","-293300000","-293300000","-1.38","-1.38",0.14,"442600000","-61800000","-423700000","-75000000",443700000,145800000,"37.75","41.86","33.64","0.0331","0.0133",15.13,"2.17","15.35",3.31,"0.9587","0.635","0.3643","0.0131","1.01","1.4","1.3919",62,1.09,3457,"2016-12-01",0.102434817618953,3e-04,0.0185,0.102134817618953,0.0182,3.30742062449993,0.041939762253054,0.0604950553658987,62,2014,435,0,0,0,0,0,0,0,0,0,NA
"830","BWA",2017,1040,62,"Consumer Discretionary",1,"BWA_quarterly_financial_data.xls","borgwarner","borgwarner inc","borgwarner inc",210550106,210550106,1,9787600000,"3543200000",5961700000,"2425200000",3716800000,109100000,0,2374500000,2103700000,"2586400000","-146200000","-146200000","-0.7","-0.7",0.17,"556400000","-181600000","-256300000","131000000",545300000,167400000,"53.3","55.68","50.92","0.1209","0.0463",17.65,"2.94","38.35",3.9,"0.2832","0.566","0.3797","0.0449","1.03","1.85","1.461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2015,468,0.07,0,0,0,0,0.07,0,0,0,NA
"831","BWA",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2016,422,0.16,0,0.09,0,0,0.07,0,0,0,NA
"832","BX",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.31,3469,"2012-12-01",0.0594627450437008,1e-04,0.0119,0.0593627450437008,0.0118,1.56323526022718,0.0409165689730201,0.0185461760706807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","BX",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.84,3484,"2013-12-01",0.0972804714139132,0,0.0281,0.0972804714139132,0.0281,1.95484536019001,0.0423493167925741,0.0549311546213392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","BX",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.79,3493,"2014-12-01",0.00920565645819483,0,-6e-04,0.00920565645819483,-6e-04,0.943526109842746,0.00977177212410047,-0.000566115665905648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","BX",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.17,3507,"2015-12-01",-0.0658415251197547,1e-04,-0.0216,-0.0659415251197547,-0.0217,0.981574118727258,-0.0446413667433732,-0.0212001583763815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","BX",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.88,3522,"2016-12-01",0.0489013497716636,3e-04,0.0185,0.0486013497716636,0.0182,1.54334310883238,0.0205125051909142,0.0283888445807494,63,2014,380,0.12,0,0,0,0,0.6,0,0,0,NA
"837","BX",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2015,458,0.1,0,0,0,0,0.1,0,0,0,NA
"838","BX",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2016,473,0.1,0,0,0,0,0.1,0,0,0,NA
"839","BXP",2012,1053,64,"Financials",4,"BXP_quarterly_financial_data.xls","boston properties","boston properties inc","boston properties inc",151639342,151639342,1,15462321000,"None",9619033000,"None",5097065000,746223000,0,0,0,"484804000","48179000","48179000","0.32","0.32",0.65,"179263000","-257920000","-102580000","-181237000",1041978000,744349000,"105.4","111.56","99.23","0.057","0.0193",33.61,"3.11","46.43",47.59,"1.1975","0","0.3296","0.1544","0.12","-3.73","None",64,1.5,3536,"2012-12-01",0.0366880635214785,1e-04,0.0119,0.0365880635214785,0.0118,0.686038464708704,0.0284928096379158,0.00819525388356271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","BXP",2013,1060,64,"Financials",4,"BXP_quarterly_financial_data.xls","boston properties","boston properties inc","boston properties inc",153006302,153006302,1,20162251000,"None",12967712000,"None",5741153000,1453386000,2e+08,0,0,"563123000","91452000","88806000","0.6","0.61",2.9,"227505000","-79195000","575552000","723862000",2365137000,81765000,"103.94","109.83","98.04","0.138","0.0401",36.22,"2.9","22.74",52.44,"0.9987","0","0.2748","0.3473","0.11","0.95","None",64,1.23,3544,"2013-12-01",0.0150758453759767,0,0.0281,0.0150758453759767,0.0281,0.221408647006568,0.00885426239509217,0.00622158298088456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","BXP",2014,1063,64,"Financials",4,"BXP_quarterly_financial_data.xls","boston properties","boston properties inc","boston properties inc",153187903,153187903,1,19886767000,"None",11878506000,"None",5697298000,2310963000,2e+08,0,0,"613707000","177472000","174826000","1.15","1.15",5.15,"225876000","-176868000","867407000","916415000",1763079000,-165111000,"126.11","137.15","115.06","0.0787","0.0232",35.89,"3.49","55.07",59.54,"2.5107","0","0.2764","0.1807","0.13","2.55","None",64,1.41,3557,"2014-12-01",-0.00253884393322686,0,-6e-04,-0.00253884393322686,-6e-04,0.170004280239986,-0.00243684136508287,-0.000102002568143992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","BXP",2015,1056,64,"Financials",4,"BXP_quarterly_financial_data.xls","boston properties","boston properties inc","boston properties inc",153592481,153592481,1,18379456000,"None",10492529000,"None",5709435000,2177492000,2e+08,0,0,"624240000","140528000","137882000","0.89","0.89",1.9,"190533000","-679027000","-174795000","-663289000",723718000,-3832000,"123.66","130.68","116.64","0.1026","0.0308",35.87,"3.36","31.07",63.39,"1.0325","0","0.2998","0.2299","0.13","1.27","None",64,1.49,3576,"2015-12-01",0.0252234804765139,1e-04,-0.0216,0.0251234804765139,-0.0217,0.308144738785124,0.0318102213081511,-0.00658674083163719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","BXP",2016,1065,64,"Financials",4,"BXP_quarterly_financial_data.xls","boston properties","boston properties inc","boston properties inc",153836251,153836251,1,18851643000,"None",10919719000,"None",5786295000,2145629000,2e+08,0,2031615000,"636061000","149892000","147188000","0.96","0.95",0.75,"293089000","-224673000","-130825000","-62409000",356914000,271968000,"124.58","135.47","113.69","0.0905","0.0271",36.31,"3.47","38.93",66.09,"0.8264","0.3637","0.2963","0.1969","0.13","0.14","None",64,1.47,3581,"2016-12-01",0.0212754661341189,3e-04,0.0185,0.0209754661341189,0.0182,1.67676758572977,-0.00954170392616289,0.0308171700602818,64,2014,435,0,0,0,0,0,0,0,0,0,NA
"844","BXP",2017,1055,64,"Financials",4,"BXP_quarterly_financial_data.xls","boston properties","boston properties inc","boston properties inc",154339610,154339610,1,19053430000,"None",11269777000,"None",3807630000,3976023000,193623000,0,3066559000,"655229000","106435000","103810000","0.67","0.67",0.8,"314733000","-275387000","-97634000","-58288000",434767000,268790000,"125.87","132","119.74","0.0885","0.0241",23.42,"3.45","39.21",69.14,"1.0407","0.8485","0.1897","0.1737","0.14","0.3","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2015,394,0.14,0,0,0,0,0.14,0,0,0,NA
"845","BXP",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2016,326,0.22,0,0.08,0,0,0.14,0,0,0,NA
"846","C",2012,1097,65,"Financials",4,"C_quarterly_financial_data.xls","citigroup","citigroup inc","citigroup inc",3038758550,3038758550,1,1.86466e+12,"None",1.673663e+12,"None",1.89049e+11,1.948e+09,2.562e+09,3.137e+10,0,"18174000000","1196000000","1155000000","0.4","0.39",0.01,"6707000000","36634000000","-40816000000","2651000000",3.6453e+10,1.729e+09,"36.46","40.17","32.75","0.0398","0.0039",61.37,"0.57","15.45",150.97,"0.0161","0","0.1","0.1047","0.04","1.64","None",65,0.17,3596,"2012-12-01",0.134832446310055,1e-04,0.0119,0.134732446310055,0.0118,2.61772337380754,0.103843310499126,0.030989135810929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","C",2013,1098,65,"Financials",4,"C_quarterly_financial_data.xls","citigroup","citigroup inc","citigroup inc",3036458909,3036458909,1,1.880382e+12,"None",1.674249e+12,"None",2.04339e+11,1.794e+09,6.738e+09,3.0065e+10,0,"17516000000","2456000000","2338000000","0.76","0.78",0.01,"-1735000000","-14946000000","13882000000","-2925000000",2.9885e+10,1.141e+09,"50.48","53.29","47.67","0.0682","0.0072",65.08,"0.78","12.75",151.01,"0.0092","0","0.1051","0.1731","0.04","-0.95","None",65,0.15,3607,"2013-12-01",-0.015424487198414,0,0.0281,-0.015424487198414,0.0281,1.80299762951109,-0.0660887205876757,0.0506642333892618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","C",2014,1079,65,"Financials",4,"C_quarterly_financial_data.xls","citigroup","citigroup inc","citigroup inc",3033851309,3033851309,1,1.84253e+12,"None",1.630485e+12,"None",2.10534e+11,1.511e+09,1.0468e+10,2.8158e+10,0,"17812000000","350000000","187000000","0.06","0.06",0.01,"27291000000","27531000000","-57589000000","-3868000000",3.2108e+10,9.12e+08,"53.02","56.37","49.68","0.0332","0.0039",65.94,"0.79","18.16",151.05,"0.0181","0","0.1086","0.087","0.04","8.69","None",65,0.17,3613,"2014-12-01",0.00259062766965512,0,-6e-04,0.00259062766965512,-6e-04,0.822712134521389,0.00308425495036796,-0.000493627280712834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","C",2015,1091,65,"Financials",4,"C_quarterly_financial_data.xls","citigroup","citigroup inc","citigroup inc",2948120153,2948120153,1,1.73121e+12,"None",1.508118e+12,"None",2.21857e+11,1.235e+09,1.6718e+10,2.607e+10,0,"18456000000","3335000000","3335000000","1.01","1.02",0.05,"-1627000000","31908000000","-30803000000","-826000000",2.09e+10,7.26e+08,"52.88","55.87","49.88","0.0833","0.0096",69.58,"0.77","11.94",151.21,"0.028","0","0.1185","0.2233","0.04","-0.8","None",65,0.16,3629,"2015-12-01",-0.0442248806148399,1e-04,-0.0216,-0.0443248806148399,-0.0217,1.59543175221404,-0.00970401159179519,-0.0345208690230447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","C",2016,1086,65,"Financials",4,"C_quarterly_financial_data.xls","citigroup","citigroup inc","citigroup inc",2770709339,2770709339,1,1.792077e+12,"None",1.565934e+12,"None",2.2512e+11,1.023e+09,1.9253e+10,2.6773e+10,2.06178e+11,"17012000000","3573000000","3204000000","1.14","1.14",0.16,"25598000000","-7972000000","-17653000000","-376000000",2.3043e+10,6.64e+08,"54.06","61.09","47.03","0.0649","0.0083",74.3,"0.73","11.75",151.63,"0.0873","1.0015","0.1149","0.1952","0.04","9","None",65,0.16,3643,"2016-12-01",0.0525072498156178,3e-04,0.0185,0.0522072498156178,0.0182,2.07781333940427,0.0143910470384602,0.0381162027771576,65,2014,218,0.32,0.23,0.26,0.14,0.1,0.04,1,1,1,NA
"851","C",2017,1080,65,"Financials",4,"C_quarterly_financial_data.xls","citigroup","citigroup inc","citigroup inc",2570065748,2570065748,1,1.842465e+12,"None",1.640793e+12,"None",2.0074e+11,9.32e+08,1.9253e+10,2.6844e+10,2.36709e+11,"17255000000","-18893000000","-19094000000","-7.33","-7.33",0.32,"-5282000000","11442000000","-5083000000","1171000000",2.3775e+10,7.74e+08,"73.97","77.92","70.02","-0.0398","-0.0037",70.62,"0.94","14.25",152.59,"None","1.3043","0.0985","None","0.04","-2.36","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2015,168,0.43,0.05,0.04,0.03,0.01,0.1,1,1,1,NA
"852","C",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2016,133,0.46,0.05,0.06,0.03,0.02,0.1,1,1,1,NA
"853","CA",2012,1117,66,"Information Technology",7,"CA_quarterly_financial_data.xls","ca incorporated","ca inc","ca inc",455923672,455923672,1,1.1558e+10,"3.803e+09",6.145e+09,"3.341e+09",5.413e+09,0,0,7.152e+09,1.282e+09,"1195000000","251000000","251000000","0.55","0.55",0.25,"566000000","-88000000","-222000000","267000000",2.353e+09,5.3e+07,"23.63","25.5","21.77","0.1713","0.0803",11.87,"2.04","11.93",2.93,"0.5022","0.2368","0.4683","0.1974","0.41","1.13","1.1383",66,0.93,3660,"2012-12-01",-0.00815606336941174,1e-04,0.0119,-0.00825606336941174,0.0118,2.2111597031386,-0.0343477478664472,0.0261916844970355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","CA",2013,1107,66,"Information Technology",7,"CA_quarterly_financial_data.xls","ca incorporated","ca inc","ca inc",447768051,447768051,1,1.1777e+10,"4.19e+09",6.087e+09,"3.537e+09",5.69e+09,0,0,7.051e+09,1.253e+09,"1163000000","232000000","232000000","0.52","0.51",0.25,"429000000","-12000000","-235000000","184000000",2.974e+09,2.1e+07,"31.18","33.66","28.7","0.1869","0.0901",12.71,"2.48","13.32",3.93,"0.4309","0.2202","0.4831","0.2289","0.39","0.91","1.1846",66,1.32,3661,"2013-12-01",0.0195054263097276,0,0.0281,0.0195054263097276,0.0281,0.694480670763007,-9.48053871291724e-06,0.0195149068484405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","CA",2014,1115,66,"Information Technology",7,"CA_quarterly_financial_data.xls","ca incorporated","ca inc","ca inc",442805253,442805253,1,1.0915e+10,"3.84e+09",5.179e+09,"2.864e+09",5.736e+09,0,0,6.624e+09,1.252e+09,"1091000000","222000000","222000000","0.5","0.5",0.25,"299000000","-32000000","-652000000","-510000000",2.683e+09,1.2e+07,"28.45","31.37","25.52","0.1412","0.0698",12.95,"2.2","15.55",4.93,"0.5535","0.2183","0.5255","0.1855","0.38","0.65","1.3408",66,1.25,3683,"2014-12-01",-0.0227281168426459,0,-6e-04,-0.0227281168426459,-6e-04,0.83719050709578,-0.0222258025383884,-0.000502314304257468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","CA",2015,1112,66,"Information Technology",7,"CA_quarterly_financial_data.xls","ca incorporated","ca inc","ca inc",416762791,416762791,1,1.0857e+10,"3.454e+09",5.63e+09,"2.699e+09",5.227e+09,0,0,6.989e+09,1.956e+09,"1034000000","223000000","223000000","0.53","0.53",0.25,"336000000","-12000000","-392000000","-105000000",2.353e+09,1.1e+07,"27.89","29.46","26.33","0.1364","0.07",12.54,"2.15","16.41",5.93,"0.5712","0.3742","0.4814","0.1882","0.37","0.78","1.2797",66,1.2,3693,"2015-12-01",0.0158816585377258,1e-04,-0.0216,0.0157816585377258,-0.0217,0.550952607870407,0.0277373301285137,-0.0118556715907878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","CA",2016,1121,66,"Information Technology",7,"CA_quarterly_financial_data.xls","ca incorporated","ca inc","ca inc",417973964,417973964,1,1.1022e+10,"3.519e+09",5.446e+09,"2.619e+09",5.576e+09,0,0,6.745e+09,1.946e+09,"1007000000","208000000","208000000","0.5","0.5",0.255,"517000000","-62000000","-93000000","243000000",2.828e+09,1.4e+07,"31.85","33.29","30.41","0.1446","0.0723",13.34,"2.41","16.68",6.95,"0.5382","0.349","0.5059","0.1964","0.37","1.2","1.3436",66,1.29,3698,"2016-12-01",-0.00596268561239895,3e-04,0.0185,-0.00626268561239895,0.0182,0.723404793335721,-0.0194286528511091,0.0134659672387101,66,2014,33,0.61,0.34,0.49,0.58,0.34,0.74,1,1,1,NA
"858","CA",2017,1114,66,"Information Technology",7,"CA_quarterly_financial_data.xls","ca incorporated","ca inc","ca inc",416924204,416924204,1,1.2533e+10,"3.826e+09",6.81e+09,"3.09e+09",5.723e+09,0,0,7.975e+09,2.518e+09,"1093000000","-93000000","-93000000","-0.23","-0.23",0.255,"315000000","-13000000","-164000000","150000000",2.974e+09,1.2e+07,"32.93","34.41","31.45","0.0734","0.0341",13.73,"2.32","18.93",7.97,"1.0024","0.44","0.4566","0.1023","0.33","0.73","1.2382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,2015,46,0.63,0.05,0.03,0.08,0.13,0.19,1,0,1,NA
"859","CA",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,2016,79,0.58,0.06,0.03,0.09,0.07,0.19,1,0,1,NA
"860","CAG",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0.9,3718,"2012-12-01",-0.0121296469782799,1e-04,0.0119,-0.0122296469782799,0.0118,0.340899711877283,-0.0162522635784319,0.00412261660015194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","CAG",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0.89,3724,"2013-12-01",0.0212933845591967,0,0.0281,0.0212933845591967,0.0281,0.995917113770052,-0.00669188633774172,0.0279852708969384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","CAG",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0.98,3737,"2014-12-01",-0.0065934263191725,0,-6e-04,-0.0065934263191725,-6e-04,-0.109800625671494,-0.0066593066945754,6.58803754028967e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","CAG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1.27,3751,"2015-12-01",0.0296085615517608,1e-04,-0.0216,0.0295085615517608,-0.0217,0.157013519262247,0.0329157549197516,-0.00330719336799076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","CAG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1.54,3759,"2016-12-01",0.0750613616029458,3e-04,0.0185,0.0747613616029458,0.0182,0.136126782804583,0.0722838541559023,0.00277750744704342,67,2014,153,0.4,0.16,0.24,0.22,0.39,0.24,1,1,1,NA
"865","CAG",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,2015,206,0.39,0.02,0.04,0.02,0,0.1,1,1,1,NA
"866","CAG",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,2016,190,0.38,0.02,0.04,0.02,0,0.1,1,1,1,NA
"867","CAH",2012,1124,68,"Health Care",5,"CAH_quarterly_financial_data.xls","cardinal health","cardinal health inc","cardinal health inc",340859751,340859751,1,2.4642e+10,"1.7861e+10",1.81e+10,"1.4202e+10",6.542e+09,0,0,4.428e+09,2.423e+09,"25232000000","303000000","303000000","0.89","0.88",0.275,"-130000000","-14000000","-41000000","-185000000",2.255e+09,3.6e+07,"40.97","42.65","39.29","0.1809","0.0465",19.19,"2.22","12.92",15.43,"0.2801","0.3704","0.2655","0.0109","4.26","-0.49","1.2576",68,0.52,3777,"2012-12-01",0.0245587271476612,1e-04,0.0119,0.0244587271476612,0.0118,0.135296758671502,0.0228622253953374,0.00169650175232373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","CAH",2013,1128,68,"Health Care",5,"CAH_quarterly_financial_data.xls","cardinal health","cardinal health inc","cardinal health inc",342888531,342888531,1,2.5009e+10,"1.7248e+10",1.842e+10,"1.3362e+10",6.589e+09,0,0,5.556e+09,3.679e+09,"22240000000","278000000","278000000","0.81","0.8",0.3025,"37000000","-89000000","40000000","-12000000",2.741e+09,6.4e+07,"60.22","67.48","52.95","0.0587","0.0149",19.22,"3.27","51.91",16.55,"1.0146","0.5584","0.2635","0.0039","3.82","-0.08","1.2908",68,0.91,3787,"2013-12-01",0.0381542564085608,0,0.0281,0.0381542564085608,0.0281,0.498018063450944,0.0241599488255893,0.0139943075829715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","CAH",2014,1143,68,"Health Care",5,"CAH_quarterly_financial_data.xls","cardinal health","cardinal health inc","cardinal health inc",330130751,330130751,1,2.7248e+10,"1.9155e+10",2.1148e+10,"1.603e+10",6.1e+09,0,0,5.876e+09,3.706e+09,"25537000000","289000000","289000000","0.87","0.86",0.3425,"953000000","-19000000","-522000000","412000000",2.881e+09,4.7e+07,"77.59","83.04","72.13","0.1746","0.0426",18.48,"4.11","24.48",17.83,"0.3898","0.6075","0.2239","0.0118","3.62","2.74","1.1949",68,1,3796,"2014-12-01",-0.0136940948615541,0,-6e-04,-0.0136940948615541,-6e-04,0.225531965764213,-0.0135587756820956,-0.000135319179458528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","CAH",2015,1133,68,"Health Care",5,"CAH_quarterly_financial_data.xls","cardinal health","cardinal health inc","cardinal health inc",329328935,329328935,1,3.3507e+10,"2.1829e+10",2.6779e+10,"1.8879e+10",6.711e+09,1.7e+07,0,9.113e+09,5.171e+09,"31445000000","326000000","326000000","0.99","0.98",0.387,"1463000000","-1993000000","-110000000","-640000000",2.324e+09,9.2e+07,"83.38","91.23","75.52","0.2119","0.0446",20.38,"4.22","20.9",19.29,"0.3502","0.7705","0.2003","0.0122","3.66","4.16","1.1563",68,0.94,3811,"2015-12-01",0.0317517468095715,1e-04,-0.0216,0.0316517468095715,-0.0217,0.7244949503685,0.047373287232568,-0.0156215404229965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
