"","Ticker","Year","Roa","Roe","DebtToEquityRatio","NetMargin","PayoutRatio","TotalAssets","Shares","Roic","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","PriceToEpsRatio","Eps","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","TobinsQ","StockPriceClose","PriceToEarningRatio","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GisSector","GicsClassification","Index"
"53","AFL",2013,0.025,0.2064,0.34,0.1319,0.214,1.21307e+11,9.35e+08,NA,2.3939e+10,NA,3.158e+09,1.462e+10,9.91,3.38,0.00645793619713739,0,0.0281,0.00645793619713739,0.0281,0.802221079222212,-0.0160844761290068,0.0225424123261442,0.34,28.98,8.57396449704142,2015,9,0.75,0.09,0.09,0.09,0.12,0.16,1,1,1,"Financials",4,18
"54","AFL",2014,0.0245,0.179,0.29,0.1298,0.232,1.19767e+11,9.08e+08,NA,2.2728e+10,NA,2.951e+09,1.8347e+10,9.18,3.25,0.0225136382483949,0,-6e-04,0.0225136382483949,-6e-04,1.17405650587741,0.0232180721519213,-0.000704433903526446,0.29,30.72,9.45230769230769,2016,42,0.64,0.06,0.07,0.06,0.1,0.16,1,1,1,"Financials",4,18
"55","AGN",2012,0.0094,0.0263,1.63,0.0165,0.056,9179300000,1.28e+08,0.0231,5.914e+09,NA,9.7e+07,5837100000,26.6,0.76,-0.0231032677265443,1e-04,0.0119,-0.0232032677265443,0.0118,0.408270355759077,-0.0280208579245014,0.00491759019795711,0.7,74.42,97.9210526315789,2014,1,0.85,0.72,0.85,0.61,0.82,1,1,1,1,"Health Care",5,19
"56","AGN",2013,-0.0408,-0.1123,0.89,-0.0865,0.0624,10574300000,1.42e+08,-0.0386,2.603e+09,NA,-7.5e+08,6463200000,30.36,-5.27,0.0297842959400594,0,0.0281,0.0297842959400594,0.0281,0.473005891054349,0.0164928304014322,0.0132914655386272,1.21,122.96,23.3320683111954,2015,2,0.84,0.12,0.13,0.12,0.13,0.14,1,1,1,"Health Care",5,19
"57","AGN",2014,-0.0433,-0.0861,0.52,-0.1248,0.0404,12415700000,2.19e+08,-0.0399,4.677e+09,NA,-1.631e+09,7.753e+09,44.54,-7.42,-0.0500084853935851,0,-6e-04,-0.0500084853935851,-6e-04,0.84916832918544,-0.0494989843960739,-0.000509500997511264,NA,220.03,29.6536388140162,2016,13,0.74,0.14,0.13,0.13,0,0.14,1,1,1,"Health Care",5,19
"58","AIG",2012,0.0062,0.0339,0.49,0.0524,0,5.48633e+11,1.687e+09,NA,7.111e+10,NA,3.438e+09,9.8002e+10,2.33,2.04,0.0634435703734694,1e-04,0.0119,0.0633435703734694,0.0118,1.79608377556607,0.0421497818217898,0.0212937885516796,NA,31.32,15.3529411764706,2014,313,0.18,0,0,0,0,0.65,0,1,0,"Financials",4,20
"59","AIG",2013,0.0167,0.0915,0.41,0.1322,0.019,5.41329e+11,1.481e+09,NA,6.89e+10,NA,9.085e+09,1.0047e+11,23.49,6.13,0.0278088284660412,0,0.0281,0.0278088284660412,0.0281,0.355313883203969,0.0178245083480096,0.00998432011803153,NA,44.59,7.27406199021207,2015,275,0.29,0,0,0,0,0.14,1,1,0,"Financials",4,20
"60","AIG",2014,0.0142,0.0726,0.29,0.1169,0.078,5.15581e+11,1.448e+09,NA,6.4407e+10,NA,7.529e+09,1.06898e+11,8.75,5.2,0.0241392344647785,0,-6e-04,0.0241392344647785,-6e-04,1.20314931031697,0.0248611240509687,-0.000721889586190184,NA,52.77,10.1480769230769,2016,174,0.4,0,0.09,0,0,0.15,1,1,0,"Financials",4,20
"61","AKAM",2012,0.0825,0.0906,0,0.1485,0,2600627000,1.82e+08,0.0888,1.374e+09,NA,2.04e+08,2345754000,35.17,1.12,0.110780020002425,1e-04,0.0119,0.110680020002425,0.0118,1.57794414712809,0.0920602790663136,0.0187197409361114,2.6,35.2,31.4285714285714,2014,164,0.39,0.03,0.12,0,0.68,0.82,0,1,1,"Information Technology",7,21
"62","AKAM",2013,0.1056,0.118,0,0.186,0,2957685000,1.82e+08,0.1163,1.578e+09,9.4e+07,2.93e+08,2629431000,31.6,1.61,0.0535492227713258,0,0.0281,0.0535492227713258,0.0281,0.736291947264969,0.0328594190531802,0.0206898037181456,2.59,43.62,27.0931677018634,2015,57,0.61,0.01,0.07,0,0.15,0.18,1,1,1,"Information Technology",7,21
"63","AKAM",2014,0.096,0.1198,0.21,0.17,0,4001546000,1.81e+08,0.0997,1.964e+09,1.25e+08,3.34e+08,2945335000,33.66,1.84,-0.0258696248215068,0,-6e-04,-0.0258696248215068,-6e-04,2.20234449029742,-0.0245482181273284,-0.00132140669417845,2.72,57.85,31.4402173913043,2016,58,0.62,0.05,0.04,0,0.15,0.18,1,1,1,"Information Technology",7,21
"64","ALL",2012,0.0183,0.1175,0.29,0.0692,0.188,1.26947e+11,4.93e+08,NA,3.3315e+10,NA,2.306e+09,2.058e+10,7.66,4.68,-0.00768781547428106,1e-04,0.0119,-0.00778781547428106,0.0118,0.557135901111421,-0.0143620191073958,0.00667420363311477,0.14,35.42,7.56837606837607,2014,84,0.49,0.19,0.21,0.31,0.72,0.87,0,1,1,"Financials",4,22
"65","ALL",2013,0.0181,0.1096,0.3,0.0656,0.249,1.2352e+11,4.7e+08,NA,3.4507e+10,NA,2.28e+09,2.148e+10,13.64,4.81,0.00496279141427567,0,0.0281,0.00496279141427567,0.0281,1.33051891784933,-0.0324247901772904,0.0373875815915661,0.19,49.48,10.2869022869023,2015,81,0.57,0.01,0.03,0.05,0.12,0.16,1,1,1,"Financials",4,22
"66","ALL",2014,0.0237,0.1331,0.25,0.0779,0.177,1.08533e+11,4.38e+08,NA,3.5239e+10,NA,2.85e+09,2.2304e+10,10.55,6.27,0.0303485835807619,0,-6e-04,0.0303485835807619,-6e-04,1.19710820311084,0.0310668485026284,-0.000718264921866504,0.26,59.35,9.46570972886762,2016,93,0.54,0.01,0.03,0.06,0.08,0.16,1,1,1,"Financials",4,22
"67","ALXN",2012,0.1271,0.1641,0.12,0.2247,0,2613560000,1.99e+08,0.1529,1.134e+09,NA,2.55e+08,1970850000,91.85,1.28,-0.0240315007003522,1e-04,0.0119,-0.0241315007003522,0.0118,1.65302135078314,-0.0436371526395932,0.0196056519392411,6.59,94.3,73.671875,2014,373,0.13,0,0,0,0,0.63,0,0,0,"Health Care",5,23
"68","ALXN",2013,0.0853,0.1162,0.07,0.163,0,3317696000,2e+08,0.1052,1.551e+09,3.17e+08,2.53e+08,2382079000,66.66,1.27,0.0651407870282115,0,0.0281,0.0651407870282115,0.0281,2.37615305414906,-0.00162911379337699,0.0667699008215885,7.43,104.99,82.6692913385827,2015,355,0.17,0,0,0,0,0.17,0,0,0,"Health Care",5,23
"69","ALXN",2014,0.1747,0.2311,0.04,0.2941,0,4201962000,2.02e+08,0.2169,2.234e+09,5.14e+08,6.57e+08,3302018000,74.65,3.26,-0.0519686070394008,0,-6e-04,-0.0519686070394008,-6e-04,0.201692150308928,-0.0518475917492154,-0.000121015290185357,8.25,166.73,51.1441717791411,2016,314,0.23,0,0.06,0,0,0.17,0,0,0,"Health Care",5,23
"70","AMAT",2012,0.0084,0.0136,0.27,0.0125,3.778,1.21e+10,1.277e+09,0.016,8.719e+09,NA,1.09e+08,NA,NA,0.09,0.0640724484392991,1e-04,0.0119,0.0639724484392991,0.0118,1.99565377902217,0.0404237338468375,0.0236487145924616,0.97,11.45,127.222222222222,2014,17,0.67,0.61,0.65,0.72,0.32,0.89,1,1,0,"Information Technology",7,24
"71","AMAT",2013,0.0212,0.0357,0.27,0.0341,NA,1.204e+10,1.219e+09,0.0342,7.509e+09,1.32e+09,2.56e+08,NA,NA,0.21,0.0217275988577209,0,0.0281,0.0217275988577209,0.0281,1.64725052128183,-0.0245601407902986,0.0462877396480195,1.68,15.27,72.7142857142857,2015,87,0.55,0.08,0.08,0.09,0.02,0.13,1,1,0,"Information Technology",7,24
"72","AMAT",2014,0.085,0.1434,0.25,0.1182,0.494,1.317e+10,1.231e+09,0.1194,9.072e+09,1.428e+09,1.072e+09,NA,NA,0.87,0.0355356130087169,0,-6e-04,0.0355356130087169,-6e-04,2.58826912487114,0.0370885744836396,-0.00155296147492269,1.88,20.9,24.0229885057471,2016,65,0.6,0.1,0.1,0.09,0.03,0.13,1,1,0,"Information Technology",7,24
"73","AME",2012,0.0966,0.2001,0.45,0.1377,0.117,5190056000,2.44e+08,0.14,3.334e+09,NA,4.59e+08,2535151000,19.54,1.88,0.00801931389611573,1e-04,0.0119,0.00791931389611573,0.0118,0.459185365634977,0.002500926581623,0.00551838731449272,1.93,33.66,17.9042553191489,2014,435,0,0,0,0,0,0,0,0,0,"Industrials",6,25
"74","AME",2013,0.0934,0.1823,0.36,0.1438,0.117,5877902000,2.46e+08,0.1334,3.594e+09,NA,5.17e+08,3136121000,23.6,2.1,0.068978301390123,0,0.0281,0.068978301390123,0.0281,1.84925127500251,0.0170143405625526,0.0519639608275704,2.31,44.11,21.0047619047619,2015,401,0.13,0,0,0,0,0.13,0,0,0,"Industrials",6,25
"75","AME",2014,0.095,0.1833,0.44,0.1453,0.13,6420963000,2.47e+08,0.1352,4.022e+09,NA,5.84e+08,3239561000,21.6,2.37,0.0340087031051945,0,-6e-04,0.0340087031051945,-6e-04,1.59893807002869,0.0349680659472117,-0.000959362842017214,2.1,51.75,21.8354430379747,2016,394,0.18,0,0.05,0,0,0.13,0,0,0,"Industrials",6,25
"76","AMG",2012,0.0305,0.0881,0.54,0.0964,0,6187100000,5.3e+07,0.0845,1.806e+09,NA,1.74e+08,2084200000,47.94,3.28,0.00988351116976226,1e-04,0.0119,0.00978351116976226,0.0118,1.21656951249246,-0.00457200907764879,0.014455520247411,1.29,113.58,34.6280487804878,2014,315,0.18,0,0,0,0,0.89,0,0,0,"Financials",4,26
"77","AMG",2013,0.0577,0.1709,0.65,0.1647,0,6318800000,5.7e+07,0.1275,2.189e+09,NA,3.61e+08,2134200000,NA,6.55,0.079777736989555,0,0.0281,0.079777736989555,0.0281,1.47983286511257,0.0381944334798917,0.0415833035096633,1.96,170.66,26.0549618320611,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Financials",4,26
"78","AMG",2014,0.0645,0.1899,0.72,0.1801,0,7698100000,5.8e+07,0.1272,2.511e+09,NA,4.33e+08,2.627e+09,NA,7.7,0.0416097135763545,0,-6e-04,0.0416097135763545,-6e-04,0.880075373334499,0.0421377588003552,-0.0005280452240007,1.72,198.15,25.7337662337662,2016,427,0.16,0,0.06,0,0,0.1,0,0,0,"Financials",4,26
"79","AMGN",2012,0.0842,0.2282,1.26,0.2517,0.261,5.4298e+10,7.87e+08,0.1124,1.7265e+10,NA,4.345e+09,1.906e+10,15.61,5.52,-0.029716531693985,1e-04,0.0119,-0.029816531693985,0.0118,0.241875061186173,-0.0326706574159819,0.00295412572199684,1.22,76.37,13.8351449275362,2014,58,0.54,0.64,0.51,0.52,0.43,0.6,0,1,1,"Health Care",5,27
"80","AMGN",2013,0.0844,0.2469,1.34,0.2721,0.28,6.6125e+10,7.65e+08,0.1135,1.8676e+10,NA,5.081e+09,2.2096e+10,17.74,6.64,0,0,0.0281,0,0.0281,0.582871171435783,-0.0163786799173455,0.0163786799173455,1.46,103.93,15.6521084337349,2015,21,0.7,0.08,0.09,0.08,0.08,0.17,1,1,1,"Health Care",5,27
"81","AMGN",2014,0.0763,0.2155,1.17,0.2571,0.362,6.9009e+10,7.7e+08,0.1033,2.0063e+10,NA,5.158e+09,2.5778e+10,23.82,6.7,-0.037096049827971,0,-6e-04,-0.037096049827971,-6e-04,0.777535389014305,-0.0366295285945624,-0.000466521233408583,1.79,131.03,19.5567164179104,2016,49,0.63,0.06,0.07,0.06,0.07,0.17,1,1,1,"Health Care",5,27
"82","AMP",2012,0.0077,0.1064,0.81,0.1003,0.309,1.34729e+11,2.23e+08,NA,1.0259e+10,NA,1.029e+09,9.092e+09,15.31,4.62,0.0317951035151261,1e-04,0.0119,0.0316951035151261,0.0118,1.60000561392038,0.0128150372708656,0.0189800662442605,0.11,54.81,11.8636363636364,2014,325,0.17,0,0,0,0,0.86,0,0,0,"Financials",4,28
"83","AMP",2013,0.0096,0.1544,1.03,0.1188,0.287,1.44576e+11,2.07e+08,NA,1.123e+10,NA,1.334e+09,8.192e+09,15.08,6.44,0.0609234756743946,0,0.0281,0.0609234756743946,0.0281,1.45465356323426,0.0200477105475118,0.0408757651268828,0.17,84.71,13.1537267080745,2015,463,0.09,0,0,0,0,0.09,0,0,0,"Financials",4,28
"84","AMP",2014,0.011,0.1985,1.22,0.132,0.29,1.4881e+11,1.95e+08,NA,1.2296e+10,NA,1.619e+09,8.124e+09,16.08,8.3,0.00363606182532522,0,-6e-04,0.00363606182532522,-6e-04,1.26004218894937,0.00439208713869484,-0.000756025313369619,0.19,117.76,14.1879518072289,2016,414,0.17,0,0.07,0,0,0.1,0,0,0,"Financials",4,28
"85","AMT",2012,0.0484,0.1858,2.43,0.2216,0.563,14089129000,3.99e+08,0.0839,2.876e+09,NA,6.37e+08,3573101000,42.14,1.6,0.033906255210322,1e-04,0.0119,0.033806255210322,0.0118,0.162405081650997,0.0318898752468403,0.00201637996348176,2.15,68.42,42.7625,2014,435,0,0,0,0,0,0,0,0,0,"Financials",4,29
"86","AMT",2013,0.0321,0.1551,4.08,0.164,0.714,20272571000,3.99e+08,0.0614,3.361e+09,NA,5.51e+08,3534165000,52.01,1.38,0.02975231147681,0,0.0281,0.02975231147681,0.0281,0.303255908418345,0.0212308204502545,0.00852149102655549,1.55,76.57,55.4855072463768,2015,383,0.15,0,0,0,0,0.15,0,0,0,"Financials",4,29
"87","AMT",2014,0.0385,0.214,3.47,0.1954,0.715,21331545000,4e+08,0.072,4.1e+09,NA,8.25e+08,3953560000,53.4,2,-0.0566428820002166,0,-6e-04,-0.0566428820002166,-6e-04,0.571621090010389,-0.0562999093462104,-0.000342972654006233,2.53,90.47,45.235,2016,375,0.19,0,0.04,0,0,0.15,0,0,0,"Financials",4,29
"88","AMZN",2012,-0.0013,-0.0049,0.47,-6e-04,NA,3.2555e+10,4.53e+08,-5e-04,6.1093e+10,NA,-3.9e+07,8.192e+09,3437.86,-0.09,-0.00469263568793493,1e-04,0.0119,-0.00479263568793493,0.0118,1.16930113501471,-0.0185903890811085,0.0138977533931735,3.52,220.3,2447.77777777778,2014,434,0.01,0,0,0,0,0.07,0,0,0,"Consumer Discretionary",1,30
"89","AMZN",2013,0.0075,0.0306,0.53,0.0037,0,4.0159e+10,4.65e+08,0.0255,7.4452e+10,NA,2.74e+08,9.746e+09,1170.2,0.59,0.0130490209232016,0,0.0281,0.0130490209232016,0.0281,1.67636389282951,-0.0340568044653076,0.0471058253885092,4.6,298.03,505.135593220339,2015,414,0.12,0,0,0,0,0.12,0,0,0,"Consumer Discretionary",1,30
"90","AMZN",2014,-0.0051,-0.0235,1.16,-0.0027,NA,5.4505e+10,4.62e+08,-0.0068,8.8988e+10,NA,-2.41e+08,1.0741e+10,NA,-0.52,-0.0872369283148209,0,-6e-04,-0.0872369283148209,-6e-04,1.98391153185934,-0.0860465813957053,-0.0011903469191156,2.74,332.55,639.519230769231,2016,387,0.18,0,0.06,0,0,0.12,0,0,0,"Consumer Discretionary",1,30
"91","ANDV",2012,0.0722,0.1877,0.37,0.0225,0.051,1.07e+10,1.42e+08,0.1511,2.9809e+10,NA,7.43e+08,NA,NA,5.25,0.0410112362331199,1e-04,0.0119,0.0409112362331199,0.0118,2.02951683984432,0.0169629375229569,0.024048298710163,0.55,31.2,5.94285714285714,2014,384,0.12,0,0,0,0,0.34,0,1,0,"Energy",3,31
"92","ANDV",2013,0.0342,0.0963,0.66,0.011,0.248,1.339e+10,1.37e+08,0.0782,3.7601e+10,NA,4.12e+08,NA,NA,3,-0.00221980544966263,0,0.0281,-0.00221980544966263,0.0281,3.5322200368319,-0.101475188484639,0.0992553830349763,0.64,52.35,17.45,2015,472,0.06,0,0,0,0,0.01,0,1,0,"Energy",3,31
"93","ANDV",2014,0.0563,0.1926,0.96,0.0207,0.197,1.649e+10,1.31e+08,0.1064,4.0633e+10,NA,8.43e+08,NA,NA,6.44,-0.0300743930031737,0,-6e-04,-0.0300743930031737,-6e-04,1.51817494984152,-0.0291634880332688,-0.00091090496990491,0.72,59.93,9.30590062111801,2016,216,0.35,0.06,0.08,0.07,0.09,0.01,0,1,0,"Energy",3,31
"94","APA",2012,0.0341,0.0665,0.38,0.1136,0.134,6.0737e+10,3.91e+08,0.0525,1.6428e+10,NA,2.001e+09,3.1331e+10,13.17,4.92,0.018125194679827,1e-04,0.0119,0.018025194679827,0.0118,2.0249959325933,-0.0058697573247739,0.0239949520046009,0.72,89.5,18.1910569105691,2014,294,0.22,0.49,0.18,0.06,0,0.3,0,0,1,"Energy",3,32
"95","APA",2013,0.0358,0.0689,0.29,0.1334,0.11,6.1637e+10,4.06e+08,0.054,1.4771e+10,NA,2.232e+09,3.3396e+10,13.36,5.5,-0.0625802660931977,0,0.0281,-0.0625802660931977,0.0281,-0.0122895701230635,-0.0622349291727396,-0.000345336920458085,0.68,82.67,15.0309090909091,2015,266,0.31,0.09,0.04,0.01,0,0.01,1,0,1,"Energy",3,32
"96","APA",2014,-0.0919,-0.1821,0.43,-0.393,NA,5.5952e+10,3.84e+08,-0.1325,1.2795e+10,NA,-8.36e+09,2.5937e+10,NA,-21.76,-0.022405499035411,0,-6e-04,-0.022405499035411,-6e-04,-0.0930576131377059,-0.0224613336032936,5.58345678826235e-05,0.57,85.72,3.93933823529412,2016,353,0.2,0,0.04,0,0,0.01,1,0,1,"Energy",3,32
"97","APC",2012,0.0458,0.1235,0.64,0.1797,0.075,5.2589e+10,5.02e+08,0.0865,1.3307e+10,NA,2.391e+09,2.0629e+10,19.72,4.74,0.0163668087286391,1e-04,0.0119,0.0162668087286391,0.0118,1.79979093952281,-0.00497072435773006,0.0213375330863692,0.91,72.95,15.3902953586498,2014,216,0.32,0.58,0.1,0.61,0,0.14,0,1,1,"Energy",3,33
"98","APC",2013,0.0148,0.0377,0.6,0.0539,0.128,5.5781e+10,5.05e+08,0.0354,1.4867e+10,NA,8.01e+08,2.1857e+10,24.51,1.58,-0.111042144192322,0,0.0281,-0.111042144192322,0.0281,0.55638424558218,-0.126676541493181,0.0156343973008593,0.93,87.16,55.1645569620253,2015,187,0.4,0.1,0.03,0.05,0,0.02,1,1,1,"Energy",3,33
"99","APC",2014,-0.0298,-0.0842,0.77,-0.1069,NA,6.1689e+10,5.06e+08,-0.0363,1.6375e+10,NA,-1.75e+09,1.9725e+10,NA,-3.47,0.044873971691589,0,-6e-04,0.044873971691589,-6e-04,0.220549955828203,0.0450063016650859,-0.000132329973496922,0.93,94.81,27.3227665706052,2016,285,0.26,0,0.04,0,0,0.01,1,1,1,"Energy",3,33
"100","APD",2012,0.0747,0.1902,0.71,0.1214,0.42,17393100000,2.14e+08,0.1139,9.612e+09,NA,1.167e+09,6299300000,14.99,5.44,0.0211288700953738,1e-04,0.0119,0.0210288700953738,0.0118,1.17972569809039,0.0071081068579072,0.0140207632374666,1.12,77.97,14.3327205882353,2014,55,0.54,0.07,0.17,0.23,0.92,0.69,1,1,1,"Materials",8,34
"101","APD",2013,0.0572,0.1471,0.71,0.0977,0.578,17915200000,2.12e+08,0.0876,1.018e+10,NA,9.94e+08,7.264e+09,23.1,4.68,0.0335348851628711,0,0.0281,0.0335348851628711,0.0281,1.74947457644887,-0.0156253504353421,0.0491602355982132,1.49,90.39,19.3141025641026,2015,127,0.51,0.01,0.02,0.07,0.13,0.08,1,1,1,"Materials",8,34
"102","APD",2014,0.0557,0.1377,0.66,0.095,0.614,17635400000,2.15e+08,0.0803,1.0439e+10,NA,9.92e+08,7351500000,29.05,4.61,0.00840401806379637,0,-6e-04,0.00840401806379637,-6e-04,1.55021303252628,0.00933414588331214,-0.000930127819515766,1.88,116.73,25.3210412147505,2016,110,0.51,0.01,0.02,0.08,0.12,0.08,1,1,1,"Materials",8,34
"103","APH",2012,0.115,0.2414,0.66,0.1294,0.124,5215463000,3.28e+08,0.1557,4.292e+09,NA,5.55e+08,2429959000,19.07,1.69,0.047331010859679,1e-04,0.0119,0.047231010859679,0.0118,1.47023353651619,0.029882255128788,0.017448755730891,NA,28.85,17.0710059171598,2014,387,0.12,0,0,0,0,0.59,0,0,0,"Information Technology",7,35
"104","APH",2013,0.1117,0.2404,0.5,0.1378,0.137,6168028000,3.25e+08,0.1473,4.614e+09,NA,6.36e+08,2859509000,21.93,1.96,0.0526614109087851,0,0.0281,0.0526614109087851,0.0281,0.691128544083037,0.0332406988200518,0.0194207120887333,NA,38.49,19.6377551020408,2015,402,0.13,0,0,0,0,0.13,0,0,0,"Information Technology",7,35
"105","APH",2014,0.1075,0.2459,0.92,0.1327,0.201,7.027e+09,3.2e+08,0.1425,5.346e+09,NA,7.09e+08,2907400000,23.77,2.21,0.00570294849831273,0,-6e-04,0.00570294849831273,-6e-04,0.734625350209181,0.00614372370843824,-0.000440775210125508,NA,48.44,21.9185520361991,2016,367,0.19,0,0.06,0,0,0.13,0,0,0,"Information Technology",7,35
"106","ATVI",2012,0.0819,0.1032,0,0.2317,0.178,1.42e+10,1.118e+09,0.1028,4.856e+09,NA,1.149e+09,1.1317e+10,14.59,1.01,-0.0761234929104486,1e-04,0.0119,-0.0762234929104486,0.0118,0.739849175314049,-0.0849537131791544,0.00883022026870578,0.58,11.86,11.7425742574257,2014,435,0,0,0,0,0,0,0,0,0,"Information Technology",7,36
"107","ATVI",2013,0.0716,0.1126,0.7,0.2204,0.182,1.4012e+10,1.035e+09,0.0769,4.583e+09,5.84e+08,1.01e+09,6.622e+09,16.41,0.95,0.0353917370662762,0,0.0281,0.0353917370662762,0.0281,1.79675772471547,-0.0150971549982284,0.0504888920645046,0.95,15.4,16.2105263157895,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Information Technology",7,36
"108","ATVI",2014,0.0581,0.1205,0.6,0.1894,0.233,1.4746e+10,7.26e+08,0.0731,4.408e+09,5.71e+08,8.35e+08,7.233e+09,23.09,1.13,-0.071801170541684,0,-6e-04,-0.071801170541684,-6e-04,1.98814286984728,-0.0706082848197756,-0.00119288572190837,1.03,20.63,18.2566371681416,2016,463,0.12,0,0.02,0,0,0.1,0,0,0,"Information Technology",7,36
"109","AVB",2012,0.043,0.0753,0.56,0.4069,1.437,11160078000,9.8e+07,0.0597,1.001e+09,NA,4.24e+08,6837215000,20.38,4.32,0.0356337096218179,1e-04,0.0119,0.0355337096218179,0.0118,0.335380607209926,0.0315762184567408,0.00405749116507712,1.53,137.92,31.9259259259259,2014,435,0,0,0,0,0,0,0,0,0,"Financials",4,37
"110","AVB",2013,0.0267,0.0458,0.72,0.2414,8.039,15328143000,1.27e+08,0.0277,1.463e+09,NA,3.53e+08,8596132000,63.1,2.78,0.00626572893600432,0,0.0281,0.00626572893600432,0.0281,0.388413839967668,-0.00464869996708715,0.0109144289030915,1.41,129.84,46.705035971223,2015,177,0.41,0.09,0.05,0.02,0,0.14,1,0,0,"Financials",4,37
"111","AVB",2014,0.0434,0.0775,0.72,0.4057,1,16176723000,1.31e+08,0.045,1.685e+09,NA,6.84e+08,9046405000,25.59,5.21,0.022992812704301,0,-6e-04,0.022992812704301,-6e-04,0.561048757298269,0.02332944195868,-0.000336629254378961,1.73,142.56,27.362763915547,2016,173,0.4,0.06,0.06,0.01,0.04,0.14,1,0,0,"Financials",4,37
"112","AWK",2012,0.0243,0.0825,1.17,0.1244,0.574,14718976000,1.78e+08,0.0556,2.854e+09,NA,3.58e+08,4443268000,19.27,2.01,-0.0210276106755727,1e-04,0.0119,-0.0211276106755727,0.0118,0.23745453892309,-0.0239295742348651,0.00290196355929247,0.83,35.26,17.5422885572139,2014,124,0.45,0.62,0.62,0,0,0.55,1,1,0,"Utilities",11,38
"113","AWK",2013,0.0248,0.0805,1.1,0.1272,0.52,15069533000,1.79e+08,0.0541,2.879e+09,NA,3.69e+08,4727804000,20.35,2.06,-0.00212752429635011,0,0.0281,-0.00212752429635011,0.0281,0.536160665780752,-0.0171936390047892,0.0150661147084391,0.89,40.95,19.878640776699,2015,24,0.68,0.08,0.06,0.15,0.11,0.18,1,0,0,"Utilities",11,38
"114","AWK",2014,0.0271,0.0877,1.11,0.1405,0.536,16130956000,1.8e+08,0.0394,3.011e+09,NA,4.23e+08,4915591000,23.91,2.35,0.00470115257907868,0,-6e-04,0.00470115257907868,-6e-04,1.16899563603737,0.0054025499607011,-0.00070139738162242,0.98,47.78,20.331914893617,2016,251,0.31,0,0.03,0,0,0.18,1,0,0,"Utilities",11,38
"115","AXP",2012,0.0289,0.2353,3.12,0.1404,0.206,1.5314e+11,1.141e+09,NA,3.1555e+10,NA,4.482e+09,1.8886e+10,12.32,3.89,0.0278727505359166,1e-04,0.0119,0.0277727505359166,0.0118,1.07911128956448,0.0150392373190558,0.0128335132168608,0.44,56.01,14.3984575835476,2014,190,0.35,0.58,0.63,0.3,0.07,0.57,0,0,0,"Financials",4,39
"116","AXP",2013,0.0347,0.2768,2.84,0.1611,0.202,1.53375e+11,1.089e+09,NA,3.287e+10,NA,5.359e+09,1.9496e+10,19.21,4.88,0.0558690602538298,0,0.0281,0.0558690602538298,0.0281,0.738935829756111,0.0351049634376831,0.0207640968161467,0.66,72.86,14.9303278688525,2015,89,0.55,0.07,0.1,0.06,0.08,0.1,1,1,0,"Financials",4,39
"117","AXP",2014,0.0374,0.2907,2.8,0.174,0.182,1.59103e+11,1.051e+09,NA,3.3444e+10,NA,5.885e+09,2.0673e+10,16.14,5.56,0.00668615461685605,0,-6e-04,0.00668615461685605,-6e-04,1.53390360610724,0.0076064967805204,-0.000920342163664346,0.62,89.79,16.1492805755396,2016,63,0.6,0.11,0.13,0.1,0.01,0.1,1,1,0,"Financials",4,39
"118","AZO",2012,0.1533,NA,NA,0.1081,NA,6.398e+09,4e+07,NA,8.604e+09,NA,9.3e+08,NA,NA,23.48,-0.0795325406330387,1e-04,0.0119,-0.0796325406330387,0.0118,0.443023652971651,-0.0848602197381042,0.00532767910506548,2.89,370,15.7580919931857,2014,435,0,0,0,0,0,0,0,0,0,"Consumer Discretionary",1,40
"119","AZO",2013,0.1545,NA,NA,0.1111,NA,7.203e+09,3.7e+07,NA,9.148e+09,NA,1.016e+09,NA,NA,27.79,0.0347864775927001,0,0.0281,0.0347864775927001,0.0281,0.866816081094358,0.0104289457139486,0.0243575318787515,2.92,415.17,14.9395465994962,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Consumer Discretionary",1,40
"120","AZO",2014,0.1485,NA,NA,0.1129,NA,7.171e+09,3.4e+07,NA,9.475e+09,NA,1.07e+09,NA,NA,31.57,0.0692108879045184,0,-6e-04,0.0692108879045184,-6e-04,0.99054968744354,0.0698052177169846,-0.000594329812466124,3.06,534.71,16.9372822299652,2016,413,0.17,0,0.07,0,0,0.1,0,0,0,"Consumer Discretionary",1,40
"121","BA",2012,0.0461,0.8297,1.53,0.0476,0.344,8.8896e+10,7.62e+08,0.2647,8.1698e+10,NA,3.9e+09,5.867e+09,12.81,5.11,0.0144346961702178,1e-04,0.0119,0.0143346961702178,0.0118,0.677579444455505,0.00633925872564287,0.00809543744457496,0.6,73.23,14.3307240704501,2014,116,0.46,0.69,0.78,0.84,0,0.05,0,1,1,"Industrials",6,41
