"";"Companies";"YearFinancialIndicator";"ROA";"TobinsQ";"ROE";"YearNewsWeekGR";"GreenScore";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"Green.Revenue";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry"
"826";276;2013;0,08;1;0,23;2014;0,62;0,81;0,74;0,94;0,48;0,65;0;0;0,05;9,76;0,8;0,08;7
"827";276;2014;0,06;1,1;0,19;2015;0,71;0,12;0,11;0,11;0,09;0,13;0,1;0;0,05;9,84;1,13;0,07;7
"828";276;2015;0,05;1,63;0,2;2016;0,79;0,12;0,11;0,1;0,12;0,13;0,1;0,05;0,05;9,86;1,47;0,06;7
"829";277;2013;0,09;1,65;0,24;2014;0,26;0,2;0,13;0;0,28;0,59;0;0,05;0;9,78;0,94;0,2;1
"830";277;2014;0,18;1,82;0,53;2015;0,57;0,05;0,03;0,13;0,1;0,15;0;0,05;0,05;9,82;0,95;0,29;1
"831";277;2015;0,05;1,92;0,15;2016;0,54;0,08;0,04;0,1;0,08;0,15;0;0,05;0,05;9,86;1,33;0,09;1
"832";278;2013;0,03;1,27;0,04;2014;0;0;0;0;0;0;0;0;0;10;0,87;0,26;4
"833";278;2014;0,03;1,47;0,04;2015;0,13;0;0;0;0;0,13;0;0;0;10,04;0,95;0,24;4
"834";278;2015;0,02;1,54;0,05;2016;0,22;0;0,09;0;0;0,13;0;0;0;10,07;0,79;0,25;4
"835";279;2013;0,02;1,09;0,12;2014;0,28;0;0,52;0;0;1;0;0;0;10,25;3,85;0,02;3
"836";279;2014;0,02;1,22;0,51;2015;0,28;0;0,12;0;0;0,06;0,1;0;0;10,18;12,15;0,03;3
"837";279;2015;0,02;0,92;0,55;2016;0,26;0;0,11;0;0;0,05;0,1;0;0;10,19;27,17;0,03;3
"838";280;2013;0,05;1,08;0,3;2014;0,32;0,55;0,44;0;0;0,84;0;0;0;10,34;1,13;0,07;1
"839";280;2014;0,05;1,15;0,34;2015;0,44;0,12;0,07;0;0;0,1;0,1;0,05;0;10,33;1,6;0,07;1
"840";280;2015;0,05;1,08;0,44;2016;0,32;0;0,07;0;0;0,1;0,1;0,05;0;10,34;1,45;0,07;1
"841";281;2013;0,13;1,77;0,25;2014;0,44;0,51;0,55;0;0;0,68;0,1;0,05;0;10,93;0,52;0,29;7
"842";281;2014;0,12;1,82;0,23;2015;0,4;0;0,07;0;0;0,18;0,1;0,05;0;10,99;0,68;0,28;7
"843";281;2015;0,09;1,49;0,19;2016;0,76;0,08;0,06;0,1;0,14;0,18;0,1;0,05;0,05;11,03;0,87;0,25;7
"844";282;2013;0,11;2,41;0,33;2014;0;0;0;0;0;0;0;0;0;9,78;0,71;0,1;1
"845";282;2014;0,12;3,17;0,38;2015;0,1;0;0;0;0;0,1;0;0;0;9,82;0,69;0,11;1
"846";282;2015;0,14;3,92;0,46;2016;0,16;0;0,06;0;0;0,1;0;0;0;9,82;0,71;0,12;1
"847";283;2013;0,09;1,1;0,14;2014;0,45;0,1;0,15;0,74;0,48;0,17;0,1;0,05;0,05;10,84;0,16;0,24;3
"848";283;2014;0,01;1,13;0,02;2015;0,35;0,02;0,03;0,01;0,07;0,02;0,1;0,05;0,05;10,75;0,2;0,03;3
"849";283;2015;-0,16;1,29;-0,26;2016;0,25;0;0,03;0;0;0,03;0,1;0,05;0,05;10,64;0,28;0,28;3
"850";284;2013;0,05;1,27;0,14;2014;0,11;0;0;0;0;0,55;0;0;0;10,31;0,88;0,02;3
"851";284;2014;0,04;1,29;0,11;2015;0,05;0;0;0;0;0,05;0;0;0;10,35;1,08;0,02;3
"852";284;2015;0,01;0,9;0,04;2016;0,05;0;0;0;0;0,05;0;0;0;10,35;1,32;0,01;3
"853";285;2013;0,09;NA;0,34;2014;0;0;0;0;0;0;0;0;0;9,78;0;0,25;7
"854";285;2014;0,1;NA;0,36;2015;0,16;0;0;0;0;0,16;0;0;0;9,8;0;0,25;7
"855";285;2015;0,11;NA;0,4;2016;0,22;0;0,06;0;0;0,16;0;0;0;9,78;0;0,26;7
"856";286;2013;0,06;0,88;0,19;2014;0;0;0;0;0;0;0;0;0;10,32;0,02;0,07;6
"857";286;2014;0,07;1,02;0,19;2015;0,3;0;0,08;0;0;0,07;0,1;0;0,05;10,31;0,83;0,07;6
"858";286;2015;0,08;0,67;0,23;2016;0,3;0;0,08;0;0;0,07;0,1;0;0,05;10,32;0,83;0,08;6
"859";287;2013;0,02;0,59;0,06;2014;0,46;0,68;0,44;0,04;0,26;0,26;0,1;0,05;0,05;10,75;0,89;0,05;11
"860";287;2014;0,03;0,66;0,09;2015;0,64;0,08;0,11;0,03;0,1;0,12;0,1;0,05;0,05;10,78;0,96;0,08;11
"861";287;2015;0,01;0,67;0,05;2016;0,73;0,14;0,11;0,06;0,1;0,12;0,1;0,05;0,05;10,8;0,97;0,05;11
"862";288;2013;0,2;NA;0,33;2014;0,18;0;0;0;0;0,91;0;0;0;10,02;0,25;0,28;1
"863";288;2014;0,18;NA;0,3;2015;0,13;0;0;0;0;0,13;0;0;0;10,17;0,45;0,29;1
"864";288;2015;0,15;NA;0,3;2016;0,21;0;0,08;0;0;0,13;0;0;0;10,24;0,7;0,28;1
"865";289;2013;0,04;0,72;0,11;2014;0,35;0;0,36;0;0;0,73;0,1;0;0,05;10,51;0,68;0,12;11
"866";289;2014;0,04;0,81;0,13;2015;0,27;0;0;0;0;0,12;0,1;0;0,05;10,55;0,68;0,14;11
"867";289;2015;0,05;0,76;0,13;2016;0,31;0;0,04;0;0;0,12;0,1;0;0,05;10,57;0,68;0,16;11
"868";290;2013;0,09;1,9;0,29;2014;0,39;0,29;0,32;0,36;0,13;0,12;0,1;0,05;0,05;10,89;1;0,1;2
"869";290;2014;0,08;2,3;0,3;2015;0,49;0,02;0,04;0,08;0,08;0,07;0,1;0,05;0,05;10,85;1,92;0,1;2
"870";290;2015;0,08;2,42;0,37;2016;0,5;0,03;0,03;0,08;0,07;0,08;0,1;0,05;0,05;10,84;2,42;0,09;2
"871";291;2013;0,12;1,13;0,28;2014;0,41;0,4;0,34;0,28;0,25;0,1;0,1;0,05;0,05;11,24;0,4;0,43;5
"872";291;2014;0,05;1,16;0,12;2015;0,52;0,04;0,06;0,03;0,04;0,14;0,1;0,05;0,05;11,23;0,44;0,18;5
"873";291;2015;0,04;1,28;0,1;2016;0,62;0,09;0,06;0,09;0,04;0,14;0,1;0,05;0,05;11,22;0,45;0,14;5
"874";292;2013;0;0,07;0,09;2014;0,4;0,08;0,18;0;0;0,82;0,1;0,05;0,05;11,32;0,27;0,09;4
"875";292;2014;0,01;0,07;0,11;2015;0,46;0,02;0,03;0,01;0,04;0,16;0,1;0,05;0,05;11,34;0,25;0,11;4
"876";292;2015;0,01;0,06;0,12;2016;0,46;0,02;0,03;0,02;0,03;0,16;0,1;0,05;0,05;11,34;0,35;0,1;4
"877";293;2013;0,08;1,73;0,16;2014;0,29;0,11;0,24;0,09;0,45;0,04;0,1;0,05;0;11,16;0,32;0,13;2
"878";293;2014;0,07;1,95;0,14;2015;0,53;0,04;0,07;0,04;0,11;0,12;0,1;0,05;0;11,13;0,29;0,12;2
"879";293;2015;0,07;1,77;0,14;2016;0,41;0,04;0,05;0,05;0;0,12;0,1;0,05;0;11,11;0,29;0,12;2
"880";294;2013;0,05;0,6;0,19;2014;0,22;0,32;0;0;0;0,85;0;0;0;10,39;0,3;0,07;4
"881";294;2014;0,04;0,56;0,17;2015;0,16;0;0;0;0;0,16;0;0;0;10,41;0,31;0,06;4
"882";294;2015;0,04;0,58;0,14;2016;0,19;0;0,03;0;0;0,16;0;0;0;10,47;0,37;0,05;4
"883";295;2013;0,08;1,42;0,17;2014;0,35;0,55;0,27;0;0;0,88;0;0,05;0;10,11;0,47;0,08;6
"884";295;2014;0,07;1,41;0,17;2015;0,31;0,08;0,06;0;0;0,12;0;0,05;0;10,1;0,57;0,07;6
"885";295;2015;0,09;1,11;0,2;2016;0,21;0;0,06;0;0;0,11;0;0,05;0;10,07;0,28;0,08;6
"886";296;2013;0,01;1,12;0,02;2014;0,69;0,94;0,97;0;0;1;0,1;0,05;0,05;10,17;0,66;0,18;4
"887";296;2014;0,02;1,23;0,05;2015;0,71;0,13;0,14;0,04;0,07;0,14;0,1;0,05;0,05;10,17;0,68;0,35;4
"888";296;2015;0,03;1,1;0,06;2016;0,66;0,12;0,12;0,03;0,05;0,14;0,1;0,05;0,05;10,17;0,8;0,39;4
"889";297;2013;0,23;4,26;-1,51;2014;0,62;0,76;0,81;0,93;0,64;0;0,1;0;0,05;10,58;-3,56;0,11;2
"890";297;2014;0,21;4,34;-0,77;2015;0,56;0,11;0,09;0,13;0,08;0;0,1;0;0,05;10,55;-2,23;0,09;2
"891";297;2015;0,21;4,74;-0,52;2016;0,59;0,1;0,1;0,11;0,09;0;0,1;0,05;0,05;10,53;-2,15;0,09;2
"892";298;2013;0,01;0,22;0,1;2014;0,24;0,07;0,14;0,08;0;0,22;0,1;0;0,05;11,51;0,87;0,25;4
"893";298;2014;0,01;0,2;0,09;2015;0,36;0,02;0,03;0,02;0,06;0,09;0,1;0;0,05;11,54;1,08;0,26;4
"894";298;2015;0,01;0,21;0,09;2016;0,35;0,01;0,03;0,02;0,04;0,1;0,1;0;0,05;11,55;1,18;0,25;4
"895";299;2013;0,2;1,68;0,65;2014;0,33;0,32;0,33;0,19;0,35;0,5;0;0,05;0;10,2;0,68;0,21;8
"896";299;2014;0,12;1,91;0,36;2015;0,36;0;0,11;0;0;0,1;0,1;0,05;0;10,25;0,75;0,14;8
"897";299;2015;0,08;1,66;0,28;2016;0,64;0,11;0,1;0,14;0,05;0,1;0,1;0,05;0;10,23;0,86;0,09;8
"898";300;2013;0,04;0,82;0,13;2014;0,12;0;0;0;0;0,6;0;0;0;10,67;1,38;0,15;11
"899";300;2014;0,02;0,84;0,06;2015;0,23;0;0;0;0,11;0,12;0;0;0;10,69;1,87;0,09;11
"900";300;2015;0,04;1,09;0,14;2016;0,25;0;0,03;0;0,11;0,12;0;0;0;10,59;1,79;0,12;11
"901";301;2013;0;0,08;-0,02;2014;0,51;0,83;0,64;0,67;0;0,68;0;0,05;0;11,86;0,76;-0,02;4
"902";301;2014;0;0,09;0,03;2015;0,53;0,06;0,06;0,05;0,08;0,14;0,1;0,05;0;11,88;0,47;0,02;4
"903";301;2015;0,01;0,08;0,13;2016;0,61;0,11;0,07;0,06;0,08;0,14;0,1;0,05;0;11,88;0,68;0,1;4
"904";302;2013;0,07;0,91;0,17;2014;0,1;0;0;0;0;0,25;0;0;0,05;10,7;0,28;0,02;3
"905";302;2014;0,1;0,85;0,22;2015;0,09;0;0;0;0;0,04;0;0;0,05;10,69;0,36;0,03;3
"906";302;2015;0,09;0,98;0,19;2016;0,18;0;0,09;0;0;0,04;0;0;0,05;10,69;0,38;0,04;3
"907";303;2013;0,09;2,27;0,28;2014;0,62;0,27;0,21;0,55;0,87;0,68;0,1;0,05;0,05;10,31;1,21;0,15;8
"908";303;2014;0,08;2,32;0,26;2015;0,5;0,04;0,02;0,07;0,11;0,06;0,1;0,05;0,05;10,3;1,54;0,14;8
"909";303;2015;0,08;2,05;0,33;2016;0,53;0,04;0,02;0,08;0,13;0,06;0,1;0,05;0,05;10,26;2,04;0,14;8
"910";304;2013;-0,06;2,31;-0,12;2014;0,12;0;0;0;0;0,59;0;0;0;10,09;0,4;-0,24;3
"911";304;2014;0,07;1,6;0,13;2015;0,01;0;0;0;0;0,01;0;0;0;10,17;0,31;0,18;3
"912";304;2015;-0,02;1,33;-0,03;2016;0,03;0;0,02;0;0;0,01;0;0;0;10,18;0,38;-0,06;3
"913";305;2013;0,15;2,38;0,18;2014;0,63;0,65;0,74;0,91;0,86;0,29;0;0,05;0,05;10,67;0;0,27;7
"914";305;2014;0,17;2,2;0,21;2015;0,68;0,12;0,12;0,15;0,06;0,13;0;0,05;0,05;10,69;0;0,3;7
"915";305;2015;0,1;1,41;0,14;2016;0,54;0,13;0;0,13;0,05;0,13;0;0,05;0,05;10,7;0,33;0,2;7
"916";306;2013;0,11;NA;0,34;2014;0,42;0,4;0,39;0,61;0,39;0;0,1;0;0,05;10,19;0,99;0,21;2
"917";306;2014;0,1;NA;0,3;2015;0,28;0,04;0,02;0,05;0,01;0;0,1;0;0,05;10,18;1,02;0,17;2
"918";306;2015;0,07;NA;0,22;2016;0,31;0,04;0,03;0,06;0,02;0;0,1;0;0,05;10,73;0,93;0,3;2
"919";307;2013;0,04;1,01;0,09;2014;0,5;0,18;0,06;0,62;0,72;0,3;0,1;0,05;0,05;10,3;0,92;0,09;1
"920";307;2014;0,03;1,39;0,08;2015;0,54;0,02;0,01;0,1;0,08;0,12;0,1;0,05;0,05;10,32;0,96;0,08;1
"921";307;2015;0;1,6;0,08;2016;0,54;0,02;0,01;0,09;0,09;0,12;0,1;0,05;0,05;10,32;0,84;0;1
"922";308;2013;0,17;8,9;0,26;2014;0;0;0;0;0;0;0;0;0;9,47;0,26;0,2;5
"925";309;2013;0,01;0,11;0,07;2014;0,13;0;0;0;0;0,65;0;0;0;11,07;0,32;0,21;4
"926";309;2014;0,01;0,12;0,07;2015;0,1;0;0;0;0;0,1;0;0;0;11,08;0,21;0,22;4
"927";309;2015;0,01;0,13;0,06;2016;0,11;0;0,01;0;0;0,1;0;0;0;11,1;0,52;0,19;4
"928";310;2013;0,06;2,96;0,12;2014;0;0;0;0;0;0;0;0;0;9,46;0,03;0,12;7
"929";310;2014;0,06;3,26;0,12;2015;0,19;0;0;0;0;0,19;0;0;0;9,55;0,58;0,1;7
"930";310;2015;0,05;3,88;0,15;2016;0,24;0;0,05;0;0;0,19;0;0;0;9,59;0,54;0,1;7
"931";311;2013;0,13;2,27;0,19;2014;0,1;0;0;0;0;0,5;0;0;0;9,78;0,14;0,1;1
"932";311;2014;0,12;2,24;0,18;2015;0,19;0;0,07;0;0;0,12;0;0;0;9,8;0,21;0,1;1
"933";311;2015;0,08;1,22;0,13;2016;0,16;0;0,04;0;0;0,12;0;0;0;9,8;0,23;0,06;1
"934";312;2013;0,14;2,55;0,35;2014;0,74;0,7;0,48;0,89;0,84;0,5;0,1;0,05;0,05;9,77;0,43;0,12;6
"935";312;2014;0,14;2,23;0,31;2015;0,6;0;0,08;0,12;0,09;0,12;0,1;0,05;0,05;9,79;0,58;0,14;6
"936";312;2015;0,13;1,93;0,33;2016;0,76;0,12;0,1;0,12;0,11;0,12;0,1;0,05;0,05;9,81;0,74;0,13;6
"937";313;2013;0,07;1,82;0,14;2014;0,14;0;0;0;0;0,72;0;0;0;9,91;0,62;0,19;6
"938";313;2014;0,08;2,02;0,14;2015;0,13;0;0;0;0;0,13;0;0;0;9,92;0,41;0,16;6
"939";313;2015;0,08;2,12;0,14;2016;0,2;0;0,07;0;0;0,13;0;0;0;10,01;0,46;0,18;6
"940";314;2013;0,22;4,14;0,46;2014;0,12;0;0;0;0;0,6;0;0;0;9,6;0,08;0,08;1
"941";314;2014;0,21;3,6;0,42;2015;0,11;0;0;0;0;0,11;0;0;0;9,67;0,18;0,08;1
"942";314;2015;0,21;4,15;0,43;2016;0,12;0;0,01;0;0;0,11;0;0;0;9,69;0,17;0,09;1
"943";315;2013;0,03;0,97;0,08;2014;0,02;0;0;0;0;0,09;0;0;0;10,3;0,89;0,06;6
"944";315;2014;0,03;1,08;0,07;2015;0,29;0;0,01;0;0;0,13;0,1;0;0,05;10,3;0,91;0,05;6
"945";315;2015;0,04;1,14;0,1;2016;0,29;0;0,01;0;0;0,13;0,1;0;0,05;10,31;0,97;0,07;6
"946";316;2013;0,08;0,95;0,22;2014;0,49;0,51;0,58;0,65;0,83;0;0;0,05;0,05;10,41;0,43;0,08;6
"947";316;2014;0,08;1,23;0,2;2015;0,58;0,09;0,09;0,08;0,07;0,05;0,1;0,05;0,05;10,45;0,56;0,1;6
"948";316;2015;0,07;1,33;0,21;2016;0,65;0,08;0,09;0,09;0,14;0,05;0,1;0,05;0,05;10,47;0,53;0,09;6
"949";317;2013;-0,03;NA;-0,12;2014;0,62;0,4;0,35;0,63;0,49;0,68;0,1;0,05;0,05;10,93;1,25;-0,12;10
"950";317;2014;-0,04;NA;-0,13;2015;0,67;0,09;0,11;0,07;0,05;0,16;0,1;0,05;0,05;10,92;1,47;-0,11;10
"951";317;2015;-0,02;NA;-0,08;2016;0,47;0;0,11;0;0;0,16;0,1;0,05;0,05;10,9;1,5;-0,1;10
"952";318;2013;-0,01;2,56;-0,12;2014;0;0;0;0;0;0;0;0;0;9,83;15,12;-0,04;10
"953";318;2014;0;2,82;2,64;2015;0,16;0;0;0;0;0,16;0;0;0;9,89;-4,95;-0,02;10
"954";318;2015;-0,02;2,96;0,14;2016;0,16;0;0;0;0;0,16;0;0;0;9,87;-11,9;-0,11;10
"955";319;2013;0,01;5,9;0,02;2014;0,24;0,51;0,52;0;0;0,16;0;0;0,05;10,01;0,42;0,01;1
"956";319;2014;0,23;5,07;0,48;2015;0,49;0,1;0,08;0;0;0,1;0,1;0,05;0,05;10,09;0,35;0,15;1
"957";319;2015;0,2;7,17;0,42;2016;0,6;0,08;0,09;0,1;0,02;0,1;0,1;0,05;0,05;10,11;0,33;0,12;1
"958";320;2013;0,01;0,36;0,11;2014;0,17;0,24;0,15;0;0;0,56;0;0;0;11,16;0,2;0,19;4
"959";320;2014;0,01;0,34;0,12;2015;0,19;0,06;0,02;0,01;0;0,1;0;0;0;11,19;0,17;0,21;4
"960";320;2015;0,01;0,3;0,12;2016;0,21;0,03;0,06;0,03;0;0,1;0;0;0;11,26;0,24;0,21;4
"961";321;2013;0,03;NA;0,12;2014;0,49;0,64;0,06;0,12;0,5;0,44;0,1;0,05;0,05;10,53;1,53;0,19;3
"962";321;2014;0,03;NA;0,13;2015;0,54;0,12;0,03;0,02;0,1;0,06;0,1;0,05;0,05;10,53;1,56;0,18;3
"963";321;2015;0,01;NA;0,03;2016;0,39;0;0,03;0,03;0,08;0,05;0,1;0,05;0,05;10,52;1,98;0,04;3
"964";322;2013;0,12;2,96;0,42;2014;0,54;0,68;0,78;0,75;0;0,29;0,1;0,05;0;9,8;0,65;0,07;8
"965";322;2014;0,14;4,59;0,63;2015;0,5;0,11;0,12;0;0;0,12;0,1;0,05;0;9,76;1,13;0,08;8
"966";322;2015;0,18;4,39;1,13;2016;0,37;0;0,11;0;0;0,11;0,1;0,05;0;9,76;2,21;0,09;8
"967";323;2013;0,04;2,9;0,11;2014;0;0;0;0;0;0;0;0;0;9,95;1,13;0,1;1
"968";323;2014;0,06;2,99;0,24;2015;0,16;0;0;0;0;0,16;0;0;0;9,92;3,43;0,12;1
"969";323;2015;0,06;3,52;0,89;2016;0,22;0;0,06;0;0;0,16;0;0;0;9,91;-32,72;0,11;1
"970";324;2013;0,06;1,38;0,11;2014;0,42;0,44;0,38;0,51;0;0,35;0,1;0;0,05;9,97;0,36;0,1;2
"971";324;2014;0,06;1,26;0,11;2015;0,31;0;0,06;0;0;0,1;0,1;0;0,05;9,97;0,37;0,1;2
"972";324;2015;0,03;1,12;0,06;2016;0,32;0;0,07;0;0;0,1;0,1;0;0,05;10,22;0,76;0,06;2
"973";325;2013;0,1;1,72;0,18;2014;0,48;0,62;0,76;0,88;0,21;0,55;0;0;0;10,83;0,26;0,15;3
"974";325;2014;0,08;1,63;0,14;2015;0,52;0,04;0,07;0,12;0,12;0,02;0,1;0;0,05;10,83;0,28;0,11;3
"975";325;2015;0,03;1,31;0,06;2016;0,48;0,06;0,06;0,12;0,08;0,02;0,1;0;0,05;10,83;0,41;0,06;3
"976";326;2013;0,01;1,03;0,02;2014;0,37;0,17;0,38;0,67;0,6;0,48;0;0;0;10,17;1,11;0,07;4
"977";326;2014;0,03;1,11;0,08;2015;0,16;0;0,02;0;0;0,14;0;0;0;10,23;1,26;0,33;4
"978";326;2015;0,02;1,06;0,04;2016;0,54;0,07;0,06;0,09;0,14;0,14;0;0;0,05;10,3;1,49;0,16;4
"979";327;2013;0,11;NA;0,15;2014;0,38;0,59;0,45;0;0;0,87;0;0;0,05;10,02;0,28;0,17;7
"980";327;2014;0,1;NA;0,15;2015;0,33;0;0,05;0;0;0,13;0,1;0;0,05;10,01;0,18;0,15;7
"981";327;2015;0,05;NA;0,08;2016;0,34;0;0,06;0;0;0,13;0,1;0;0,05;9,96;0,38;0,08;7
"982";328;2013;0,03;0,89;0,09;2014;0,15;0;0,09;0,11;0;0,11;0,1;0;0;10,81;1,12;0,1;11
"983";328;2014;0,03;0,97;0,1;2015;0,28;0;0,02;0,04;0;0,12;0,1;0;0;9,86;1,04;0,11;11
"984";328;2015;0,03;0,89;0,12;2016;0,28;0;0,02;0,03;0,01;0,12;0,1;0;0;10,89;1,2;0,14;11
"985";329;2013;0,04;2,05;0,23;2014;0,35;0,54;0,44;0;0;0,74;0;0;0,05;10,52;3,88;0,31;4
"986";329;2014;0,05;2,59;0,26;2015;0,43;0,03;0,07;0;0;0,13;0,1;0,05;0,05;10,47;4,09;0,31;4
"987";329;2015;0,06;2,69;0,39;2016;0,4;0;0,07;0;0;0,13;0,1;0,05;0,05;10,49;5,01;0,28;4
"988";330;2013;0,08;2,85;0,19;2014;0,06;0;0;0;0;0,31;0;0;0;9,59;0,73;0,15;6
"989";330;2014;0,08;2,87;0,18;2015;0,13;0;0;0;0;0,13;0;0;0;9,64;0,81;0,13;6
"990";330;2015;0,05;1,85;0,11;2016;0,13;0;0;0;0;0,13;0;0;0;9,85;1,12;0,09;6
"991";331;2013;0,03;0,9;0,09;2014;0,48;0,31;0,59;0,48;0;0,89;0;0,05;0,05;10,57;1,02;0,09;11
"992";331;2014;0,03;1,02;0,1;2015;0,5;0;0,09;0,09;0;0,11;0,1;0,05;0,05;10,6;1,07;0,11;11
"993";331;2015;0,03;0,93;0,12;2016;0,51;0;0,1;0,12;0;0,1;0,1;0,05;0,05;10,61;1,11;0,13;11
"994";332;2013;0,01;0,19;0,06;2014;0,13;0;0;0;0;0,65;0;0;0;11,24;0,52;0,16;4
"995";332;2014;0,01;0,18;0,08;2015;0,1;0;0;0;0;0,1;0;0;0;11,28;0,6;0,21;4
"996";332;2015;0,01;0,15;0,08;2016;0,13;0;0,03;0;0;0,1;0;0;0;11,28;0,38;0,23;4
"997";333;2013;0,07;0,19;0,18;2014;0,29;0,33;0,35;0,5;0;0,55;0;0;0;10,01;0,83;0,13;5
"998";333;2014;0,09;0,18;0,22;2015;0,42;0,12;0,07;0,08;0;0,15;0;0;0;10,01;0,75;0,16;5
"999";333;2015;0,1;0,15;0,25;2016;0,41;0,09;0,07;0,11;0;0,15;0;0;0;10,05;0,82;0,18;5
"1000";334;2013;0,01;-0,1;0,11;2014;0,32;0,13;0,41;0,17;0,27;0,34;0;0,05;0,05;11,39;0,49;0,21;4
"1001";334;2014;0,01;-0,18;0,1;2015;0,24;0,01;0,03;0,01;0;0,1;0;0,05;0,05;11,44;0,51;0,19;4
"1002";334;2015;0,01;-0,09;0,1;2016;0,27;0;0,04;0,01;0,02;0,1;0;0,05;0,05;11,39;0,63;0,18;4
"1003";335;2013;0,16;1,34;0,49;2014;0,56;0,39;0,59;0,04;0,5;0,9;0,1;0;0,05;10,16;1,44;0,39;2
"1004";335;2014;0,05;1,6;0,15;2015;0,41;0,08;0,12;0,01;0,05;0,1;0;0;0,05;10,18;1,26;0,12;2
"1005";335;2015;0,07;2,04;0,16;2016;0,43;0,13;0,12;0,02;0,02;0,09;0;0;0,05;10,21;1;0,14;2
"1006";336;2013;0,03;0,94;0,07;2014;0,44;0,43;0,47;0,47;0,7;0,41;0;0;0,05;10,22;0,56;0,04;6
"1007";336;2014;0,04;1,12;0,1;2015;0,73;0,09;0,09;0,13;0,12;0,15;0,1;0;0,05;10,22;0,55;0,06;6
"1008";336;2015;0,05;1,25;0,13;2016;0,37;0;0,07;0;0;0,15;0,1;0;0,05;10,2;0,68;0,07;6
"1009";337;2013;0,07;1,62;0,12;2014;0,21;0,54;0,47;0;0;0,3;0;0;0;10,2;0,3;0,11;5
"1010";337;2014;0,03;2,01;0,06;2015;0,35;0;0,1;0;0;0,15;0,1;0;0;10,25;0,38;0,05;5
"1011";337;2015;0,09;2,06;0,17;2016;0,33;0;0,08;0;0;0,15;0,1;0;0;10,21;0,38;0,14;5
"1012";338;2013;0,06;1,31;0,16;2014;0,4;0,12;0,34;0,29;0,54;0,76;0;0;0,05;10,12;0,36;0,13;7
"1013";338;2014;0,07;1,41;0,17;2015;0,41;0,01;0,02;0,03;0,01;0,19;0,1;0;0,05;10,11;0,3;0,15;7
"1014";338;2015;0,05;1,05;0,11;2016;0,37;0,01;0,02;0;0,1;0,19;0;0;0,05;10,1;0,3;0,11;7
"1015";339;2013;0,08;1,63;0,19;2014;0,49;0,78;0,49;0,69;0;0,72;0;0,05;0;10,11;0,56;0,02;2
"1016";339;2014;0,06;1,31;0,16;2015;0,25;0;0,07;0;0;0,13;0;0,05;0;10,25;1,36;0,02;2
"1017";339;2015;0,05;1,88;0,15;2016;0,28;0;0,1;0;0;0,13;0;0,05;0;10,12;1,08;0,02;2
"1018";340;2013;0,07;0,95;0,21;2014;0,37;0,27;0,26;0,28;0,16;0,12;0,1;0,05;0,05;11,44;0,76;0,14;10
"1019";340;2014;0,02;0,85;0,07;2015;0,54;0,06;0,03;0,04;0,04;0,16;0,1;0,05;0,05;11,47;0,88;0,05;10
"1020";340;2015;0,04;0,85;0,13;2016;0,47;0,03;0,04;0,03;0,02;0,16;0,1;0,05;0,05;11,6;0,97;0,09;10
"1021";341;2013;0,04;0,91;0,07;2014;0,59;0,43;0,6;0,35;0,1;0,84;0,1;0,05;0,05;10,19;0,37;0,09;2
"1022";341;2014;0,03;1,21;0,06;2015;0,44;0,03;0,05;0,03;0,06;0,08;0,1;0,05;0,05;10,15;0,3;0,09;2
"1023";341;2015;0,03;1,65;0,05;2016;0,46;0,03;0,08;0,02;0,04;0,08;0,1;0,05;0,05;10,09;0,41;0,07;2
"1024";342;2013;0,05;2,12;1,04;2014;0;0;0;0;0;0;0;0;0;9,8;-24,47;0,13;6
"1025";342;2014;0,05;2,36;-0,32;2015;0,13;0;0;0;0;0,13;0;0;0;9,84;-5,1;0,08;6
"1026";342;2015;0,06;2,3;-0,4;2016;0,18;0;0,05;0;0;0,13;0;0;0;9,93;-8,65;0,16;6
"1027";343;2013;0,05;1,19;0,15;2014;0,35;0,33;0,27;0,3;0;0,06;0,1;0,05;0,05;10,67;0,78;0,03;1
"1028";343;2014;0,03;1,11;0,09;2015;0,47;0,04;0,06;0,05;0;0,12;0,1;0,05;0,05;10,67;0,84;0,02;1
"1029";343;2015;-0,02;1,4;-0,05;2016;0,44;0,04;0,02;0,06;0;0,12;0,1;0,05;0,05;10,62;0,9;-0,02;1
"1030";344;2013;0,1;1,68;0,17;2014;0,4;0,79;0,71;0;0;0,37;0;0,05;0,05;9,69;0,27;0,12;1
"1031";344;2014;0,04;2,09;0,06;2015;0,41;0,12;0,09;0;0;0,1;0;0,05;0,05;9,7;0,31;0,04;1
"1032";344;2015;0,1;1,64;0,17;2016;0,42;0,11;0,11;0;0;0,1;0;0,05;0,05;9,71;0,28;0,12;1
"1033";345;2013;0,22;3,95;0,56;2014;0,22;0,19;0,14;0;0;0,36;0,1;0;0;10,03;0,31;0,08;1
"1034";345;2014;0,2;3,69;0,5;2015;0,21;0;0;0;0;0,11;0,1;0;0;10,06;0,37;0,08;1
"1035";345;2015;0,2;4;0,53;2016;0,24;0;0,03;0;0;0,11;0,1;0;0;10,08;0,37;0,07;1
"1036";346;2013;0,04;1,35;0,08;2014;0,49;0,7;0,26;0,73;0;0,91;0;0;0,05;10,5;0,56;0,1;5
