"Day" "Month" "Year" "Ticker" "RD"
"1050" "31" "12" "2015" "SYK" "
                
                    164.00M
                
            "
"1051" "31" "12" "2012" "REGN" "
                
                    181.02M
                
            "
"1052" "31" "12" "2014" "MSFT" "
                
                    2.903B
                
            "
"1054" "31" "12" "2014" "SYK" "
                
                    153.00M
                
            "
"1056" "31" "12" "2013" "MSFT" "
                
                    2.748B
                
            "
"1058" "31" "12" "2013" "SYK" "
                
                    139.00M
                
            "
"1061" "31" "12" "2012" "MSFT" "
                
                    2.528B
                
            "
"1063" "31" "12" "2016" "SE" "
                
                    5.786M
                
            "
"1066" "31" "12" "2016" "EXPE" "
                
                    324.10M
                
            "
"1067" "31" "12" "2016" "SIRI" "
                
                    24.56M
                
            "
"1070" "31" "12" "2012" "JNJ" "
                
                    2.386B
                
            "
"1071" "31" "12" "2015" "SIRI" "
                
                    17.22M
                
            "
"1078" "31" "12" "2016" "MAT" "
                
                    
                
            "
"1082" "31" "12" "2015" "ISRG" "
                
                    52.60M
                
            "
"1086" "31" "12" "2014" "ISRG" "
                
                    47.30M
                
            "
"1088" "31" "12" "2013" "LLY" "
                
                    1.532B
                
