"","CompaniesIndex","YearIndex","Roa","Roe","Roic","TobinsQ","Ra","AlphaJensen","Eps","DebtToEquityRatio","NetMargin","TotalAssets","Shares","Revenue","NetIncome","Beta","CostEquity","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GicsClassification","FirmSize","LogTobinsQ"
"883",295,1,0.2036,0.7184,0.4082,1.68,0.0299713459043917,-0.00159263863200303,11.13,0.83,0.0619,1.5878e+10,3.1e+08,1.2686e+10,9.41e+08,0.291707000279843,0.00354214260330215,0.33,0.32,0.33,0.19,0.35,0.5,0,1,0,8,23.4882003402493,0.518793793415168
"884",295,2,0.1257,0.4157,0.2524,1.91,0.0548174053375582,0.0558174013816249,7.52,0.68,0.2139,1.5863e+10,2.9e+08,1.4265e+10,3.231e+09,1.12327347104608,0.0315639845363947,0.36,0,0.11,0,0,0.1,1,1,0,8,23.4872551903727,0.647103242058538
"885",295,3,0.0811,0.2767,0.1589,1.66,-0.0676832956727461,-0.028616809561921,5.14,0.68,0.1368,1.7583e+10,2.8e+08,1.4791e+10,2.102e+09,1.66666007344452,-0.000999996044066711,0.64,0.11,0.1,0.14,0.05,0.1,1,1,0,8,23.5901983631088,0.506817602368452
"886",296,1,0.025,0.098,0.0615,0.82,-0.0072834293070909,-0.020225766471153,1.76,1.79,0.1231,4.3634e+10,5.82e+08,1.2132e+10,1.526e+09,-0.0238038253958464,-0.000180885139670988,0.12,0,0,0,0,0.6,0,0,0,11,24.4991024999162,-0.198450938723838
"887",296,2,0.0363,0.1324,0.0693,0.84,0.0336773434505818,0.0343419726054266,2.61,1.65,0.0948,4.6259e+10,6.63e+08,7.263e+09,1.13e+09,0.460581393738865,0.0129423371640621,0.23,0,0,0,0.11,0.12,0,0,0,11,24.5575218765684,-0.174353387144778
"888",296,3,0.0154,0.0578,0.0414,1.09,0.0139492738395378,0.0183249941249123,1.01,1.38,0.1503,4.8864e+10,6.66e+08,7.852e+09,1.737e+09,1.10771525807465,-0.000664629154844791,0.25,0,0.03,0,0.11,0.12,0,0,0,11,24.6123067659826,0.0861776962410524
"889",297,1,-9e-04,-0.0181,0.07999236938996,0.08,0.0382410411546717,0.00447597902070128,-1.55,0.68,0.0055,7.09298e+11,4.68e+08,8.4847e+10,5.2e+08,2.7814664358978,0.032921303943594,0.51,0.83,0.64,0.67,0,0.68,0,1,0,4,27.2875415854691,-2.52572864430826
"890",297,2,0.002,0.0384,0.0724341804530569,0.09,0.0624918220528479,0.0631216397228338,3.23,0.76,-0.0161,7.31781e+11,4.63e+08,4.1461e+10,-6.67e+08,1.20160363466087,0.0337650621339704,0.53,0.06,0.06,0.05,0.08,0.14,1,1,0,4,27.3187471258165,-2.40794560865187
"891",297,3,0.0074,0.1349,0.0874874656010579,0.08,-0.0612239566430019,-0.0289114325791224,12.17,0.47,0.0274,7.66655e+11,4.67e+08,5.4105e+10,1.381e+09,1.04969611664328,-0.000629817669985967,0.61,0.11,0.07,0.06,0.08,0.14,1,1,0,4,27.3653027326885,-2.52572864430826
"892",298,1,0.076,0.1742,0.1398,0.91,0.102583917893272,0.0272649688823067,6.02,0.34,0.0229,4.8073e+10,6.37e+08,1.79618e+11,4.124e+09,2.37233297895357,0.0280935291516521,0.1,0,0,0,0,0.25,0,0,1,3,24.5959865258918,-0.0943106794712413
"893",298,2,0.0967,0.2187,0.1697,0.85,-0.0182427057822678,-0.0178600716416314,8.33,0.28,0.0217,4.9798e+10,6.19e+08,1.71736e+11,3.726e+09,2.68038964451832,0.0753189490109649,0.09,0,0,0,0,0.04,0,0,1,3,24.631240659528,-0.162518929497775
"894",298,3,0.0869,0.1892,0.1422,0.98,-0.112389300759428,-0.0836850186364651,7.73,0.36,0.0295,4.8741e+10,5.72e+08,1.61627e+11,4.762e+09,0.637723567727383,-0.00038263414063643,0.18,0,0.09,0,0,0.04,0,0,1,3,24.6097864019621,-0.0202027073175195
"895",299,1,0.0915,0.277,0.13,2.27,0.0342629643956542,0.0232514457181731,5.87,1.1,0.1507,1.809e+10,3.02e+08,1.1224e+10,1.692e+09,0.74478865778078,0.0088885061618132,0.62,0.27,0.21,0.55,0.87,0.68,1,1,1,8,23.6186251363536,0.819779831493311
"896",299,2,0.0846,0.277,0.1201,2.32,0.0142225750981161,0.0147121134681146,5.73,1.21,0.1472,2.0255e+10,2.99e+08,1.1925e+10,1.755e+09,0.391868992081179,0.0110115186774811,0.5,0.04,0.02,0.07,0.11,0.06,1,1,1,8,23.7316675136011,0.841567185678219
"897",299,3,0.0812,0.309,0.1167,2.05,-0.0902298051108293,-0.0633772417703163,5.35,1.54,0.138,1.9802e+10,2.96e+08,1.2273e+10,1.694e+09,0.81589728333079,-0.000489538369998474,0.53,0.04,0.02,0.08,0.13,0.06,1,1,1,8,23.7090487796467,0.717839793150317
"898",300,1,-0.0661,-0.1364,-0.0773,2.31,0.0349382112380089,0.0436815288106486,-6.16,0.65,0.0673,13069030000,1.26e+08,2.634e+09,1.92e+08,1.79516859797784,0.0212829894561386,0.12,0,0,0,0,0.59,0,0,0,3,23.2935111460671,0.837247524533702
"899",300,2,0.0683,0.1225,0.1038,1.6,0.0384875154675219,0.039133300405279,6.38,0.4,-0.2403,1.2293e+10,1.36e+08,3.422e+09,-8.38e+08,-0.311150091553014,-0.00874331757263971,0.01,0,0,0,0,0.01,0,0,0,3,23.2322958316316,0.470003629245736
"900",300,3,-0.0182,-0.0322,-0.0146,1.33,-0.143659127324288,-0.127532500904504,-1.83,0.31,0.215,1.4926e+10,1.44e+08,4.325e+09,9.3e+08,1.07630822959524,-0.000645784937757141,0.03,0,0.02,0,0,0.01,0,0,0,3,23.4263704956556,0.285178942233662
"901",301,1,0.1548,0.1969,0.1807,2.38,0.00906457118783995,-0.0135268478515331,3.91,9e-04,0.3195,4.4841e+10,1.741e+09,1.9121e+10,6.109e+09,1.52209525892612,0.0180607240553282,0.63,0.65,0.74,0.91,0.86,0.29,0,1,1,7,24.5263887364182,0.867100487683383
"902",301,2,0.1693,0.2117,0.1985,2.2,0.0194259041095247,0.0197379032116564,4.65,4e-04,0.2756,4.5516e+10,1.754e+09,2.4866e+10,6.853e+09,0.803965090369146,0.022591419039373,0.68,0.12,0.12,0.15,0.06,0.13,0,1,1,7,24.5413297494412,0.78845736036427
"903",301,3,0.1061,0.1493,0.1065,1.41,0.024297528923447,0.0666644027280312,3.22,0,0.3008,4.8574e+10,1.714e+09,2.6487e+10,7.967e+09,0.519998503552826,-0.000311999102131695,0.54,0.13,0,0.13,0.05,0.13,0,1,1,7,24.6063542452764,0.343589704390077
"904",302,1,0.1075,0.3296,0.1826,1.29054130585356,-0.0527013504486372,-0.0896713416959057,1.57,0.96,0.1532,1.6557e+10,1.136e+09,8.304e+09,1.272e+09,0.985904873180451,0.0107404640893798,0.42,0.4,0.39,0.61,0.39,0,1,0,1,2,23.5300748100719,0.387470554310046
"905",302,2,0.0961,0.3034,0.1625,3.27652722312071,-0.0637537636836112,-0.0785503512504935,1.37,0.99,0.2086,1.6557e+10,1.094e+09,8.236e+09,1.718e+09,0.0358537501012469,0.00568111311693649,0.28,0.04,0.02,0.05,0.01,0,1,0,1,2,23.5300748100719,0.59818392484809
"906",302,3,0.0951,0.2857,0.1585,1.75495020116767,-0.0822009799154176,-0.0305869612437739,2.57,1.02,0.1735,1.5402e+10,1.07e+09,8.471e+09,1.47e+09,2.14290812273093,0.0145754302243662,0.31,0.04,0.03,0.06,0.02,0,1,0,1,2,23.4577632080635,-0.0747478287021013
"907",303,1,0.0237,0.0553,0.047,1.01,0.0794876144857497,0.0352009854241479,2.14,0.84,0.0024,19827930000,2.19e+08,7.688e+09,1.8e+07,1.85884658756654,0.0220343897332852,0.5,0.18,0.06,0.62,0.72,0.3,1,1,1,1,23.7103573867374,0.00995033085316809
"908",303,2,0.0375,0.0894,0.0602,1.39,0.115076455115072,0.115080335093683,3.43,0.74,0.0595,2.0073e+10,2.21e+08,7.96e+09,4.74e+08,1.57603662140932,0.0442866290616018,0.54,0.02,0.01,0.1,0.08,0.12,1,1,1,1,23.7226414654152,0.3293037471426
"909",303,3,0.032,0.0815,0.0557,1.6,0.0926683918725372,0.106770299197599,3.02,0.92,0.0946,2.0713e+10,2.23e+08,8.074e+09,7.64e+08,0.00646663101912413,-3.87997861147448e-06,0.54,0.02,0.01,0.09,0.09,0.12,1,1,1,1,23.7540273594198,0.470003629245736
"910",304,1,0.1687,0.2654,0.2383,8.9,-0.0654600044007339,-0.129196601199348,3.72,0.24,0.5443,2080490000,1.15e+08,1.378e+09,7.5e+08,1.74204280171622,0.0206561050602513,0,0,0,0,0,0,0,0,0,5,21.4558692798388,2.18605127673809
"911",304,2,0.102,0.1549,0.1501,10.62,-0.0141828823662048,-0.0138124807901203,2.98,0.16,0.2016,2.951e+09,1.11e+08,2.105e+09,4.14e+08,2.26820629176561,0.0637365967986137,0.17,0,0,0,0,0.17,0,0,0,5,21.8054099329072,2.36273901581379
"912",304,3,0.1342,0.2053,0.208,8.97,-0.00299807099409969,0.026156297527153,5.52,0.06,0.1235,3.872e+09,1.13e+08,2.82e+09,3.38e+08,0.617335960140808,-0.000370401576084485,0.25,0,0.08,0,0,0.17,0,0,0,5,22.0770370063607,2.1938856760707
"913",305,1,0.0091,0.0719,0.0358808680579145,0.11,0.0194535895485441,-0.0100287387208383,0.75,0.39,0.1815,1.21347e+11,1.387e+09,5.461e+09,1.12e+09,2.08465802409817,0.0246989646843584,0.13,0,0,0,0,0.65,0,0,0,4,25.5219200469346,-2.20727491318972
"914",305,2,0.0093,0.0702,0.0998037396596911,0.12,0.0523090603418092,0.0525766959327414,0.79,0.32,0.2052,1.17396e+11,1.41e+09,5.359e+09,1.091e+09,1.04919317684635,0.0294823282693824,0.1,0,0,0,0,0.1,0,0,0,4,25.4888186722097,-2.12026353620009
"915",305,3,0.0081,0.0621,0.0662267108361412,0.13,-0.0484815402583658,-0.0180769718200703,0.75,0.21,0.2138,1.19679e+11,1.387e+09,5.218e+09,1.147e+09,0.446059318220374,-0.000267635590932224,0.11,0,0.01,0,0,0.1,0,0,0,4,25.5080789955227,-2.04022082852655
"916",306,1,0.0566,0.1029,0.0989,2.96,0.179114773318207,0.155495689613237,0.77,0.74658552290329,0.1294,2.662e+09,1.96e+08,1.133e+09,1.47e+08,2.67703574641413,0.0316890218076867,0,0,0,0,0,0,0,0,0,7,21.7023435569193,1.08518926833597
"917",306,2,0.0602,0.1161,0.1129,3.26,0.106582569893142,0.107223910176714,0.93,-2.09440614652516,0.113,2.814e+09,1.96e+08,1.329e+09,1.5e+08,0.840536786653723,0.0236190837049696,0.19,0,0,0,0,0.19,0,0,0,7,21.7578727956386,1.18172719537862
"918",306,3,0.0522,0.1269,0.0847,3.88,0.0170506381740377,0.0434672296209787,0.95,1.1750903683374,0.1162,3.107e+09,1.92e+08,1.535e+09,1.78e+08,1.06890047262079,-0.000641340283572476,0.24,0,0.05,0,0,0.19,0,0,0,7,21.8569234673573,1.35583515363518
"919",307,1,0.1384,0.2017,0.191,2.27,0.0101947730904803,-0.0240828830658066,8,0.08,0.0993,5489200000,9.6e+07,6.86e+09,6.81e+08,1.61233391724042,0.019125540223437,0.1,0,0,0,0,0.5,0,0,0,1,22.4260483623598,0.819779831493311
"920",307,2,0.1349,0.1985,0.1711,2.24,0.00390528159992899,0.00505786623657145,8.43,0.1383,0.108,6.06e+09,9.4e+07,6.945e+09,7.5e+08,1.21984541481448,0.0342776561562869,0.19,0,0.07,0,0,0.12,0,0,0,1,22.5249756370276,0.806475865866949
"921",307,3,0.1151,0.1772,0.1529,1.22,-0.103597749907327,-0.111248332569965,7.88,0.14,0.1042,6.344e+09,9.2e+07,7.45e+09,7.76e+08,1.9209743944041,-0.00115258463664246,0.16,0,0.04,0,0,0.12,0,0,0,1,22.570775321279,0.198850858745165
"922",308,1,0.1316,0.3404,0.2414,2.55,0.0395321919742492,0.00132724764680182,5.36,0.49,0.1175,5711100000,1.43e+08,6.259e+09,7.37e+08,0.446276674515526,0.00536606475928321,0.74,0.7,0.48,0.89,0.84,0.5,1,1,1,6,22.4656774865441,0.936093359170335
"923",308,2,0.1368,0.3149,0.2281,2.23,-0.0371606004783937,-0.0360660126637639,5.91,0.35,0.1189,5940800000,1.41e+08,6.351e+09,7.56e+08,1.35960655969564,0.0382049443274474,0.6,0,0.08,0.12,0.09,0.12,1,1,1,6,22.5051096413871,0.802001585472027
"924",308,3,0.1309,0.3365,0.2365,1.93,-0.0366460477108366,-0.0150549342264492,6.09,0.34,0.1247,6.202e+09,1.39e+08,6.624e+09,8.26e+08,1.82431302438309,-0.00109458781462986,0.76,0.12,0.1,0.12,0.11,0.12,1,1,1,6,22.5481376576247,0.657520002916794
"925",309,1,0.0706,0.1363,0.0971,1.82,0.0669443646705929,0.0522241605700859,5.37,0.41,0.1615,7071104000,1e+08,2.993e+09,4.83e+08,0.383428096274263,0.00462445153603631,0.14,0,0,0,0,0.72,0,0,0,6,22.6792824574225,0.598836501088704
"926",309,2,0.0778,0.1441,0.1028,2.02,-0.00935808307483171,-0.00900585572932752,6.4,0.58,0.1662,8184981000,1e+08,3.238e+09,5.38e+08,0.523850679733343,0.014720204100507,0.13,0,0,0,0,0.13,0,0,0,6,22.8255667264473,0.703097511413113
"927",309,3,0.0749,0.1385,0.0971,2.12,-0.01930764531609,0.00962127024630334,6.85,0.46,0.182,8412934000,1.01e+08,3.549e+09,6.46e+08,0.587045575840317,-0.00035222734550419,0.2,0,0.07,0,0,0.13,0,0,0,6,22.8530361204825,0.751416088683921
"928",310,1,0.2257,0.4827,0.4444,4.14,-0.0154889284715721,-0.0387555520275238,1.76,0.1,0.0763,3.648e+09,4.6e+08,8.608e+09,6.57e+08,0.336764435101016,0.00407382033419199,0.12,0,0,0,0,0.6,0,0,0,1,22.0174449091585,1.42069578783722
"929",310,2,0.2213,0.4437,0.411,3.6,0.0343570680810267,0.0356463557346783,1.94,0.08,0.0809,3.947e+09,4.46e+08,9.721e+09,7.87e+08,0.827993720852375,0.0232666235559517,0.11,0,0,0,0,0.11,0,0,0,1,22.0962216336271,1.28093384546206
"930",310,3,0.2151,0.4315,0.3833,4.15,0.0361952438910335,0.0597464997406835,2.21,0.07,0.0818,4.669e+09,4.32e+08,1.023e+10,8.37e+08,2.14881275608595,-0.00128928765365157,0.12,0,0.01,0,0,0.11,0,0,0,1,22.2642107529352,1.42310833424261
"931",311,1,0.0298,0.0755,0.0542,0.97,-0.0424505488736017,-0.0660900250914658,1.62,0.92,0.0704,19616900000,3.68e+08,8.118e+09,5.71e+08,0.646294347657595,0.00772627330235962,0.02,0,0,0,0,0.09,0,0,0,6,23.6996572765613,-0.0304592074847086
"932",311,2,0.0274,0.07,0.0495,1.08,0.0228995466138121,0.0234113083342037,1.53,0.89,0.07,19949200000,3.63e+08,8.417e+09,5.88e+08,0.841262498856374,0.0236394762178641,0.29,0,0.01,0,0,0.13,1,0,1,6,23.7164548792276,0.0769610411361284
"933",311,3,0.0369,0.0966,0.0629,1.14,0.00801676834802469,0.0210789450360538,2.13,0.91,0.0623,2.0094e+10,3.58e+08,8.803e+09,5.48e+08,0.852936200652714,-0.000511761720391628,0.29,0,0.01,0,0,0.13,1,0,1,6,23.7236870999865,0.131028262406404
"934",312,1,0.0758,0.2094,0.1498,0.95,0.0285950902922567,0.0283452706403256,6.16,0.59,0.0773,2.6686e+10,3.34e+08,2.4414e+10,1.888e+09,0.951656397330465,0.0113295454884995,0.49,0.51,0.58,0.65,0.83,0,0,1,1,6,24.0074049202666,-0.0512932943875506
"935",312,2,0.0833,0.2183,0.1563,1.23,0.0136828346961231,0.0136944696226229,7.18,0.42,0.0842,2.5967e+10,3.24e+08,2.3706e+10,1.996e+09,0.00889037907228127,0.000249819651931104,0.58,0.09,0.09,0.08,0.07,0.05,1,1,1,6,23.9800923380431,0.207014169384326
"936",312,3,0.0725,0.2111,0.1476,1.33,0.00402313617815502,0.0272470369625659,6.91,0.56,0.0983,2.79e+10,3.13e+08,2.2826e+10,2.244e+09,0.0193915441663212,-1.16349264997927e-05,0.65,0.08,0.09,0.09,0.14,0.05,1,1,1,6,24.0518925257737,0.285178942233662
"937",313,1,-0.027,-0.1139,-0.0214,1.56385231313808,0.247865234094557,0.281986898476055,-0.54,3.38,-0.1224,5.157e+10,3.002e+09,3.5345e+10,-4.326e+09,1.0594514602025,0.0126015272303895,0.62,0.4,0.35,0.63,0.49,0.68,1,1,1,10,24.6662059450093,0.474983341315261
"938",313,2,-0.0389,-0.1343,-0.0436149906138602,1.42043316614859,-0.210046104808809,-0.20970623297972,-527.354972543542,1.25,-0.1101,8.6095e+10,3.475e+09,1.6891e+10,-1.86e+09,-1.21429410610314,-0.0341216643814982,0.67,0.09,0.11,0.07,0.05,0.16,1,1,1,10,25.1787171746846,-0.404816194044305
"939",313,3,-0.0403,-0.1541,-0.0289,1.6564429968675,-0.00825314175672041,-0.00292410440062755,-0.85,1.4696,0.0750328703547442,8.3038e+10,358406898.138298,59856815023.1308,2970651997.7132,0.566453048481704,-0.000339871829089022,0.47,0,0.11,0,0,0.16,1,1,1,10,25.1425641712955,-0.845769979925619
"940",314,1,-0.0084,-0.1107,0.0382,2.56,0.00109556492575847,-0.0267196179535026,-0.44,7.47,-0.1898,6.616e+09,1.2e+08,9.54e+08,-1.81e+08,-0.614837981030589,-0.0108923577860434,0,0,0,0,0,0,0,0,0,10,22.6127567946678,0.940007258491471
"941",315,1,8e-04,0.0017,-0.0094,5.9,-0.0384157162602689,-0.0580022961849606,0.01,0.11,0.104,8490100000,1.546e+09,1.3276e+10,1.383e+09,1.01507985179669,0.0120779422512009,0.24,0.51,0.52,0,0,0.16,0,0,1,1,22.8621666157633,1.77495235091167
"942",315,2,0.1857,0.4241,0.3079,5.07,0.0102902403780004,0.0109810119725703,1.35,0.29,6e-04,1.1517e+10,1.525e+09,1.4866e+10,8e+06,0.697031314045968,0.0195865799246917,0.49,0.1,0.08,0,0,0.1,1,1,1,1,23.1670900416332,1.62334081760309
"943",315,3,0.2377,0.4973,0.3586,7.17,-0.0224024605645785,-0.00469901950076018,1.82,0.39,0.1257,1.0706e+10,1.526e+09,1.6447e+10,2.068e+09,1.15128599094992,-0.00069077159456995,0.6,0.08,0.09,0.1,0.02,0.1,1,1,1,1,23.0940701689176,1.96990565461153
"944",316,1,0.0073,0.1108,0.0671411899302168,0.36,0.0602400032418674,0.0206928766228947,0.78,0.19,0.1802,1.33637e+11,1.275e+09,4.899e+09,9.28e+08,1.56830436080188,0.0186059914574621,0.17,0.24,0.15,0,0,0.56,0,0,0,4,25.6183930058142,-1.02165124753198
"945",316,2,0.0085,0.1234,0.0447614723900798,0.34,0.063942541527373,0.0642097817641734,0.95,0.2,0.1859,1.43642e+11,1.293e+09,5.434e+09,1.071e+09,1.40737105405597,0.0395471266189728,0.19,0.06,0.02,0.01,0,0.1,0,0,0,4,25.6905899299055,-1.07880966137193
"946",316,3,0.0081,0.1193,0.00687700848324338,0.3,-0.0234103034354392,0.0146045833149716,1.03,0.17,0.2083,1.54642e+11,1.315e+09,6.054e+09,1.321e+09,0.445400394667296,-0.000267240236800378,0.21,0.03,0.06,0.03,0,0.1,0,0,0,4,25.7643786050272,-1.20397280432594
"947",317,1,0.031,0.1183,0.0511647527521446,0.392210661514408,-0.0903278398436022,-0.123868176806613,580.635944786407,1.1874,0.1852,3.0587e+10,1206156880.21672,-47381413810.1508,2575839482.57384,2.26942665797275,0.0227658179781669,0.49,0.64,0.06,0.12,0.5,0.44,1,1,1,3,24.1438409190348,-0.0342985760356343
"948",317,2,-0.3156,0.1287,-0.404265180561224,-0.163395029485505,-0.101105922396773,-0.105202919778066,-43.9254386639659,1.5268,0.1881,3.3533e+10,-869898884.387339,-32357735339.2637,-3572921151.56473,1.38792490834189,0.0190459715779395,0.54,0.12,0.03,0.02,0.1,0.06,1,1,1,3,24.2357958655367,-0.710357757343057
"949",317,3,-0.2912,-5.105,-5.1269,21.6239445898428,0.150936537463511,0.18022543313944,-16580.3252790902,1.5648,-0.5498,2.8e+08,22981516034.3899,1.61e+08,-8.8e+07,-0.42445459800323,-0.106230858473578,0.39,0,0.03,0.03,0.08,0.05,1,1,1,3,19.4503001611335,13.8247159674059
"950",318,1,0.1186,0.4368,0.2304,2.96,0.0025645916640683,-0.017324625597313,7.26,0.97,0.0656,6234737000,1.04e+08,9.534e+09,6.31e+08,0.0783044213566119,0.00102399217200802,0.54,0.68,0.78,0.75,0,0.29,1,1,0,8,22.5534022339538,1.08518926833597
"951",318,2,0.1424,0.6306,0.2886,4.59,0.0716194093379337,0.0721927335417524,8.77,0.65,0.0734,6.383e+09,1.03e+08,1.0186e+10,7.53e+08,0.707801326027804,0.0198892172613813,0.5,0.11,0.12,0,0,0.12,1,1,0,8,22.5769040432203,1.52388002407245
"952",318,3,0.1825,1.1257,0.3872,4.39,-0.0615125726079785,-0.0249138172564232,11.15,1.13,0.0774,5.706e+09,9.9e+07,1.113e+10,8.66e+08,0.955540339697882,-0.000573324203818729,0.37,0,0.11,0,0,0.11,1,1,0,8,22.4647840897377,1.47932922708708
"953",319,1,0.0417,0.1101,0.0779,2.9,-0.0771733783478171,-0.11598129368023,0.06,0.61,0.6829,9.055e+09,6.874e+09,3.402e+09,3.473e+09,1.88865458873002,0.0223861241470143,0,0,0,0,0,0,0,0,0,1,22.9265829282818,1.06471073699243
"954",319,2,0.0573,0.2432,0.1078,2.99,-0.0364696566743743,-0.0359451419812319,0.08,1.13,0.0983,8.845e+09,6.385e+09,3.799e+09,3.77e+08,1.38106460257696,0.0388079153324125,0.16,0,0,0,0,0.16,0,0,0,1,22.9031181645582,1.0952733874026
"955",319,3,0.0621,0.8916,0.1239,3.52,-0.00978004297277349,0.0115229938191934,0.09,3.44,0.118,8.376e+09,5.862e+09,4.181e+09,4.93e+08,0.87419115523735,-0.00052451469314241,0.22,0,0.06,0,0,0.16,0,0,0,1,22.8486363105146,1.25846098961001
"956",320,1,0.0595,0.1046,0.0836,1.38,-0.00596556065686541,-0.0264032465878517,5,0.39,0.0824,9.189e+09,1.12e+08,5.526e+09,4.59e+08,0.427857025571922,0.00514871290174868,0.42,0.44,0.38,0.51,0,0.35,1,0,1,2,22.9412729534652,0.322083499169113
"957",320,2,0.0619,0.1102,0.0851,1.26,-0.0156229692000223,-0.0146803492918298,5.42,0.38,0.0915,9.032e+09,1.09e+08,5.897e+09,5.44e+08,0.727319784020863,0.0204376859309862,0.31,0,0.06,0,0,0.1,1,0,1,2,22.9240396637938,0.231111720963387
"958",320,3,0.0266,0.0569,0.0388,1.12,0.0175851495676723,0.0279342765715874,3.33,0.37,0.0999,9.072e+09,1.04e+08,5.611e+09,5.65e+08,1.57103318032084,-0.000942619908192506,0.32,0,0.07,0,0,0.1,1,0,1,2,22.9284585839318,0.113328685307003
"959",321,1,0.1047,0.1814,0.1417,1.72,0.0224734405845182,-0.0146917400350279,5.05,0.27,0.1303,6.1547e+10,1.339e+09,4.1731e+10,5.49e+09,1.36019419578758,0.0161502915102935,0.48,0.62,0.76,0.88,0.21,0.55,0,0,0,3,24.8430669475279,0.542324290825362
"960",321,2,0.0812,0.1407,0.1093,1.63,-0.00163784074726298,-0.000979733685287902,4.16,0.26,0.1487,6.71e+10,1.333e+09,4.5266e+10,6.732e+09,1.32260429251054,0.0371651806195461,0.52,0.04,0.07,0.12,0.12,0.02,1,0,1,3,24.929449880924,0.488580014818671
"961",321,3,0.0307,0.0564,0.0433,1.31,-0.100834260688841,-0.0720244962088154,1.63,0.28,0.1119,6.6904e+10,1.308e+09,4.858e+10,5.438e+09,1.09684510329179,-0.000658107061975077,0.48,0.06,0.06,0.12,0.08,0.02,1,0,1,3,24.9265245930256,0.27002713721306
"962",322,1,0.0069,0.0165,0.0182,1.03,0.0263180846259942,0.00712122349592872,1.1,1.09,0.1114,14387754000,9.3e+07,1.171e+09,2.02e+08,1.38127798661252,0.0163990802420277,0.37,0.17,0.38,0.67,0.6,0.48,0,0,0,4,23.3896432650523,0.0295588022415444
"963",322,2,0.0325,0.0801,0.0468,1.11,0.0294429668165135,0.0299717404870603,5.23,1.07,0.0795,1.4959e+10,9.5e+07,1.177e+09,1.35e+08,0.683162317795923,0.0191968611300654,0.16,0,0.02,0,0,0.14,0,0,0,4,23.4285789623387,0.104360015324243
"964",322,3,0.0146,0.0391,0.0257,1.06,-0.0378195150708849,-0.0216321875512907,2.7,1.16,0.3889,1.7097e+10,1e+08,1.52e+09,5.18e+08,0.881289450911348,-0.000528773670546809,0.54,0.07,0.06,0.09,0.14,0.14,0,0,1,4,23.5621688464674,0.0582689081239758
"965",323,1,0.1001,0.1465,0.1266,2.41861198858652,-0.0110538581238822,-0.0252475184492934,4.34,0.11,0.0826,10339127000,2.45e+08,5.053e+09,4.17e+08,0.851043705707188,0.00741579965510404,0.38,0.59,0.45,0,0,0.87,0,0,1,7,23.0592012730619,0.302857259945615
"966",323,2,0.097,0.1493,0.1148,4.13727124916496,0.139604208455628,0.124285768306478,4.23,0.28,0.169,10488717000,2.4e+08,6.17e+09,1.043e+09,1.01148489869867,0.0412898011083918,0.33,0,0.05,0,0,0.13,1,0,1,7,23.0735659449155,1.22436347609726
"967",323,3,0.0398,0.0633,0.055,0.787647793750322,-0.198440829807753,-0.179407285615419,1.82,0.18,0.152,10289957000,2.38e+08,6.628e+09,1.007e+09,2.35290843832483,0.0129802484745266,0.34,0,0.06,0,0,0.13,1,0,1,7,23.0544342079693,-0.0401181404815243
"968",324,1,0.0257,0.0881,0.0526,0.89,0.0117448357951663,-0.0075798309577449,1.87,1.05,0.1421,6.315e+10,8.79e+08,1.6537e+10,2.415e+09,-0.24816788199612,-0.00282838100755421,0.15,0,0.09,0.11,0,0.11,1,0,0,11,24.8687786857429,-0.116533816255952
"969",324,2,0.029,0.1008,0.0576,0.97,0.0348077333573845,0.0350889348520841,2.18,1.12,0.0962,6.455e+10,8.81e+08,1.7087e+10,1.71e+09,0.687710560601821,0.0193246667529112,0.28,0,0.02,0.04,0,0.12,1,0,0,11,24.8907059542391,-0.0304592074847086
"970",324,3,0.0319,0.1175,0.0622,0.89,0.0492818732739993,0.0429662309304099,2.59,1.04,0.1063,7.023e+10,9.01e+08,1.8467e+10,2.031e+09,0.468669157832657,-0.000281201494699594,0.28,0,0.02,0.03,0.01,0.12,1,0,0,11,24.9750414071173,-0.116533816255952
"971",325,1,0.0399,0.2256,0.0821,2.05,0.0152976991397198,-0.012137669710738,4.24,4.06,0.2933,32586606000,3.03e+08,4.256e+09,1.434e+09,0.540385739119822,0.0064765517216139,0.35,0.54,0.44,0,0,0.74,0,0,1,4,24.2071671819977,0.717839793150317
"972",325,2,0.0447,0.2589,0.0861,2.59,0.00721948276203583,0.00750728757526004,4.52,4.06,0.2546,3.3325e+10,3.1e+08,4.544e+09,1.32e+09,0.976347645923765,0.0274353688504578,0.43,0.03,0.07,0,0,0.13,1,1,1,4,24.2295737030112,0.951657875711446
"973",325,3,0.0606,0.385,0.1037,2.69,0.0430874267632935,0.0475914827899529,5.88,4.13,0.2885,2.9532e+10,3.11e+08,4.871e+09,1.409e+09,0.479674688707014,-0.000287804813224208,0.4,0,0.07,0,0,0.13,1,1,1,4,24.1087402581433,0.989541193613748
"974",326,1,0.0838,0.1892,0.1143,2.85,-0.0112135135574458,-0.0301811887796203,3.56,0.82,0.1401,3546738000,8.7e+07,1.913e+09,2.68e+08,0.125595109284193,0.00158202228955348,0.06,0,0,0,0,0.31,0,0,0,6,21.9892941447715,1.04731899428056
