"","CompaniesIndex","YearIndex","Ra","Roa","StockPriceClose","TobinsQ","PriceToEarningRatio","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","Eps","FirmSize","LogTobinsQ","LogPriceToEarningRatio","LogEps","LogStockPrice"
"357",119,3,-0.154578913245391,0.0649,30.69,1.12,19.4240506329114,0.0968,0.21,0.05,0,0,0,0,0,0,1.6014e+10,1.08,0.1818,1,0.933928066516454,-0.000560356839909872,1.58,23.4967291765969,0.113328685307003,2.96651202159277,0.457424847038875,3.42393686863164
"358",120,1,0.0137415564649699,0.2438,50.74,4.62,18.9328358208955,0.349,0.12,0,0,0,0,0,0,0,2.5e+09,0.19,0.0736,1,0.662272282650145,0.00791481293527171,2.68,21.6395565688206,1.53039470509365,2.94089775964837,0.985816794522765,3.92671455417114
"359",120,2,0.0291212163918647,0.216,56.03,3.65,20.5992647058824,0.3076,0.1,0,0,0,0,0,0,0,2.7e+09,0.15,0.0838,1,0.111240376378579,0.00312585457623806,2.72,21.7165176099567,1.2947271675944,3.02525538126929,1.00063188030791,4.02588726157719
"360",120,3,0.0230558025019928,0.1891,74.97,1.27,25.851724137931,0.2681,0.19,0.09,0,0,0,0,0,0,3.386e+09,0.65,0.0761,1,1.34350256061595,-0.000806101536369569,2.9,21.9429151206574,0.2390169004705,3.25237729652254,1.06471073699243,4.31708803351497
"361",121,1,0.061959154603596,0.0943,67.09,1.62,11.6072664359862,0.1378,0.3,0.29,0,0,0.54,0,1,0,10443943000,0.45,0.1001,6,0.987622618370437,0.0117539468967712,5.78,23.0692880300893,0.482426149244293,2.45163131889051,1.75440368268429,4.2060350015748
"362",121,2,-0.070905832731783,0.0778,81.89,1.46,17.8409586056645,0.1159,0.28,0.06,0,0,0.08,0,1,0,10838172000,0.48,0.1149,6,0.856321791164198,0.024062642331714,4.59,23.1063401840511,0.378436435720245,2.88149685920964,1.52388002407245,4.4053768832821
"363",121,3,-0.0721953664558316,0.0982,67.55,1.29,12.3717948717949,0.1468,0.2,0.06,0,0,0,0,1,0,9090385000,0.61,0.1,6,1.84421995691344,-0.00110653197414806,5.46,22.9304830984743,0.254642218373581,2.5154192746494,1.69744878975681,4.21286806440621
"364",122,1,NA,0.0474,NA,NA,NA,0.1073,0.39,0.38,0.11,0.37,0.25,1,1,1,6.9605e+10,0.3,0.0129,8,NA,NA,NA,24.9661022407869,NA,NA,NA,NA
"365",122,2,NA,0.0515,NA,NA,NA,0.1021,0.5,0.05,0.06,0.03,0.06,1,1,1,6.9501e+10,0.27,0.0235,8,NA,NA,NA,24.9646069779029,NA,NA,NA,NA
"366",122,3,NA,0.0507,NA,NA,NA,0.0926,0.5,0.05,0.09,0.03,0.06,1,1,1,6.8796e+10,0.16,0.0282,8,NA,NA,NA,24.9544114406607,NA,NA,NA,NA
"367",123,1,0.0173836109448443,0.0729,46.34,1.17,15.1934426229508,0.1463,0.46,0.39,0.27,0.47,0.28,0,1,1,8.928e+09,1.12,0.1049,2,0.0657682307115302,0.000876065122396056,3.05,22.9124582425854,0.157003748809665,2.72086392838491,1.11514159061932,3.83600551900423
"368",123,2,-0.0260813395762649,0.0853,59.35,1.97,16.6713483146067,0.1588,0.58,0.08,0.09,0,0.13,1,1,1,8.201e+09,1.1,0.1041,2,0.771035398425025,0.0216660946957432,3.56,22.8275219350007,0.678033542749897,2.81369157619174,1.26976054486394,4.08345212105568
"369",123,3,0.0430119599816685,0.0891,80.23,2.27,20.2090680100756,0.1604,0.34,0.07,0,0,0,1,1,1,8.273e+09,1.13,0.1149,2,1.11543201858006,-0.000669259211148033,3.97,22.8362630371545,0.819779831493311,3.00613141506647,1.3787660946991,4.38489750976556
"370",124,1,0.00471607080757033,0.0253,67.31,0.75,17.9015957446809,0.0614,0.33,0.26,0.6,0.12,0.6,0,1,0,2.6339e+10,0.95,0.0694,11,-0.0799291946095714,-0.000843164496392943,3.76,23.9943165674687,-0.287682072451781,2.88488985662082,1.3244189574018,4.20930881402262
"371",124,2,0.0669808342977085,0.0336,75.86,0.83,14.8745098039216,0.0719,0.57,0.03,0.12,0.03,0.08,1,1,1,2.5935e+10,0.91,0.0684,11,0.719152964482445,0.0202081983019567,5.1,23.9788592447498,-0.186329578191493,2.69964899653047,1.62924053973028,4.32888953626075
"372",124,3,0.00533155852577958,0.0256,80.57,0.81,19.8938271604938,0.0589,0.67,0.04,0.14,0.05,0.12,1,1,1,2.7974e+10,1,0.0736,11,0.638834650510183,-0.00038330079030611,4.05,24.0545413443035,-0.210721031315653,2.99040949067066,1.39871688111845,4.3891263717891
"373",125,1,-0.0136723377703277,0.0233,NA,0.74,NA,0.0453,0.39,0.12,0.6,0.79,0.03,1,0,1,1.13856e+11,0.89,0.0901,11,-0.333536751040899,-0.00383573366228261,3.76,25.4582003289898,-0.301105092783922,NA,1.3244189574018,NA
"374",125,2,0.0321118697881306,0.016,NA,0.79,NA,0.0354,0.53,0.02,0.09,0.11,0.05,1,1,1,1.14779e+11,0.92,0.1083,11,1.16955354015106,0.0328644544782446,2.66,25.4662743772695,-0.23572233352107,NA,0.978326122793608,NA
"375",125,3,0.0521857237155146,0.0233,NA,0.73,NA,0.047,0.51,0.02,0.06,0.09,0.02,1,1,1,1.20709e+11,0.91,0.0787,11,0.295586537414448,-0.000177351922448668,4.05,25.5166485273073,-0.3147107448397,NA,1.39871688111845,NA
"376",126,1,0.0621742685463901,0.0383,59.11,1.21,20.0372881355932,0.0729,0.28,0.11,0.24,0.03,0.29,1,0,0,16018596000,2.21,0.0655,5,1.43499801969394,0.0170329766323885,2.95,23.4970161342965,0.19062035960865,2.99759494448455,1.08180517035173,4.07940011483628
"377",126,2,-0.0103764116875362,0.0413,71.18,1.31,21.3753753753754,0.0749,0.29,0.04,0,0,0.06,0,1,0,17098877000,1.84,0.0538,5,0.834178863226795,0.0234404260566729,3.33,23.5622786257839,0.27002713721306,3.0622395760897,1.20297230399235,4.26521188008205
"378",126,3,-0.0466634848246781,0.0148,77.4,1.16,61.92,0.0372,0.23,0.04,0,0,0,0,1,0,17942715000,1.62,0.0565,5,0.794614791738379,-0.000476768875043027,1.25,23.6104500199193,0.148420005118273,4.12584322928147,0.22314355131421,4.34898678059568
"379",127,1,0.0240341945635777,-5e-04,57.58,0.74,-959.666666666667,0.0071,0.34,0.12,0.39,0,0.58,0,1,1,4.3326e+10,0.4,-0.0217,3,1.74324869987102,0.020670334658478,-0.06,24.4920187536435,-0.301105092783922,NA,NA,4.05317528518403
"380",127,2,0.041486517895911,0.0344,67.49,0.68,17.2608695652174,0.0585,0.29,0.02,0.06,0,0,1,1,1,4.2877e+10,0.39,-0.0019,3,1.29666074681332,0.0364361669854542,3.91,24.4816013885749,-0.385662480811985,2.84844206475804,1.36353737399727,4.21197943875532
"381",127,3,-0.356341376053422,-0.3606,53,0.84,-1.67087011349306,-0.5324,0.38,0.08,0.08,0,0,1,1,1,5.0637e+10,0.46,0.0821,3,1.07466982066904,-0.000644801892401423,-31.72,24.6479483713213,-0.174353387144778,NA,NA,3.97029191355212
"382",128,1,0.0825974473400954,0.0727,22.5,0.56,10.3211009174312,0.1071,0.2,0.45,0,0,0.3,0,0,1,3.7074e+10,0.2,0.1854,7,0.866409841513688,0.0103236361298615,2.18,24.3361817522533,-0.579818495252942,2.33419043240938,0.779324876800998,3.11351530921037
"383",128,2,0.022343249814527,0.0011,22.48,0.59,562,0.0014,0.4,0.11,0,0,0.1,0,0,1,4.1488e+10,0.17,0.178,7,1.02868827281103,0.0289061404659898,0.04,24.4486700657427,-0.527632742082372,6.33150184989369,-3.2188758248682,3.11262602502549
"384",128,3,-0.0739779990579696,0.0548,25.85,1.9,18.2042253521127,0.0881,0.54,0.08,0.15,0,0.13,0,0,1,4.5132e+10,0.34,0.0026,7,0.600176910097713,-0.000360106146058627,1.42,24.5328573662226,0.641853886172395,2.90165372934127,0.350656871613169,3.25231060095444
"385",129,1,-0.0247551884224874,0.052,89.46,1.85,28.3101265822785,0.0867,0.83,0.8,0.84,0.6,0.73,1,1,1,17572300000,0.94,0.0594,8,0.172946002258667,0.00214076282665227,3.16,23.5895896355297,0.615185639090233,3.34321957040588,1.15057202759882,4.4937915980047
"386",129,2,-0.0383518701525338,0.0615,108.52,1.84,27.6132315521628,0.0986,0.78,0.14,0.14,0.06,0.13,1,1,1,19636500000,0.82,0.073,8,0.602435827919177,0.0169284467645289,3.93,23.7006559162525,0.609765571620894,3.31829506190956,1.36863942588117,4.68693448779073
"387",129,3,-0.0379182840441537,0.0526,113.56,2.06,34.2048192771084,0.0873,0.78,0.14,0.14,0.08,0.13,1,1,1,19466700000,0.66,0.0842,8,1.02919588602786,-0.000617517531616715,3.32,23.6919711504398,0.72270598280149,3.53236654867637,1.1999647829284,4.73233133160477
"388",130,1,0.0258038058936998,0.0777,60.89,2.11,21.4401408450704,0.1072,0.15,0,0,0,0,0,0,0,4511100000,0.75,0.1259,6,0.188690201981562,0.00232654438338243,2.84,22.2298068631607,0.746687947487975,3.06526490544737,1.04380405217311,4.10906895762048
"389",130,2,0.0164569567830084,0.0797,73.46,2.37,24.7340067340067,0.1103,0.1,0,0,0,0,0,0,0,4539900000,0.5,0.1527,6,1.676132869573,0.0470993336350014,2.97,22.2361708223254,0.86288995514704,3.20817908757691,1.08856195281461,4.29674104039152
"390",130,3,-0.00116653455108361,0.0935,98.53,3.2,27.7549295774648,0.1307,0.15,0.03,0,0,0,0,0,0,4674200000,0.52,0.1508,6,0.262444142148254,-0.000157466485288953,3.55,22.2653238620492,1.16315080980568,3.32341346684706,1.26694760348732,4.59036107033438
"391",131,1,0.00966599192923792,0.0201,47.99,0.61,17.2625899280576,0.0682,0.08,0,0,0,0,0,0,0,4.4394e+10,0.98,-0.0154,11,-0.126626211314086,-0.00139418929350622,2.78,24.5163701621179,-0.49429632181478,2.84854172816761,1.02245092770255,3.87099265587015
"392",131,2,0.0359611875361681,0.0333,56.34,0.67,11.521472392638,0.0938,0.12,0,0,0,0,0,0,0,4.6646e+10,0.99,0.0727,11,0.847230731289989,0.0238071835492487,4.89,24.5658530156546,-0.400477566597125,2.44421245896144,1.58719230348678,4.03140476244823
"393",131,3,0.00544464438464234,0.0203,61.41,0.65,19.8096774193548,0.0605,0.24,0.12,0,0,0,0,0,0,5.0186e+10,0.93,0.1202,11,1.25571703269907,-0.000753430219619443,3.1,24.6390019402864,-0.430782916092454,2.98617057685021,1.1314021114911,4.11757268834131
"394",132,1,NA,0.0689,NA,NA,NA,0.1088,0.66,0.57,0.82,0.15,0.45,1,1,1,38068685000,0,0.1258,7,NA,NA,1.33,24.3626578651104,NA,NA,0.285178942233662,NA
"395",132,2,NA,0.0592,NA,NA,NA,0.099,0.56,0.07,0.1,0,0.06,1,1,1,4.5849e+10,0.25,0.1244,7,NA,NA,1.32,24.5486192251602,NA,NA,0.27763173659828,NA
"396",132,3,NA,0.043,NA,NA,NA,0.0747,0.69,0.07,0.09,0.13,0.06,1,1,1,4.5885e+10,0.25,0.111,7,NA,NA,1.01,24.5494041032174,NA,NA,0.00995033085316809,NA
"397",133,1,0.0512496227142169,0.0993,73.98,1.28,9.94354838709677,0.1637,0.29,0.19,0,0,0,1,1,0,1.1619e+10,1.62,0.0539,8,2.1180923761593,0.0250934900386798,7.44,23.1759075261471,0.246860077931526,2.29692393755931,2.006870848845,4.30379478640431
"398",133,2,-0.0836997778310219,0.0538,82.84,1.08,16.6680080482897,0.0921,0.3,0.03,0,0,0.04,1,1,0,1.1845e+10,1.12,0.1246,8,1.55600336431196,0.043723694537166,4.97,23.1951716745572,0.0769610411361284,2.81349119641884,1.60341984010854,4.41691103652738
"399",133,3,-0.0668677347432764,0.0535,73.27,1.01,12.9452296819788,0.095,0.29,0.03,0,0,0.03,1,1,0,1.6072e+10,2.06,0.0788,8,1.66458387645883,-0.0009987503258753,5.66,23.500344464459,0.00995033085316809,2.56072735595678,1.73342389221509,4.29415124817187
"400",134,1,0.0465198667433216,0.0826,60.25,2.09,21.8297101449275,0.1348,0.07,0,0,0,0,0,0,0,2.3771e+10,0.37,0.0806,6,1.05298954065017,0.012525276579672,2.76,23.8917321872695,0.73716406597672,3.0832718926417,1.01523067972906,4.09850257237076
"401",134,2,-0.0321992699348233,0.0878,65.14,1.86,21.4983498349835,0.1405,0.22,0.04,0,0,0,0,1,0,2.4124e+10,0.38,0.0812,6,1.42707304753421,0.0401007526357114,3.03,23.9064730325351,0.62057648772511,3.06797618032681,1.10856261952128,4.17653879984809
"402",134,3,-0.0443698970638974,0.1172,53.33,1.55,13.3659147869674,0.1817,0.29,0.05,0.07,0,0,0,1,0,2.3724e+10,0.35,0.0875,6,0.692665658139463,-0.000415599394883678,3.99,23.8897530309229,0.438254930931155,2.59270779371074,1.38379123090177,3.97649902461251
"403",135,1,0.0170655600420908,0.0759,72.88,1.65,18.1293532338308,0.1147,0.11,0,0,0,0,0,0,0,27336578000,0.44,0.0516,3,0.905234586591117,0.0107817681217752,4.02,24.0314914958145,0.500775287912489,2.89753235032077,1.39128190263093,4.2888142529517
"404",135,2,0.0598647052904301,0.0892,99.08,1.56,18.6240601503759,0.1355,0.05,0.04,0,0,0,0,0,0,30574238000,0.38,0.1526,3,0.248672546957751,0.00698769856951281,5.32,24.1434235958869,0.444685821261446,2.9244543012676,1.67147330335355,4.59592760462116
"405",135,3,-0.164289959442979,-0.1466,85.32,1.67,-10.291917973462,-0.2022,0.06,0.05,0,0,0,0,0,0,34762687000,0.33,0.1752,3,1.44098707709815,-0.000864592246258893,-8.29,24.271810435852,0.512823626428664,NA,NA,4.44640889360315
"406",136,1,0.0515314481875058,0.0683,30.04,1.98,21.3049645390071,0.1091,0.13,0,0,0,0,0,0,0,3.593e+10,1.11,0.0568,3,0.7412358516106,0.00884658304900508,1.41,24.3048384380718,0.683096844706444,3.05894012250586,0.343589704390077,3.40252982689593
"407",136,2,-0.0332185496362904,0.0639,36.6,1.94,24.8979591836735,0.103,0.05,0,0,0,0,0,0,0,4.014e+10,1.07,0.0544,3,1.07419149051836,0.030184780883566,1.47,24.4156391803146,0.662687973075237,3.21478583961668,0.385262400790645,3.60004824040732
"408",136,3,0.00745550578918003,0.0525,29.94,1.54,23.7619047619048,0.0845,0.05,0,0,0,0,0,0,0,4.72e+10,1.06,0.0581,3,0.368450347154537,-0.000221070208292722,1.26,24.5776597295379,0.431782416425538,3.1680836580281,0.231111720963387,3.39919537899148
"409",137,1,0.0991497644558343,0.0139,192.43,1.55,101.814814814815,0.051,0,0,0,0,0,0,0,0,6132964000,1.26,0.0763,7,1.88064881402618,0.0222916560055089,1.89,22.5369439936888,0.438254930931155,4.62315562216092,0.636576829071551,5.25973245123247
"410",137,2,-0.00193871148853052,-0.0339,202.27,1.97,-40.7802419354839,-0.0126,0.15,0,0,0,0,0,0,0,7492359000,1.66,0.044,7,0.702023420063567,0.0197268581037862,-4.96,22.7371495381592,0.678033542749897,NA,NA,5.309603438565
"411",137,3,0.0253301680806925,0.0207,262.35,2.07,81.7289719626168,0.0556,0.25,0.1,0,0,0,0,0,0,7817433000,2.03,-0.1062,7,0.42215566079244,-0.000253293396475464,3.21,22.7796220767447,0.727548607277278,4.4034085529908,1.16627093714192,5.56967949013272
"412",138,1,0.0189979946396862,0.0912,55.41,1.08,10.7383720930233,0.1298,0.1,0,0,0,0,0,0,0,1.7201e+10,1.18,0.389,4,0.22557599140287,0.00276179669855387,5.16,23.5682333586107,0.0769610411361284,2.37382350338579,1.64093657949347,4.01476008287926
"413",138,2,0.0207469821731554,0.0274,62.82,1.62,36.3121387283237,0.051,0.14,0,0,0,0,0,0,0,22834545000,1.02,0.7649,4,0.0871635472736758,0.00244929567839029,1.73,23.851540357832,0.482426149244293,3.59215208560081,0.548121408509688,4.1402734941105
"414",138,3,0.0288601548213873,0.0374,76.16,1.78,32.271186440678,0.0611,0.16,0.02,0,0,0,0,0,0,22950614000,1.02,0.2399,4,0.546227797247875,-0.000327736678348725,2.36,23.8566105269077,0.576613364303994,3.47417477144559,0.858661619037519,4.33283639048311
"415",139,1,0.0534174897563131,0.0419,77.64,1.59,30.2101167315175,0.0766,0.25,0,0.3,0,0.03,0,1,0,8849862000,0.69,0.1117,3,0.434285716488953,0.00522457145456965,2.57,22.9036677026243,0.46373401623214,3.40817685939368,0.943905898907128,4.35208275830081
"416",139,2,-0.183861908655915,0.0354,96.27,1.1,37.9015748031496,0.0685,0.12,0.02,0.03,0,0,0,1,0,9792053000,0.62,0.2098,3,0.408308393194856,0.0114734658487754,2.54,23.0048369752834,0.0953101798043249,3.63499266275943,0.932164081030445,4.56715674378987
"417",139,3,-0.0931628594487077,0.0065,75.09,0.66,134.089285714286,0.0249,0.1,0.03,0,0,0,0,1,0,12064900000,0.61,0.1567,3,1.49008084491101,-0.000894048506946606,0.56,23.2135662475514,-0.415515443961666,4.89850588936474,-0.579818495252942,4.31868739411179
"418",140,1,0.0420150476923041,0.033,61.67,1.33,27.4088888888889,0.0585,0.08,0,0,0,0,0,0,0,58111200000,0.64,0.014,5,1.36659731577099,0.0162258483260977,2.25,24.7856242533107,0.285178942233662,3.31086737278707,0.810930216216329,4.1217975890034
"419",140,2,0.0181150943412155,0.0374,73.66,1.47,27.9015151515151,0.0685,0.24,0,0,0,0,1,0,0,5.3548e+10,0.57,0.0177,5,0.367962553843496,0.0103397477630022,2.64,24.7038442848701,0.385262400790645,3.32868099385869,0.970778917158225,4.29945991101692
"420",140,3,0.022327272806875,0.0463,86.02,1.47,24.1629213483146,0.0836,0.24,0,0,0,0,1,0,0,5.3799e+10,0.55,0.0199,5,0.682236580679532,-0.000409341948407719,3.56,24.7085207165808,0.385262400790645,3.18481928249165,1.26976054486394,4.45457982735559
"421",141,1,0.064291493449656,-0.0023,32.01,0.85,-266.75,0.0242,0.14,0,0,0,0,0,0,0,4.323e+10,1.68,0.0706,3,1.03086754823474,0.01226423706917,-0.12,24.489800535626,-0.162518929497775,NA,NA,3.46604835398177
"422",141,2,-0.141695719131756,0.0132,44.77,0.8,37.9406779661017,0.0433,0.05,0,0,0,0,0,0,0,4.3702e+10,1.43,-0.0021,3,-0.0337309220614405,-0.000947838909926477,1.18,24.5006597045911,-0.22314355131421,3.6360238337753,0.165514438477573,3.80153827225287
"423",141,3,-0.0810595773647348,-3e-04,36.11,0.76,-361.1,-4e-04,0.05,0,0,0,0,0,0,0,4.8221e+10,1.52,0.0118,3,1.2934531421332,-0.000776071885279922,-0.1,24.5990604477673,-0.27443684570176,NA,NA,3.58656983528937
"424",142,1,0.0220524809396154,0.0164,65.62,0.54,16.4461152882206,0.0443,0.34,0.21,0.03,0,0.55,0,1,1,43202502000,1.29,0.0822,11,-0.199138863783482,-0.00224983859264509,3.99,24.489164247186,-0.616186139423817,2.80008929663119,1.38379123090177,4.18388052753296
"425",142,2,0.0417843932953388,0.0209,74.26,0.59,14.2260536398467,0.0523,0.36,0.04,0,0,0,1,1,1,4.3406e+10,1.26,0.0625,11,0.18714628876903,0.00525881071440975,5.22,24.4938635173452,-0.527632742082372,2.65507504685438,1.65249740189455,4.30757244874893
"426",142,3,0.0256329477482043,-0.0039,72.95,0.54,-73.6868686868687,0.0041,0.39,0.07,0,0,0,1,1,1,4.6528e+10,1.25,0.0753,11,1.23944162337776,-0.000743664974026658,-0.99,24.5633201188575,-0.616186139423817,NA,NA,4.28977427496879
"427",143,1,0.0176798512151845,0.0217,31.04,0.49,15.52,0.0611,0.53,0.41,0.05,0.72,0.12,1,1,1,7.8554e+10,0.86,0.0494,11,-0.00393243396213239,5.35972792468378e-05,2,25.0870521233305,-0.713349887877465,2.74212951475507,0.693147180559945,3.43527669531502
"428",143,2,0.0248478064076911,0.0195,33.56,0.56,17.8510638297872,0.0548,0.6,0.07,0.02,0.13,0.06,1,1,1,7.9924e+10,0.8,0.0691,11,0.0981796774616133,0.00275884893667133,1.88,25.1043420200843,-0.579818495252942,2.88206310475715,0.631271776841858,3.51333488159901
"429",143,3,0.0167034657874988,0.0249,32.02,0.46,12.6062992125984,0.0612,0.65,0.11,0.05,0.09,0.1,1,1,1,8.6814e+10,0.89,0.0592,11,0.961891903238893,-0.000577135141943336,2.54,25.1870337359294,-0.776528789498996,2.53419662653812,0.932164081030445,3.46636070756857
"430",144,1,0.0895987407926922,0.0314,58.84,1.47,35.2335329341317,0.0803,0.46,0.79,0,0,0.97,0,0,0,7085195000,0.55,0.0695,1,-0.530403949138629,-0.00615876659983582,1.67,22.6812732326461,0.385262400790645,3.56199826930457,0.512823626428664,4.07482189573324
"431",144,2,-0.0202940453437652,0.0475,78.58,1.54,26.2809364548495,0.1314,0.27,0.14,0,0,0,0,0,0,7.739e+09,0.58,0.0488,1,-0.428235461883583,-0.0120334164789287,2.99,22.7695383172347,0.431782416425538,3.26884382672772,1.0952733874026,4.36411721413031
"432",144,3,0.00961986845419952,0.0623,108.78,1.6,19.0842105263158,0.1466,0.18,0.05,0,0,0,0,0,0,9.021e+09,0.97,0.0691,1,1.97075935409437,-0.00118245561245662,5.7,22.9228210296209,0.470003629245736,2.94886131915431,1.7404661748405,4.68932749399481
"433",145,1,0.0145434180354145,0.0478,42.15,1.68,27.5490196078431,0.0701,0.1,0,0,0,0,0,0,0,3223477000,1,0.2865,4,0.885237106014504,0.0105457978509711,1.53,21.8937264275879,0.518793793415168,3.31596694904352,0.425267735404344,3.74123468444786
"434",145,2,-0.00273971413394309,0.0426,52.07,2.08,34.0326797385621,0.0636,0.15,0,0,0,0,0,0,0,3.977e+09,1.1,0.3305,4,0.694047355960025,0.0195027307024767,1.53,22.103793603172,0.732367893713227,3.52732123177046,0.425267735404344,3.95258896717481
"435",145,3,0.0588562460298516,0.0362,72.29,2.38,46.3397435897436,0.0566,0.19,0.04,0,0,0,0,0,0,4.402e+09,1.28,0.2756,4,0.401940232815665,-0.000241164139689399,1.56,22.2053248200507,0.867100487683383,3.83599998575076,0.444685821261446,4.28068580701221
"436",146,1,-0.101594269902318,0.0365,15.34,0.4,5.21768707482993,0.0806,0.5,0.35,0.7,0.65,0.57,1,1,0,1.90554e+11,4.16,0.0422,1,0.65335530148558,0.00780959255752984,2.94,25.9732014559116,-0.916290731874155,1.65205421458852,1.07840958135059,2.73046379593911
"437",146,2,-0.014729501995187,0.0155,15.89,0.42,51.258064516129,0.0386,0.53,0.05,0.08,0.07,0.06,1,1,1,2.02026e+11,2.9,0.0487,1,1.03225024690903,0.0290062319381437,0.31,26.0316622389361,-0.867500567704723,3.93687296205157,-1.17118298150295,2.76568998054862
"438",146,3,-0.0168899234370659,0.034,15,0.56,8.15217391304348,0.062,0.54,0.04,0.08,0.1,0.04,1,1,1,2.08527e+11,3.23,0.0221,1,1.31235774077219,-0.000787414644463316,1.84,26.0633343662042,-0.579818495252942,2.09828462948132,0.609765571620894,2.70805020110221
"439",147,1,0.0208429872290097,0.2306,48.6,6.23,32.1854304635762,0.2689,0,0,0,0,0,0,0,0,1815832000,0,0.1342,6,0.952725707728518,0.0113421633511965,1.51,21.3198096018329,1.82937633279936,3.47151388007962,0.412109650826833,3.88362353090645
"440",147,2,0.0508952375231516,0.2228,46.68,5.45,28.1204819277108,0.2556,0.1,0,0,0,0,0,0,0,2.076e+09,0,0.1349,6,2.30148214888398,0.0646716483836398,1.66,21.4537088022501,1.69561560867515,3.3364982050499,0.506817602368452,3.84331580741836
"441",147,3,0.00589701367020225,0.2111,41.05,4.28,23.1920903954802,0.2316,0.11,0.01,0,0,0,0,0,0,2.359e+09,0,0.1324,6,1.24722091680993,-0.000748332550085958,1.77,21.5815036373719,1.45395300959371,3.1438112893127,0.570979546585738,3.71479083589844
"442",148,1,0.150588948727172,0.0904,35.48,7.61,59.1333333333333,0.1008,0.05,0.13,0,0,0.03,0,0,0,1.5103e+10,0.17,0.0063,7,2.68228376589302,0.0317509484375376,0.6,23.4381592365306,2.02946317187359,4.07979478120737,-0.510825623765991,3.56896915744138
"443",148,2,0.00410994686326844,0.1007,68.76,NA,62.5090909090909,0.1118,0.27,0.04,0,0,0.05,0,0,0,1.7895e+10,0.02,0.1894,7,1.66505284294614,0.0467879848867865,1.1,23.6077871811644,NA,4.13531200071032,0.0953101798043249,4.23062218051465
"444",148,3,0.00402112553295915,0.0819,88.77,NA,68.8139534883721,0.0903,0.24,0.06,0,0,0,0,0,0,4.0184e+10,0.0033,0.2346,7,-0.459009869778355,0.000275405921867013,1.29,24.4167347433942,NA,4.23140653670665,0.254642218373581,4.48604875508023
"445",149,1,0.036974858843219,0.0491,110.13,0.91,12.880701754386,0.0868,0.3,0.39,0,0.51,0.25,0,0,1,3.131e+10,0.08,0.0476,6,0.0892032741879938,0.00115259863541833,8.55,24.1672033722847,-0.0943106794712413,2.55573020322819,2.14593128294867,4.70166148617685
"446",149,2,-0.0245753327401081,0.0628,149.32,1.55,19.9625668449198,0.1081,0.45,0.03,0,0.08,0.01,1,1,1,3.354e+10,0.16,0.0352,6,0.861818543173696,0.0242171010631809,7.48,24.2360045933415,0.438254930931155,2.99385886206,2.01223279198639,5.00609165404638
